File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_containsFeature,amazon_transcription_cleaned_adjacentTokens,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,amazon_transcription_cleaned_Alignments,amazon_transcription_cleaned_preFeature_errorCount,amazon_transcription_cleaned_preFeature_WER,amazon_transcription_cleaned_postFeature_errorCount,amazon_transcription_cleaned_postFeature_WER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_containsFeature,deepspeech_transcription_cleaned_adjacentTokens,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_transcription_cleaned_Alignments,deepspeech_transcription_cleaned_preFeature_errorCount,deepspeech_transcription_cleaned_preFeature_WER,deepspeech_transcription_cleaned_postFeature_errorCount,deepspeech_transcription_cleaned_postFeature_WER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_containsFeature,google_transcription_cleaned_adjacentTokens,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_transcription_cleaned_Alignments,google_transcription_cleaned_preFeature_errorCount,google_transcription_cleaned_preFeature_WER,google_transcription_cleaned_postFeature_errorCount,google_transcription_cleaned_postFeature_WER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_containsFeature,IBMWatson_transcription_cleaned_adjacentTokens,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_transcription_cleaned_Alignments,IBMWatson_transcription_cleaned_preFeature_errorCount,IBMWatson_transcription_cleaned_preFeature_WER,IBMWatson_transcription_cleaned_postFeature_errorCount,IBMWatson_transcription_cleaned_postFeature_WER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_containsFeature,microsoft_transcription_cleaned_adjacentTokens,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER,microsoft_transcription_cleaned_Alignments,microsoft_transcription_cleaned_preFeature_errorCount,microsoft_transcription_cleaned_preFeature_WER,microsoft_transcription_cleaned_postFeature_errorCount,microsoft_transcription_cleaned_postFeature_WER
DCB_se3_ag3_f_02_1,483,DCB_se3_ag3_f_02,555.277,557.5768,2.2998,1,0,1,"We did whenever, um, I was done",9,3.913383773,11.51441758,11.37,4.5,7,"We did whenever, um, I was ",6,,0,we did whenever um i was done,7,we did whenever um i was ,6,,0,We did whenever I was done.,6,we did whenever i was done,1,1,6,0.142857143,"[('we', 'we'), ('did', 'did'), ('whenever', 'whenever'), ('um', '-'), ('i', 'i'), ('was', 'was'), ('done', 'done')]",1,0.166666667,0,0,whenever i was done,4,whenever i was done,1,1,4,0.428571429,"[('we', '-'), ('did', '-'), ('whenever', 'whenever'), ('um', '-'), ('i', 'i'), ('was', 'was'), ('done', 'done')]",3,0.5,0,0,-17.78763199,We did whenever I was done.,6,we did whenever i was done,1,1,6,0.142857143,"[('we', 'we'), ('did', 'did'), ('whenever', 'whenever'), ('um', '-'), ('i', 'i'), ('was', 'was'), ('done', 'done')]",1,0.166666667,0,0,0.928502142,we did whenever %HESITATION I was done ,7,we did whenever i was done,1,1,6,0.142857143,"[('we', 'we'), ('did', 'did'), ('whenever', 'whenever'), ('um', '-'), ('i', 'i'), ('was', 'was'), ('done', 'done')]",1,0.166666667,0,0,0.86,We did whenever I was done.,6,we did whenever i was done,1,1,6,0.142857143,"[('we', 'we'), ('did', 'did'), ('whenever', 'whenever'), ('um', '-'), ('i', 'i'), ('was', 'was'), ('done', 'done')]",1,0.166666667,0,0
DCB_se3_ag3_f_02_1,880,DCB_se3_ag3_f_02,939.8723,942.2045,2.3322,2,1,1,"And I'm done, you know, I- I done gave you good grades.",12,5.145356316,16.62397962,16.37,28.25,12,And I'm ,2," you know, I- I done gave you good grades.",9,and i 'm done you know i i done gave you good grades,13,and i 'm ,3,you know i i done gave you good grades,9,"And I'm done, you know, and I gave you your grades.",11,and i 'm done you know and i gave you your grades,1,1,12,0.230769231,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', 'you'), ('know', 'know'), ('i', 'and'), ('i', 'i'), ('done', '-'), ('gave', 'gave'), ('you', 'you'), ('good', 'your'), ('grades', 'grades')]",0,0,3,0.333333333,do you know i am engaged to graves,8,do you know i am engaged to graves,0,0,8,0.769230769,"[('and', '-'), ('i', '-'), (""'m"", '-'), ('done', 'do'), ('you', 'you'), ('know', 'know'), ('i', '-'), ('i', 'i'), ('done', '-'), ('gave', 'am'), ('you', 'engaged'), ('good', 'to'), ('grades', 'graves')]",3,1,6,0.666666667,-44.30438232,And I'm done and then I gave you the grave.,10,and i 'm done and then i gave you the grave,1,0,11,0.461538462,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', '-'), ('know', 'and'), ('i', 'then'), ('i', 'i'), ('done', '-'), ('gave', 'gave'), ('you', 'you'), ('good', 'the'), ('grades', 'grave')]",0,0,6,0.666666667,0.835249424,and I'm done you know that and then gave you good grades ,12,and i 'm done you know that and then gave you good grades,1,1,13,0.230769231,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', 'you'), ('know', 'know'), ('i', 'that'), ('i', 'and'), ('done', 'then'), ('gave', 'gave'), ('you', 'you'), ('good', 'good'), ('grades', 'grades')]",0,0,3,0.333333333,0.71,And I'm done. You know that I gave you your grades.,11,and i 'm done you know that i gave you your grades,1,1,12,0.230769231,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', 'you'), ('know', 'know'), ('i', 'that'), ('i', 'i'), ('done', '-'), ('gave', 'gave'), ('you', 'you'), ('good', 'your'), ('grades', 'grades')]",0,0,3,0.333333333
DCB_se3_ag3_f_02_1,880,DCB_se3_ag3_f_02,939.8723,942.2045,2.3322,2,1,2,"And I'm done, you know, I- I done gave you good grades.",12,5.145356316,16.62397962,16.37,28.25,12,"And I'm done, you know, I- I ",7,gave you good grades.,4,and i 'm done you know i i done gave you good grades,13,and i 'm done you know i i ,8,gave you good grades,4,"And I'm done, you know, and I gave you your grades.",11,and i 'm done you know and i gave you your grades,1,1,12,0.230769231,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', 'you'), ('know', 'know'), ('i', 'and'), ('i', 'i'), ('done', '-'), ('gave', 'gave'), ('you', 'you'), ('good', 'your'), ('grades', 'grades')]",1,0.125,1,0.25,do you know i am engaged to graves,8,do you know i am engaged to graves,0,0,8,0.769230769,"[('and', '-'), ('i', '-'), (""'m"", '-'), ('done', 'do'), ('you', 'you'), ('know', 'know'), ('i', '-'), ('i', 'i'), ('done', '-'), ('gave', 'am'), ('you', 'engaged'), ('good', 'to'), ('grades', 'graves')]",5,0.625,4,1,-44.30438232,And I'm done and then I gave you the grave.,10,and i 'm done and then i gave you the grave,1,0,11,0.461538462,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', '-'), ('know', 'and'), ('i', 'then'), ('i', 'i'), ('done', '-'), ('gave', 'gave'), ('you', 'you'), ('good', 'the'), ('grades', 'grave')]",3,0.375,2,0.5,0.835249424,and I'm done you know that and then gave you good grades ,12,and i 'm done you know that and then gave you good grades,1,1,13,0.230769231,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', 'you'), ('know', 'know'), ('i', 'that'), ('i', 'and'), ('done', 'then'), ('gave', 'gave'), ('you', 'you'), ('good', 'good'), ('grades', 'grades')]",2,0.25,0,0,0.71,And I'm done. You know that I gave you your grades.,11,and i 'm done you know that i gave you your grades,1,1,12,0.230769231,"[('and', 'and'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done'), ('you', 'you'), ('know', 'know'), ('i', 'that'), ('i', 'i'), ('done', '-'), ('gave', 'gave'), ('you', 'you'), ('good', 'your'), ('grades', 'grades')]",1,0.125,1,0.25
DCB_se3_ag3_f_02_1,1704,DCB_se3_ag3_f_02,1719.5539,1720.9853,1.4314,1,1,1,and I done have fun doing that.,8,5.588933911,17.16363402,16.7,17,7,and I ,2,have fun doing that.,4,and i done have fun doing that,7,and i ,2,have fun doing that,4,And I have fun doing that.,6,and i have fun doing that,0,0,6,0.142857143,"[('and', 'and'), ('i', 'i'), ('done', '-'), ('have', 'have'), ('fun', 'fun'), ('doing', 'doing'), ('that', 'that')]",0,0,0,0,have fun doing that,4,have fun doing that,0,0,4,0.428571429,"[('and', '-'), ('i', '-'), ('done', '-'), ('have', 'have'), ('fun', 'fun'), ('doing', 'doing'), ('that', 'that')]",2,1,0,0,-28.98354912,But I have fun doing that.,6,but i have fun doing that,0,0,6,0.285714286,"[('and', 'but'), ('i', 'i'), ('done', '-'), ('have', 'have'), ('fun', 'fun'), ('doing', 'doing'), ('that', 'that')]",1,0.5,0,0,0.809043646,and I have fun doing that ,6,and i have fun doing that,0,0,6,0.142857143,"[('and', 'and'), ('i', 'i'), ('done', '-'), ('have', 'have'), ('fun', 'fun'), ('doing', 'doing'), ('that', 'that')]",0,0,0,0,0.84,And have fun doing that.,5,and have fun doing that,0,0,5,0.285714286,"[('and', 'and'), ('i', '-'), ('done', '-'), ('have', 'have'), ('fun', 'fun'), ('doing', 'doing'), ('that', 'that')]",1,0.5,0,0
DCB_se3_ag3_f_02_1,1960,DCB_se3_ag3_f_02,1966.3498,1967.244,0.8942,1,0,1,"Okay, when she get done.",6,6.709908298,13.53785411,13.34,15.75,5,"Okay, when she get ",4,,0,okay when she get done,5,okay when she get ,4,,0,Okay when she get done.,5,okay when she get done,1,1,5,0,"[('okay', 'okay'), ('when', 'when'), ('she', 'she'), ('get', 'get'), ('done', 'done')]",0,0,0,0,she,1,she,0,0,1,0.8,"[('okay', '-'), ('when', '-'), ('she', 'she'), ('get', '-'), ('done', '-')]",3,0.75,0,0,-9.180729866,,,,,0,,,,,,,0,0,,,,,0,,,,,,,0,0,"Hey, when she get done.",5,hey when she get done,1,1,5,0.2,"[('okay', 'hey'), ('when', 'when'), ('she', 'she'), ('get', 'get'), ('done', 'done')]",1,0.25,0,0
DCB_se3_ag3_f_02_1,1966,DCB_se3_ag3_f_02,1970.458,1972.57,2.112,1,0,1,It's- it- it was a done deal that I'm not,10,4.734848485,18.20269338,17.85,7.25,10,It's- it- it was a ,5,deal that I'm not,4,it 's it it was a done deal that i 'm not,12,it 's it it was a ,6,deal that i 'm not,5,It was a done deal that I'm not.,8,it was a done deal that i 'm not,1,1,9,0.25,"[('it', '-'), (""'s"", '-'), ('it', '-'), ('it', 'it'), ('was', 'was'), ('a', 'a'), ('done', 'done'), ('deal', 'deal'), ('that', 'that'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not')]",3,0.5,0,0,it was a done del tint,6,it was a done del tint,1,0,6,0.666666667,"[('it', '-'), (""'s"", '-'), ('it', '-'), ('it', 'it'), ('was', 'was'), ('a', 'a'), ('done', 'done'), ('deal', '-'), ('that', '-'), ('i', '-'), (""'m"", 'del'), ('not', 'tint')]",3,0.5,5,1,-43.85297394,"If it was a done deal that, I'm not.",9,if it was a done deal that i 'm not,1,1,10,0.25,"[('it', '-'), (""'s"", '-'), ('it', 'if'), ('it', 'it'), ('was', 'was'), ('a', 'a'), ('done', 'done'), ('deal', 'deal'), ('that', 'that'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not')]",3,0.5,0,0,0.972448111,if it was a done deal that I'm not ,9,if it was a done deal that i 'm not,1,1,10,0.25,"[('it', '-'), (""'s"", '-'), ('it', 'if'), ('it', 'it'), ('was', 'was'), ('a', 'a'), ('done', 'done'), ('deal', 'deal'), ('that', 'that'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not')]",3,0.5,0,0,0.85,If it was a done deal that I'm not.,9,if it was a done deal that i 'm not,1,1,10,0.25,"[('it', '-'), (""'s"", '-'), ('it', 'if'), ('it', 'it'), ('was', 'was'), ('a', 'a'), ('done', 'done'), ('deal', 'deal'), ('that', 'that'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not')]",3,0.5,0,0
DCB_se3_ag3_f_02_1,2176,DCB_int_01,2180.3512,2187.0285,6.6773,1,0,1,"So let me ask you this, so this is just a random question cause you've done a lot of things, you've experienced a lot of things. Was there ever a time you felt like, oh my god this is it, I'm gonna die?",50,7.48805655,15.33156673,14.2,9.25,43,"So let me ask you this, so this is just a random question cause you've ",15,"a lot of things, you've experienced a lot of things. Was there ever a time you felt like, oh my god this is it, I'm gonna die?",27,so let me ask you this so this is just a random question because you 've done a lot of things you 've experienced a lot of things was there ever a time you felt like oh my god this is it i 'm going to die,47,so let me ask you this so this is just a random question because you 've ,16,a lot of things you 've experienced a lot of things was there ever a time you felt like oh my god this is it i 'm going to die,30,This is just a random number one the last.,9,this is just a random number one the last,0,0,9,0.893617021,"[('so', '-'), ('let', '-'), ('me', '-'), ('ask', '-'), ('you', '-'), ('this', '-'), ('so', '-'), ('this', 'this'), ('is', 'is'), ('just', 'just'), ('a', 'a'), ('random', 'random'), ('question', '-'), ('because', '-'), ('you', '-'), (""'ve"", '-'), ('done', '-'), ('a', '-'), ('lot', '-'), ('of', '-'), ('things', '-'), ('you', '-'), (""'ve"", '-'), ('experienced', '-'), ('a', '-'), ('lot', '-'), ('of', '-'), ('things', '-'), ('was', '-'), ('there', '-'), ('ever', '-'), ('a', '-'), ('time', '-'), ('you', '-'), ('felt', '-'), ('like', '-'), ('oh', '-'), ('my', '-'), ('god', '-'), ('this', '-'), ('is', '-'), ('it', '-'), ('i', '-'), (""'m"", 'number'), ('going', 'one'), ('to', 'the'), ('die', 'last')]",11,0.6875,,,this this is a raisin question because you never lowering a loiter with ottilia,14,this this is a raisin question because you never lowering a loiter with ottilia,0,0,14,0.829787234,"[('so', '-'), ('let', '-'), ('me', '-'), ('ask', '-'), ('you', '-'), ('this', 'this'), ('so', '-'), ('this', 'this'), ('is', 'is'), ('just', '-'), ('a', 'a'), ('random', 'raisin'), ('question', 'question'), ('because', 'because'), ('you', '-'), (""'ve"", '-'), ('done', '-'), ('a', '-'), ('lot', '-'), ('of', '-'), ('things', '-'), ('you', 'you'), (""'ve"", '-'), ('experienced', '-'), ('a', '-'), ('lot', '-'), ('of', '-'), ('things', '-'), ('was', '-'), ('there', 'never'), ('ever', 'lowering'), ('a', 'a'), ('time', '-'), ('you', '-'), ('felt', '-'), ('like', '-'), ('oh', '-'), ('my', '-'), ('god', '-'), ('this', '-'), ('is', '-'), ('it', '-'), ('i', '-'), (""'m"", '-'), ('going', 'loiter'), ('to', 'with'), ('die', 'ottilia')]",10,0.625,,,-293.2095642,,,,,0,,,,,,,,0,so let me ask you this so this is just a random question because you've done a lot of these things the last time you felt like someone that ,29,so let me ask you this so this is just a random question because you 've done a lot of these things the last time you felt like someone that,1,1,30,0.468085106,"[('so', 'so'), ('let', 'let'), ('me', 'me'), ('ask', 'ask'), ('you', 'you'), ('this', 'this'), ('so', 'so'), ('this', 'this'), ('is', 'is'), ('just', 'just'), ('a', 'a'), ('random', 'random'), ('question', 'question'), ('because', 'because'), ('you', 'you'), (""'ve"", ""'ve""), ('done', 'done'), ('a', 'a'), ('lot', 'lot'), ('of', 'of'), ('things', '-'), ('you', '-'), (""'ve"", '-'), ('experienced', '-'), ('a', '-'), ('lot', '-'), ('of', 'these'), ('things', 'things'), ('was', '-'), ('there', '-'), ('ever', 'the'), ('a', 'last'), ('time', 'time'), ('you', 'you'), ('felt', 'felt'), ('like', 'like'), ('oh', '-'), ('my', '-'), ('god', '-'), ('this', '-'), ('is', '-'), ('it', '-'), ('i', '-'), (""'m"", '-'), ('going', '-'), ('to', 'someone'), ('die', 'that')]",0,0,,,0.62,"So let me ask you this, so this is just a random question 'cause you've done a lot.",18,so let me ask you this so this is just a random question because you 've done a lot,1,1,19,0.595744681,"[('so', 'so'), ('let', 'let'), ('me', 'me'), ('ask', 'ask'), ('you', 'you'), ('this', 'this'), ('so', 'so'), ('this', 'this'), ('is', 'is'), ('just', 'just'), ('a', 'a'), ('random', 'random'), ('question', 'question'), ('because', 'because'), ('you', 'you'), (""'ve"", ""'ve""), ('done', 'done'), ('a', '-'), ('lot', '-'), ('of', '-'), ('things', '-'), ('you', '-'), (""'ve"", '-'), ('experienced', '-'), ('a', 'a'), ('lot', 'lot'), ('of', '-'), ('things', '-'), ('was', '-'), ('there', '-'), ('ever', '-'), ('a', '-'), ('time', '-'), ('you', '-'), ('felt', '-'), ('like', '-'), ('oh', '-'), ('my', '-'), ('god', '-'), ('this', '-'), ('is', '-'), ('it', '-'), ('i', '-'), (""'m"", '-'), ('going', '-'), ('to', '-'), ('die', '-')]",0,0,,
DCB_se3_ag3_f_02_1,2198,DCB_se3_ag3_f_02,2210.8884,2213.3775,2.4891,1,0,1,"I just didn't feel like it. It's like, you have a job to do and get it done, get out of here.",23,9.240287654,20.8477323,20.07,9.75,22,"I just didn't feel like it. It's like, you have a job to do and get it ",17, get out of here.,4,i just did n't feel like it it 's like you have a job to do and get it done get out of here,24,i just did n't feel like it it 's like you have a job to do and get it ,19,get out of here,4,"I just didn't feel like he was like you got a job to them and get it done, get out of here.",22,i just did n't feel like he was like you got a job to them and get it done get out of here,1,1,23,0.208333333,"[('i', 'i'), ('just', 'just'), ('did', 'did'), (""n't"", ""n't""), ('feel', 'feel'), ('like', 'like'), ('it', '-'), ('it', 'he'), (""'s"", 'was'), ('like', 'like'), ('you', 'you'), ('have', 'got'), ('a', 'a'), ('job', 'job'), ('to', 'to'), ('do', 'them'), ('and', 'and'), ('get', 'get'), ('it', 'it'), ('done', 'done'), ('get', 'get'), ('out', 'out'), ('of', 'of'), ('here', 'here')]",5,0.263157895,0,0,the atajo to them we get it done get,9,the atajo to them we get it done get,1,1,9,0.791666667,"[('i', '-'), ('just', '-'), ('did', '-'), (""n't"", '-'), ('feel', '-'), ('like', '-'), ('it', '-'), ('it', '-'), (""'s"", '-'), ('like', '-'), ('you', '-'), ('have', '-'), ('a', 'the'), ('job', 'atajo'), ('to', 'to'), ('do', 'them'), ('and', 'we'), ('get', 'get'), ('it', 'it'), ('done', 'done'), ('get', 'get'), ('out', '-'), ('of', '-'), ('here', '-')]",16,0.842105263,3,0.75,-89.18541718,"I just didn't feel like it if I got a job to do and get it done, get out of",20,i just did n't feel like it if i got a job to do and get it done get out of,1,1,21,0.25,"[('i', 'i'), ('just', 'just'), ('did', 'did'), (""n't"", ""n't""), ('feel', 'feel'), ('like', 'like'), ('it', '-'), ('it', 'it'), (""'s"", '-'), ('like', 'if'), ('you', 'i'), ('have', 'got'), ('a', 'a'), ('job', 'job'), ('to', 'to'), ('do', 'do'), ('and', 'and'), ('get', 'get'), ('it', 'it'), ('done', 'done'), ('get', 'get'), ('out', 'out'), ('of', 'of'), ('here', '-')]",5,0.263157895,1,0.25,0.917226493,I just didn't feel like if I got a job and get it done ,14,i just did n't feel like if i got a job and get it done,1,0,15,0.5,"[('i', 'i'), ('just', 'just'), ('did', 'did'), (""n't"", ""n't""), ('feel', 'feel'), ('like', 'like'), ('it', '-'), ('it', '-'), (""'s"", '-'), ('like', 'if'), ('you', 'i'), ('have', 'got'), ('a', 'a'), ('job', 'job'), ('to', '-'), ('do', '-'), ('and', 'and'), ('get', 'get'), ('it', 'it'), ('done', 'done'), ('get', '-'), ('out', '-'), ('of', '-'), ('here', '-')]",8,0.421052632,4,1,0.62,I just didn't feel like it was like you got a job to do and get it done. Get out here.,21,i just did n't feel like it was like you got a job to do and get it done get out here,1,1,22,0.166666667,"[('i', 'i'), ('just', 'just'), ('did', 'did'), (""n't"", ""n't""), ('feel', 'feel'), ('like', 'like'), ('it', '-'), ('it', 'it'), (""'s"", 'was'), ('like', 'like'), ('you', 'you'), ('have', 'got'), ('a', 'a'), ('job', 'job'), ('to', 'to'), ('do', 'do'), ('and', 'and'), ('get', 'get'), ('it', 'it'), ('done', 'done'), ('get', 'get'), ('out', 'out'), ('of', '-'), ('here', 'here')]",3,0.157894737,1,0.25
DCB_se3_ag3_m_01_1,3046,DCB_se3_ag3_m_01,3017.8366,3019.7764,1.9398,1,0,1,"every year. We've done it for three years now, so",12,6.186204763,17.63667857,16.98,20.5,10,every year. We've ,3,"it for three years now, so",6,every year we 've done it for three years now so,11,every year we 've ,4,it for three years now so,6,"Every year we've done it for three years now, so.",10,every year we 've done it for three years now so,1,1,11,0,"[('every', 'every'), ('year', 'year'), ('we', 'we'), (""'ve"", ""'ve""), ('done', 'done'), ('it', 'it'), ('for', 'for'), ('three', 'three'), ('years', 'years'), ('now', 'now'), ('so', 'so')]",0,0,0,0,we got a three years now so,7,we got a three years now so,0,0,7,0.545454545,"[('every', '-'), ('year', '-'), ('we', 'we'), (""'ve"", '-'), ('done', '-'), ('it', 'got'), ('for', 'a'), ('three', 'three'), ('years', 'years'), ('now', 'now'), ('so', 'so')]",3,0.75,2,0.333333333,-36.85934067,"Every year, we doing, for 3 years now. So,",9,every year we doing for three years now so,0,0,9,0.272727273,"[('every', 'every'), ('year', 'year'), ('we', 'we'), (""'ve"", '-'), ('done', '-'), ('it', 'doing'), ('for', 'for'), ('three', 'three'), ('years', 'years'), ('now', 'now'), ('so', 'so')]",1,0.25,1,0.166666667,0.81151104,every year we done for three years now so ,9,every year we done for three years now so,1,0,9,0.181818182,"[('every', 'every'), ('year', 'year'), ('we', 'we'), (""'ve"", '-'), ('done', 'done'), ('it', '-'), ('for', 'for'), ('three', 'three'), ('years', 'years'), ('now', 'now'), ('so', 'so')]",1,0.25,1,0.166666667,0.84,"Every year we've done it for three years now, so.",10,every year we 've done it for three years now so,1,1,11,0,"[('every', 'every'), ('year', 'year'), ('we', 'we'), (""'ve"", ""'ve""), ('done', 'done'), ('it', 'it'), ('for', 'for'), ('three', 'three'), ('years', 'years'), ('now', 'now'), ('so', 'so')]",0,0,0,0
DCB_se3_ag3_m_01_1,3195,DCB_se3_ag3_m_01,3169.5752,3170.6072,1.032,1,0,1,no you've done enough to,6,5.813953488,16.31214743,15.74,7.25,5,no you've ,2,enough to,2,no you 've done enough to,6,no you 've ,3,enough to,2,"No, you've done enough to.",5,no you 've done enough to,1,1,6,0,"[('no', 'no'), ('you', 'you'), (""'ve"", ""'ve""), ('done', 'done'), ('enough', 'enough'), ('to', 'to')]",0,0,0,0,one enough to,3,one enough to,0,0,3,0.666666667,"[('no', '-'), ('you', '-'), (""'ve"", '-'), ('done', 'one'), ('enough', 'enough'), ('to', 'to')]",3,1,0,0,-19.28123093,"No, you've done enough?",4,no you 've done enough,1,1,5,0.166666667,"[('no', 'no'), ('you', 'you'), (""'ve"", ""'ve""), ('done', 'done'), ('enough', 'enough'), ('to', '-')]",0,0,1,0.5,0.756027997,no you've done enough to ,5,no you 've done enough to,1,1,6,0,"[('no', 'no'), ('you', 'you'), (""'ve"", ""'ve""), ('done', 'done'), ('enough', 'enough'), ('to', 'to')]",0,0,0,0,0.69,"No, you've done enough to.",5,no you 've done enough to,1,1,6,0,"[('no', 'no'), ('you', 'you'), (""'ve"", ""'ve""), ('done', 'done'), ('enough', 'enough'), ('to', 'to')]",0,0,0,0
DCB_se3_ag3_m_01_1,3723,DCB_se3_ag3_m_01,3687.0725,3688.9004,1.8279,1,0,1,and just to see what God has done with me,10,5.470758794,16.30920311,15.55,10.75,10,and just to see what God has ,7,with me,2,and just to see what god has done with me,10,and just to see what god has ,7,with me,2,And just to see what God has done with me.,10,and just to see what god has done with me,1,1,10,0,"[('and', 'and'), ('just', 'just'), ('to', 'to'), ('see', 'see'), ('what', 'what'), ('god', 'god'), ('has', 'has'), ('done', 'done'), ('with', 'with'), ('me', 'me')]",0,0,0,0,to see what god has done with me,8,to see what god has done with me,1,1,8,0.2,"[('and', '-'), ('just', '-'), ('to', 'to'), ('see', 'see'), ('what', 'what'), ('god', 'god'), ('has', 'has'), ('done', 'done'), ('with', 'with'), ('me', 'me')]",2,0.285714286,0,0,-29.05272865,And just to see what God has done with me.,10,and just to see what god has done with me,1,1,10,0,"[('and', 'and'), ('just', 'just'), ('to', 'to'), ('see', 'see'), ('what', 'what'), ('god', 'god'), ('has', 'has'), ('done', 'done'), ('with', 'with'), ('me', 'me')]",0,0,0,0,0.898810744,and just to see what god has done with me ,10,and just to see what god has done with me,1,1,10,0,"[('and', 'and'), ('just', 'just'), ('to', 'to'), ('see', 'see'), ('what', 'what'), ('god', 'god'), ('has', 'has'), ('done', 'done'), ('with', 'with'), ('me', 'me')]",0,0,0,0,0.67,And just to see what God has done with me.,10,and just to see what god has done with me,1,1,10,0,"[('and', 'and'), ('just', 'just'), ('to', 'to'), ('see', 'see'), ('what', 'what'), ('god', 'god'), ('has', 'has'), ('done', 'done'), ('with', 'with'), ('me', 'me')]",0,0,0,0
DCB_se3_ag3_m_02_1,230,DCB_se3_ag3_m_02,294.8934,295.9619,1.0685,1,0,1,All the wrong he done,5,4.679457183,15.53056589,15.42,10.5,5,All the wrong he ,4,,0,all the wrong he done,5,all the wrong he ,4,,0,All the wrong he done.,5,all the wrong he done,1,1,5,0,"[('all', 'all'), ('the', 'the'), ('wrong', 'wrong'), ('he', 'he'), ('done', 'done')]",0,0,0,0,he ,1,he,0,0,1,0.8,"[('all', '-'), ('the', '-'), ('wrong', '-'), ('he', 'he'), ('done', '-')]",3,0.75,0,0,-11.48208141,Call Tyrone.,2,call tyrone,0,0,2,1,"[('all', '-'), ('the', '-'), ('wrong', '-'), ('he', 'call'), ('done', 'tyrone')]",4,1,0,0,0.577818573,all the wrong he's done ,5,all the wrong he 's done,1,0,6,0.2,"[('all', 'all'), ('the', 'the'), ('wrong', 'wrong'), ('he', 'he'), ('-', ""'s""), ('done', 'done')]",1,0.25,0,0,0.56,All the wrong he done.,5,all the wrong he done,1,1,5,0,"[('all', 'all'), ('the', 'the'), ('wrong', 'wrong'), ('he', 'he'), ('done', 'done')]",0,0,0,0
DCB_se3_ag3_m_02_1,447,DCB_se3_ag3_m_02,554.0688,555.25,1.1812,1,0,1,So any little thing he done,8,6.772773451,14.29630759,14.15,6,6,So any little thing he ,5,,0,so any little thing he done,6,so any little thing he ,5,,0,So any little thing He Does?,6,so any little thing he does,0,0,6,0.166666667,"[('so', 'so'), ('any', 'any'), ('little', 'little'), ('thing', 'thing'), ('he', 'he'), ('done', 'does')]",0,0,0,0,the,1,the,0,0,1,1,"[('so', '-'), ('any', '-'), ('little', '-'), ('thing', '-'), ('he', '-'), ('done', 'the')]",5,1,0,0,-14.23349857,,,,,0,,,,,,,0,0,so any little bit heater ,5,so any little bit heater,0,0,5,0.5,"[('so', 'so'), ('any', 'any'), ('little', 'little'), ('thing', '-'), ('he', 'bit'), ('done', 'heater')]",2,0.4,0,0,0.41,So any little thing he does?,6,so any little thing he does,0,0,6,0.166666667,"[('so', 'so'), ('any', 'any'), ('little', 'little'), ('thing', 'thing'), ('he', 'he'), ('done', 'does')]",0,0,0,0
