,WordPatternRawCount,WordPatternNormalizedCount,WordPatternPercentTotal,WordPatternFileRawCount,WordPatternFilePercentTotal,WordPatternFileList
you_be_there,1,0.004,0.62,1,0.01,['fe0304382']
you_be_talking,1,0.004,0.62,1,0.01,['fe0311518']
you_be_shy,1,0.004,0.62,1,0.01,['fe0310574']
you_be_sending,1,0.004,0.62,1,0.01,['fe0305883']
you_be_inside,1,0.004,0.62,1,0.01,['fe0305062']
you_be_in,1,0.004,0.62,1,0.01,['fe0309522']
you_be_full,1,0.004,0.62,1,0.01,['fe0302163']
you_be_feeling,1,0.004,0.62,1,0.01,['fe0308322']
you_be_carrying,1,0.004,0.62,1,0.01,['fe0303794']
you_be_bored,1,0.004,0.62,1,0.01,['fe0311071']
you_be_around,1,0.004,0.62,1,0.01,['fe0311497']
they_be_putting,1,0.004,0.62,1,0.01,['fe0306508']
y'all_be_having,1,0.004,0.62,1,0.01,['fe0311071']
y'all_be_going,1,0.004,0.62,1,0.01,['fe0307255']
y'all_be_cracking,1,0.004,0.62,1,0.01,['fe0311071']
who_be_like,1,0.004,0.62,1,0.01,['fe0305877']
we_be_on,1,0.004,0.62,1,0.01,['fe0307219']
we_be_arguing,1,0.004,0.62,1,0.01,['fe0303030']
they_be_working,1,0.004,0.62,1,0.01,['fe0308864']
they_be_with,1,0.004,0.62,1,0.01,['fe0309687']
they_be_tired,1,0.004,0.62,1,0.01,['fe0305068']
they_be_sliding,1,0.004,0.62,1,0.01,['fe0310114']
they_be_saying,1,0.004,0.62,1,0.01,['fe0307601']
she_be_crying,1,0.004,0.62,1,0.01,['fe0310921']
son_be_playing,1,0.004,0.62,1,0.01,['fe0310277']
blood pressure_be_up,1,0.004,0.62,1,0.01,['fe0307156']
she_be_come,1,0.004,0.62,1,0.01,['fe0307810']
school_be_forbidding,1,0.004,0.62,1,0.01,['fe0306643']
i_be_seeing,1,0.004,0.62,1,0.01,['fe0309957']
i_be_saying,1,0.004,0.62,1,0.01,['fe0309335']
i_be_resting,1,0.004,0.62,1,0.01,['fe0309531']
i_be_playing,1,0.004,0.62,1,0.01,['fe0309549']
i_be_paying,1,0.004,0.62,1,0.01,['fe0302805']
i_be_on,1,0.004,0.62,1,0.01,['fe0307151']
i_be_loser,1,0.004,0.62,1,0.01,['fe0311212']
i_be_like,1,0.004,0.62,1,0.01,['fe0311281']
i_be_keeping,1,0.004,0.62,1,0.01,['fe0302848']
i_be_here,1,0.004,0.62,1,0.01,['fe0307153']
i_be_having,1,0.004,0.62,1,0.01,['fe0305874']
i_be_expecting,1,0.004,0.62,1,0.01,['fe0310495']
i_be_doing,1,0.004,0.62,1,0.01,['fe0311687']
i_be_confusing,1,0.004,0.62,1,0.01,['fe0310495']
i_be_chasing,1,0.004,0.62,1,0.01,['fe0310266']
i_be_busy,1,0.004,0.62,1,0.01,['fe0302848']
i_be_at,1,0.004,0.62,1,0.01,['fe0305451']
i_be_around,1,0.004,0.62,1,0.01,['fe0302344']
husbands_be_working,1,0.004,0.62,1,0.01,['fe0308935']
houses_be_knocked down,1,0.004,0.62,1,0.01,['fe0307601']
hours_be_like,1,0.004,0.62,1,0.01,['fe0310861']
he_be_looking,1,0.004,0.62,1,0.01,['fe0307810']
he_be_in,1,0.004,0.62,1,0.01,['fe0303247']
he_be_flying,1,0.004,0.62,1,0.01,['fe0306857']
everybody_be_off,1,0.004,0.62,1,0.01,['fe0311468']
dollars_be_doing,1,0.004,0.62,1,0.01,['fe0300505']
city_be_like,1,0.004,0.62,1,0.01,['fe0309336']
i_be_sitting,1,0.004,0.62,1,0.01,['fe0303809']
i_be_talking,1,0.004,0.62,1,0.01,['fe0308935']
i_be_with,1,0.004,0.62,1,0.01,['fe0305880']
kids_be_calling,1,0.004,0.62,1,0.01,['fe0308026']
people_be_thinking,1,0.004,0.62,1,0.01,['fe0301431']
boyfriend_be_beeping,1,0.004,0.62,1,0.01,['fe0310495']
people_be_running,1,0.004,0.62,1,0.01,['fe0307956']
people_be_putting,1,0.004,0.62,1,0.01,['fe0304524']
people_be_off,1,0.004,0.62,1,0.01,['fe0311468']
people_be_looking,1,0.004,0.62,1,0.01,['fe0310286']
people_be_like,1,0.004,0.62,1,0.01,['fe0310883']
nephews_be_trying,1,0.004,0.62,1,0.01,['fe0304618']
motherboard_be_arguing,1,0.004,0.62,1,0.01,['fe0305757']
most_be_funny,1,0.004,0.62,1,0.01,['fe0307794']
men_be_following,1,0.004,0.62,1,0.01,['fe0310489']
lot_be_saying,1,0.004,0.62,1,0.01,['fe0310000']
kid_be_going,1,0.004,0.62,1,0.01,['fe0310784']
i_be_wondering,1,0.004,0.62,1,0.01,['fe0300492']
it_be_working,1,0.004,0.62,1,0.01,['fe0310266']
it_be_sitting,1,0.004,0.62,1,0.01,['fe0310592']
it_be_scary,1,0.004,0.62,1,0.01,['fe0300693']
it_be_neat,1,0.004,0.62,1,0.01,['fe0300598']
it_be_it,1,0.004,0.62,1,0.01,['fe0310592']
it_be_hard,1,0.004,0.62,1,0.01,['fe0305927']
it_be_don't,1,0.004,0.62,1,0.01,['fe0310592']
it_be_doing,1,0.004,0.62,1,0.01,['fe0310570']
it_be_degrees,1,0.004,0.62,1,0.01,['fe0305218']
it_be_comic,1,0.004,0.62,1,0.01,['fe0309778']
it_be_chained,1,0.004,0.62,1,0.01,['fe0306733']
i_be_working,1,0.004,0.62,1,0.01,['fe0310266']
people_be_talking,1,0.004,0.62,1,0.01,['fe0310592']
