,WordPatternRawCount,WordPatternNormalizedCount,WordPatternPercentTotal,WordPatternFileRawCount,WordPatternFilePercentTotal,WordPatternFileList
it_be_crazy,4,0.29,0.92,2,0.87,"['DCB_se1_ag2_m_03_1', 'DCB_se1_ag2_m_03_2']"
we_be_like,4,0.29,0.92,4,1.73,"['DCB_se1_ag3_m_02_1', 'DCB_se2_ag2_f_01_1', 'DCB_se3_ag1_m_01_2', 'ROC_se0_ag1_m_02_1']"
i_be_around,3,0.217,0.69,3,1.3,"['DCB_se1_ag2_m_03_2', 'DCB_se3_ag3_f_02_1', 'PRV_se0_ag3_m_02_1']"
i_be_doing,3,0.217,0.69,3,1.3,"['DCA_se1_ag1_m_04_1', 'DCA_se3_ag1_f_03_1', 'VLD_se0_ag3_m_03_1']"
we_be_having,3,0.217,0.69,3,1.3,"['DCB_se1_ag1_f_01_1', 'DCB_se1_ag1_m_03_1', 'DCB_se3_ag1_f_01_1']"
i_be_going,3,0.217,0.69,1,0.43,['ATL_se0_ag2_m_03_1']
we_be_laughing,3,0.217,0.69,1,0.43,['DCB_se1_ag1_m_03_1']
it_be_two,3,0.217,0.69,2,0.87,"['DCA_se2_ag1_f_03_1', 'DCA_se3_ag1_m_05_1']"
i_be_in,3,0.217,0.69,3,1.3,"['DCA_se2_ag1_f_07_1', 'DCB_se1_ag4_f_01_2', 'VLD_se0_ag3_m_01_2']"
she_be_trying,3,0.217,0.69,2,0.87,"['DCA_se2_ag1_f_07_1', 'DCB_se1_ag2_m_01_1']"
i_be_listening,3,0.217,0.69,2,0.87,"['ATL_se0_ag1_f_01_1', 'PRV_se0_ag1_m_02_1']"
he_be_like,3,0.217,0.69,3,1.3,"['DCB_se1_ag1_m_03_1', 'DCB_se1_ag3_f_03_1', 'DCB_se2_ag3_m_02_1']"
i_be_saying,3,0.217,0.69,3,1.3,"['DCA_se2_ag1_f_03_1', 'DCB_se1_ag4_f_01_2', 'ROC_se0_ag1_m_02_1']"
i_be_talking,3,0.217,0.69,3,1.3,"['DCA_se1_ag1_m_08_1', 'DCB_se1_ag1_f_01_1', 'ROC_se0_ag1_m_02_1']"
person_be_it,3,0.217,0.69,3,1.3,"['DCA_se1_ag1_m_01_1', 'DCA_se2_ag1_f_05_1', 'DCA_se3_ag1_f_01_1']"
i_be_feeling,2,0.145,0.46,2,0.87,"['ATL_se0_ag1_m_04_2', 'ATL_se0_ag1_m_05_1']"
i_be_wanting,2,0.145,0.46,2,0.87,"['ATL_se0_ag1_m_04_2', 'DCB_se1_ag2_m_01_1']"
i_be_thinking,2,0.145,0.46,2,0.87,"['ATL_se0_ag1_m_04_2', 'DCB_se1_ag3_m_02_1']"
we_be_in,2,0.145,0.46,2,0.87,"['DCA_se3_ag1_f_02_1', 'ROC_se0_ag1_m_02_1']"
they_be_getting,2,0.145,0.46,2,0.87,"['DCB_se1_ag1_f_01_1', 'PRV_se0_ag1_m_02_1']"
they_be_hollering,2,0.145,0.46,1,0.43,['DCA_se2_ag1_f_07_1']
they_be_shitting,2,0.145,0.46,1,0.43,['ATL_se0_ag1_m_03_1']
he_be_mad,2,0.145,0.46,1,0.43,['DCB_se1_ag1_f_03_1']
they_be_working,2,0.145,0.46,1,0.43,['DCA_se1_ag1_f_05_1']
it_be_about,2,0.145,0.46,2,0.87,"['DCA_se1_ag1_m_02_1', 'DCA_se2_ag1_m_03_1']"
they_be_on,2,0.145,0.46,2,0.87,"['PRV_se0_ag1_m_02_1', 'ROC_se0_ag1_m_02_1']"
i_be_over,2,0.145,0.46,2,0.87,"['DCA_se1_ag1_f_02_1', 'DCA_se2_ag1_f_03_1']"
i_be_out,2,0.145,0.46,2,0.87,"['DCA_se1_ag1_m_03_1', 'DCB_se1_ag4_f_01_2']"
i_be_on,2,0.145,0.46,2,0.87,"['ATL_se0_ag1_m_04_1', 'DCB_se3_ag3_m_02_2']"
they_be_saying,2,0.145,0.46,2,0.87,"['DCA_se3_ag1_f_03_1', 'ROC_se0_ag1_m_02_1']"
they_be_scared,2,0.145,0.46,1,0.43,['ROC_se0_ag1_m_02_1']
i_be_at,2,0.145,0.46,2,0.87,"['DCA_se1_ag1_f_02_1', 'VLD_se0_ag4_f_01_1']"
he_be_doing,2,0.145,0.46,2,0.87,"['DCA_se2_ag1_f_05_1', 'PRV_se0_ag2_f_02_2']"
one_be_it,2,0.145,0.46,1,0.43,['DCA_se1_ag1_m_02_1']
you_be_in,2,0.145,0.46,2,0.87,"['DCA_se2_ag1_m_03_1', 'DCB_se1_ag4_f_01_2']"
niggas_be_high,2,0.145,0.46,1,0.43,['ATL_se0_ag2_m_03_1']
we_be_talking,2,0.145,0.46,2,0.87,"['DCA_se2_ag1_f_05_1', 'PRV_se0_ag2_m_01_1']"
he_be_alright,2,0.145,0.46,1,0.43,['DCB_se2_ag3_m_02_1']
everybody_be_happy,2,0.145,0.46,2,0.87,"['DCA_se2_ag1_f_02_1', 'DCA_se2_ag1_m_03_1']"
he_be_angry,2,0.145,0.46,1,0.43,['DCA_se3_ag1_m_06_1']
you_be_watching,2,0.145,0.46,2,0.87,"['ATL_se0_ag1_m_01_1', 'ATL_se0_ag2_m_02_1']"
people_be_separating,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
rdname2_be_one,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_02_1']
she_be_hollering,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_07_1']
she_be_hip,1,0.072,0.23,1,0.43,['DCB_se2_ag4_f_05_1']
she_be_getting,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
she_be_chilling,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
they_be_cooler,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_03_1']
rdname3_be_showing,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_01_1']
they_be_behind,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_05_1']
problems_be_worked out,1,0.072,0.23,1,0.43,['PRV_se0_ag2_m_01_1']
people_be_sleeping,1,0.072,0.23,1,0.43,['VLD_se0_ag2_f_02_1']
people_be_picking,1,0.072,0.23,1,0.43,['VLD_se0_ag2_f_02_1']
person_be_like,1,0.072,0.23,1,0.43,['DCB_se1_ag2_f_01_1']
she_be_in,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_05_1']
they_be_bustling,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
they_be_closed,1,0.072,0.23,1,0.43,['VLD_se0_ag3_m_03_1']
they_be_chop blocking,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_02_1']
person_be_bear,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_04_1']
they_be_bothering,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_04_1']
she_be_sha,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_04_1']
they_be_amazed,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
that_be_like,1,0.072,0.23,1,0.43,['DCB_se1_ag3_m_03_1']
soulja boy_be_talking,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_03_1']
soulja boy_be_claiming,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_03_1']
street_be_quiet,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
they_be_counting,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_05_1']
strippers_be_getting,1,0.072,0.23,1,0.43,['ATL_se0_ag2_f_02_1']
teacher_be_in,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
that_be_getting,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
that_be_having,1,0.072,0.23,1,0.43,['PRV_se0_ag1_m_02_1']
that_be_here,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_03_1']
somebody_be_up,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
some_be_on,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_01_1']
stars_be_miserable,1,0.072,0.23,1,0.43,['DCB_se3_ag1_m_01_1']
sister_be_like,1,0.072,0.23,1,0.43,['DCB_se3_ag3_m_02_1']
that_be_on,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_03_1']
that_be_with,1,0.072,0.23,1,0.43,['DCA_se2_ag1_m_04_1']
there_be_about,1,0.072,0.23,1,0.43,['DCA_se2_ag1_m_03_1']
shit_be_watery,1,0.072,0.23,1,0.43,['DCB_se1_ag3_m_03_1']
there_be_net,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_03_1']
shit_be_funny,1,0.072,0.23,1,0.43,['DCB_se1_ag3_m_02_1']
she_be_with,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_05_1']
she_be_um,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_03_1']
there_be_times,1,0.072,0.23,1,0.43,['DCB_se3_ag1_f_01_1']
accent_be_like,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_01_1']
they_be_rude,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_03_1']
they_be_down,1,0.072,0.23,1,0.43,['PRV_se0_ag3_f_04_1']
you_be_focused,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_04_2']
we_be_thinking,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
we_be_together,1,0.072,0.23,1,0.43,['PRV_se0_ag3_f_04_3']
we_be_walking,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
what_be_going,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
who_be_freaking out,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_02_1']
whoever_be_one,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_01_1']
y'all_be_like,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_02_1']
y'all_be_wanting,1,0.072,0.23,1,0.43,['DCB_se1_ag2_f_03_1']
you and denise_be_knowing,1,0.072,0.23,1,0.43,['DCB_se1_ag2_f_02_1']
you_be_bad,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_01_1']
you_be_caught,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
you_be_hearing,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
we_be_running,1,0.072,0.23,1,0.43,['DCA_se3_ag1_f_04_1']
you_be_it,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_02_1']
you_be_lucky,1,0.072,0.23,1,0.43,['DCB_se1_ag4_f_01_2']
you_be_mad,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
you_be_naming,1,0.072,0.23,1,0.43,['DCB_se3_ag1_f_01_1']
you_be_on,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
you_be_playing,1,0.072,0.23,1,0.43,['DCA_se2_ag1_m_01_1']
you_be_pressed,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_03_1']
you_be_running,1,0.072,0.23,1,0.43,['DCA_se2_ag1_m_03_1']
you_be_skating,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
you_be_talking,1,0.072,0.23,1,0.43,['PRV_se0_ag2_f_03_1']
you_be_trying,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
we_be_smoking,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
we_be_on,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_01_1']
they_be_fights,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_04_1']
they_be_using,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_02_1']
they_be_flying,1,0.072,0.23,1,0.43,['PRV_se0_ag3_f_03_1']
they_be_going,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_03_1']
they_be_having,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
they_be_hurting,1,0.072,0.23,1,0.43,['PRV_se0_ag3_m_02_1']
they_be_it,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_02_1']
they_be_losing,1,0.072,0.23,1,0.43,['VLD_se0_ag2_f_02_1']
they_be_preaching,1,0.072,0.23,1,0.43,['PRV_se0_ag2_f_02_2']
they_be_taking,1,0.072,0.23,1,0.43,['ATL_se0_ag2_f_02_1']
they_be_talking,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_04_1']
they_be_thinking,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
they_be_throwing,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
they_be_wanting,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
we_be_mean,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
they_be_with,1,0.072,0.23,1,0.43,['DCB_se1_ag2_f_01_1']
times_be_getting,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_01_1']
train_be_in,1,0.072,0.23,1,0.43,['DCB_se2_ag2_f_01_1']
truck_be_going,1,0.072,0.23,1,0.43,['PRV_se0_ag1_m_02_1']
we_be_best,1,0.072,0.23,1,0.43,['DCB_se1_ag3_m_02_2']
we_be_busy,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_02_2']
we_be_calling,1,0.072,0.23,1,0.43,['DCB_se1_ag1_m_03_1']
we_be_down,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
we_be_even,1,0.072,0.23,1,0.43,['DCB_se3_ag1_f_01_1']
we_be_kicking,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
we_be_making,1,0.072,0.23,1,0.43,['DCB_se1_ag1_m_02_1']
people_be_loved up,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_03_1']
nigga_be_smoking,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
people_be_knowing,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
i_be_outside,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
he_be_around,1,0.072,0.23,1,0.43,['DCB_se1_ag1_m_03_1']
he_be_barking,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_02_1']
he_be_dressing,1,0.072,0.23,1,0.43,['DCB_se3_ag1_f_01_1']
he_be_going,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_03_1']
he_be_on,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_05_1']
he_be_replacing,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_03_1']
he_be_trying,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
him_be_watching,1,0.072,0.23,1,0.43,['DCB_se2_ag3_m_03_1']
house_be_stank up,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_01_1']
i_be_beat,1,0.072,0.23,1,0.43,['VLD_se0_ag3_m_01_2']
i_be_coming,1,0.072,0.23,1,0.43,['PRV_se0_ag3_f_03_1']
i_be_cool,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
i_be_correcting,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_01_1']
i_be_dipping,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
i_be_first,1,0.072,0.23,1,0.43,['PRV_se0_ag1_m_02_1']
i_be_fucking,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
i_be_getting,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
i_be_having,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
i_be_hearing,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_03_1']
i_be_here,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_01_1']
i_be_holding,1,0.072,0.23,1,0.43,['PRV_se0_ag2_m_01_1']
i_be_hurting,1,0.072,0.23,1,0.43,['PRV_se0_ag3_m_02_1']
i_be_knowing,1,0.072,0.23,1,0.43,['VLD_se0_ag2_f_02_1']
i_be_liking,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_01_1']
i_be_looking,1,0.072,0.23,1,0.43,['PRV_se0_ag3_m_01_1']
i_be_mad,1,0.072,0.23,1,0.43,['PRV_se0_ag1_m_02_1']
i_be_nervous,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_02_1']
guy_be_in,1,0.072,0.23,1,0.43,['DCA_se2_ag1_m_03_1']
grandma_be_trying,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_02_1']
girls_be_constituentboundary,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_03_1']
children_be_screaming,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_05_1']
atlanta_be_winning,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
bacon_be_calling,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
bottles_be_coming,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_02_1']
boy_be_waving,1,0.072,0.23,1,0.43,['PRV_se0_ag1_m_02_1']
boys_be_like,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
brother_be_at,1,0.072,0.23,1,0.43,['DCB_se1_ag1_m_03_1']
brother_be_competition,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_03_2']
brother_be_in,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_03_2']
building_be_operating,1,0.072,0.23,1,0.43,['DCB_se2_ag4_m_01_1']
busses_be_jammed,1,0.072,0.23,1,0.43,['DCB_se1_ag4_f_01_2']
busses_be_passing,1,0.072,0.23,1,0.43,['DCB_se1_ag4_f_01_2']
children_be_on,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_01_1']
daddy_be_like,1,0.072,0.23,1,0.43,['PRV_se0_ag1_f_02_1']
girl_be_standing,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_02_1']
door_be_shut,1,0.072,0.23,1,0.43,['PRV_se0_ag2_f_01_4']
dudes_be_hating,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
everybody_be_depressed,1,0.072,0.23,1,0.43,['VLD_se0_ag2_m_01_1']
everybody_be_eating,1,0.072,0.23,1,0.43,['PRV_se0_ag3_m_02_1']
everybody_be_jumping,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_02_1']
everybody_be_like,1,0.072,0.23,1,0.43,['PRV_se0_ag1_f_01_1']
everybody_be_sad,1,0.072,0.23,1,0.43,['VLD_se0_ag2_m_01_1']
everybody_be_talking,1,0.072,0.23,1,0.43,['DCB_se1_ag3_m_01_1']
falling out_be_serious,1,0.072,0.23,1,0.43,['DCB_se1_ag2_f_02_1']
father_be_sitting,1,0.072,0.23,1,0.43,['DCB_se2_ag4_m_01_1']
folks_be_stay,1,0.072,0.23,1,0.43,['ROC_se0_ag2_f_04_1']
gangs_be_fighting,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_04_1']
i_be_okay,1,0.072,0.23,1,0.43,['DCB_se2_ag2_f_01_1']
i_be_promoting,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_03_1']
people_be_frozen,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_01_1']
i_be_putting,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
it_be_rock,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_03_1']
it_be_shirt,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
jont_be_tight,1,0.072,0.23,1,0.43,['DCB_se2_ag3_m_03_1']
kids_be_disrespectful,1,0.072,0.23,1,0.43,['DCB_se3_ag1_f_01_1']
kids_be_out,1,0.072,0.23,1,0.43,['DCB_se1_ag4_m_02_1']
lebron_be_passing,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_03_1']
lot_be_like,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_05_1']
lot_be_on,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_03_1']
lot_be_standing,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_02_1']
lot_be_talking,1,0.072,0.23,1,0.43,['PRV_se0_ag3_m_02_1']
lot_be_telling,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_04_2']
mamas_be_letting,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_01_1']
man_be_inside,1,0.072,0.23,1,0.43,['PRV_se0_ag2_f_03_1']
marbles_be_in,1,0.072,0.23,1,0.43,['DCA_se2_ag1_m_03_1']
mom_be_like,1,0.072,0.23,1,0.43,['PRV_se0_ag1_f_02_1']
mother_be_like,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
anybody_be_recognized,1,0.072,0.23,1,0.43,['DCA_se3_ag1_m_02_1']
niggas_be_bringing,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
niggas_be_broke,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_02_1']
niggas_be_having,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
niggas_be_hungry,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
niggas_be_intimidated,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_01_1']
niggas_be_like,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
one_be_first,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
one_be_kicking,1,0.072,0.23,1,0.43,['DCB_se1_ag4_m_02_1']
one_be_walking,1,0.072,0.23,1,0.43,['DCB_se1_ag4_m_02_1']
people_be_at,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_02_1']
it_be_quiet,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
it_be_pursuit,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_02_1']
it_be_pain,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
i_be_walking,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
i_be_raising,1,0.072,0.23,1,0.43,['DCB_se3_ag1_f_01_1']
i_be_scared,1,0.072,0.23,1,0.43,['DCB_se1_ag4_f_01_2']
i_be_seeing,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_01_1']
i_be_sitting,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_01_1']
i_be_sleeping,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_05_1']
i_be_spitting,1,0.072,0.23,1,0.43,['ATL_se0_ag1_m_02_1']
i_be_strict,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_02_1']
i_be_struggling,1,0.072,0.23,1,0.43,['DCB_se1_ag3_f_03_1']
i_be_teaching,1,0.072,0.23,1,0.43,['PRV_se0_ag2_m_01_1']
i_be_tired,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_05_1']
i_be_topping,1,0.072,0.23,1,0.43,['DCB_se1_ag1_m_03_1']
i_be_using,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
i_be_winner,1,0.072,0.23,1,0.43,['PRV_se0_ag1_m_02_1']
it_be_one,1,0.072,0.23,1,0.43,['DCB_se1_ag3_m_02_1']
i_be_wondering,1,0.072,0.23,1,0.43,['ATL_se0_ag2_m_03_1']
i_be_working,1,0.072,0.23,1,0.43,['ATL_se0_ag1_f_01_1']
i_be_wreck,1,0.072,0.23,1,0.43,['DCA_se2_ag1_f_02_1']
it_be_beefing,1,0.072,0.23,1,0.43,['DCB_se1_ag2_f_02_1']
it_be_blocks,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_05_1']
it_be_coming,1,0.072,0.23,1,0.43,['PRV_se0_ag3_m_03_1']
it_be_getting,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
it_be_good,1,0.072,0.23,1,0.43,['DCB_se1_ag1_f_01_1']
it_be_having,1,0.072,0.23,1,0.43,['DCB_se1_ag2_m_01_1']
it_be_hilarious,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
it_be_lot,1,0.072,0.23,1,0.43,['ROC_se0_ag1_m_02_1']
it_be_on,1,0.072,0.23,1,0.43,['DCA_se1_ag1_f_04_1']
you_be_with,1,0.072,0.23,1,0.43,['DCA_se1_ag1_m_07_1']
