,WordPatternRawCount,WordPatternNormalizedCount,WordPatternPercentTotal,WordPatternFileRawCount,WordPatternFilePercentTotal,WordPatternFileList
we_done_felt,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_02_1']
all_done_worked,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_01_1']
who_done_went,1,0.072,0.9,1,0.43,['DCB_se3_ag1_f_01_1']
we_done_got,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_02_2']
we_done_hit,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_02_1']
we_done_known,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_03_1']
she_done_slept,1,0.072,0.9,1,0.43,['ROC_se0_ag2_f_02_1']
woman_done_did,1,0.072,0.9,1,0.43,['DCB_se1_ag2_m_01_1']
y'all_done_jumped,1,0.072,0.9,1,0.43,['ATL_se0_ag1_m_03_1']
you_done_bust,1,0.072,0.9,1,0.43,['DCB_se1_ag2_m_01_1']
you_done_came,1,0.072,0.9,1,0.43,['ATL_se0_ag1_m_01_1']
you_done_depressed,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_01_1']
you_done_had,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_02_1']
you_done_hung,1,0.072,0.9,1,0.43,['DCB_se1_ag2_m_01_1']
you_done_lost,1,0.072,0.9,1,0.43,['DCB_se3_ag3_m_02_2']
you_done_moved,1,0.072,0.9,1,0.43,['DCB_se2_ag4_f_01_1']
you_done_order,1,0.072,0.9,1,0.43,['DCA_se2_ag3_m_01_1']
she_done_told,1,0.072,0.9,1,0.43,['PRV_se0_ag3_f_04_3']
rdname2_done_had,1,0.072,0.9,1,0.43,['VLD_se0_ag3_m_01_2']
she_done_make,1,0.072,0.9,1,0.43,['DCA_se1_ag1_f_02_1']
i_done_gave,1,0.072,0.9,1,0.43,['DCB_se3_ag3_f_02_1']
i_done_older,1,0.072,0.9,1,0.43,['PRV_se0_ag2_f_02_1']
i_done_lived,1,0.072,0.9,1,0.43,['DCB_se1_ag3_m_02_1']
i_done_holler,1,0.072,0.9,1,0.43,['DCA_se1_ag1_f_02_1']
i_done_hit,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_03_1']
i_done_heard,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_03_1']
i_done_have,1,0.072,0.9,1,0.43,['DCB_se3_ag3_f_02_1']
i_done_everywhere,1,0.072,0.9,1,0.43,['ROC_se0_ag1_m_01_1']
i_done_said,1,0.072,0.9,1,0.43,['DCB_se1_ag4_m_02_1']
he_done_went,1,0.072,0.9,1,0.43,['LES_se0_ag3_m_01_1']
he_done_gave,1,0.072,0.9,1,0.43,['VLD_se0_ag3_m_01_2']
family_done_left,1,0.072,0.9,1,0.43,['PRV_se0_ag3_f_03_1']
everybody_done_worked,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_01_1']
crowd_done_took,1,0.072,0.9,1,0.43,['PRV_se0_ag3_m_03_1']
constituentbounday_done_worked,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_01_1']
i_done_picked,1,0.072,0.9,1,0.43,['DCB_se1_ag3_m_02_1']
i_done_survived,1,0.072,0.9,1,0.43,['DCB_se2_ag4_f_01_1']
she_done_holler,1,0.072,0.9,1,0.43,['DCA_se3_ag1_f_04_1']
nobody_done_been,1,0.072,0.9,1,0.43,['ATL_se0_ag1_m_04_2']
she_done_got,1,0.072,0.9,1,0.43,['DCB_se1_ag2_m_01_1']
she_done_did,1,0.072,0.9,1,0.43,['DCB_se1_ag2_m_01_1']
she_done_change,1,0.072,0.9,1,0.43,['DCB_se2_ag4_f_05_1']
constituentbounday_done_seen,1,0.072,0.9,1,0.43,['PRV_se0_ag2_m_01_1']
people_done_killed,1,0.072,0.9,1,0.43,['DCB_se1_ag2_f_02_1']
people_done_graduated,1,0.072,0.9,1,0.43,['ROC_se0_ag1_m_01_1']
niggas_done_blew,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_03_1']
i_done_talked,1,0.072,0.9,1,0.43,['PRV_se0_ag3_m_02_1']
nigga_done_played,1,0.072,0.9,1,0.43,['ATL_se0_ag2_m_03_1']
man_done_popped,1,0.072,0.9,1,0.43,['ROC_se0_ag1_m_01_1']
lot_done_changed,1,0.072,0.9,1,0.43,['DCB_se2_ag4_m_01_1']
kids_done_have,1,0.072,0.9,1,0.43,['DCB_se2_ag4_m_01_1']
it_done_worse,1,0.072,0.9,1,0.43,['DCB_se1_ag4_f_01_2']
it_done_met,1,0.072,0.9,1,0.43,['PRV_se0_ag2_f_03_1']
you_done_won,1,0.072,0.9,1,0.43,['DCA_se1_ag4_m_01_1']
