File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine
fe0300898,60,B,157.33,160.99,3.6599999999999966, i ain't got a million cents much less ,1.0
fe0300966,7,B,69.17,75.37,6.200000000000003,yeah well them people are stupid i would definitely lock them up ain't no reason to have that stuff in your bags ,1.0
fe0300966,75,B,218.31,222.54,4.22999999999999,oh we going i said we certainly going to war and there ain't even no airf- ,1.0
fe0300966,77,B,222.8,224.22,1.4199999999999875,there ain't no but about it ,1.0
fe0300966,140,B,355.96,358.64,2.680000000000007,so you all ain't going to take you all ain't going to ride the ,2.0
fe0300966,221,A,530.17,533.02,2.8500000000000227,you really searching for something to talk about ain't you ,1.0
fe0300972,111,A,292.58,297.36,4.78000000000003,we go to war there's going to be chemicals it ain't gonna matter where you're at ,1.0
fe0300994,80,B,186.33,188.51,2.1799999999999784,that ain't going to stop it from coming in ,1.0
fe0301087,68,B,167.24,169.04,1.799999999999983,ain't it the truth ,1.0
fe0301087,69,B,170.22,171.47,1.25,ain't it the truth ,1.0
fe0301087,110,B,271.54,273.53,1.9899999999999523,that ain't happening ,1.0
fe0301088,93,A,196.36,197.74,1.3799999999999955,that ain't bad or whatever ,1.0
fe0301105,142,A,475.85,481.75,5.899999999999977,they got letters in the mail but bush was like yo ain't nothing going to happen and then when it happened i was like he was looking all silly ,1.0
fe0301112,87,A,279.66,287.95,8.289999999999964,work and made all kinds of money here and there and this and that and the other and it don't amount to nothing if you ain't got nobody to share it with ,1.0
fe0301112,114,A,375.0,389.82,14.819999999999993,don't go to do something practical that you ain't going to like trust me because you end up in a job that you just can't stand and then one day you just snap and tell folks if they don't get out your office you're going to break their necks ,1.0
fe0301112,168,A,541.35,546.62,5.269999999999982,that ain't got nothing to do with it because they you got an edge on them you know how to go to the library ,1.0
fe0301179,174,A,459.09,466.49,7.400000000000034,i oh my god ain't that ironic 'cause i wanted i was wanting to go back to school i started at the artist of atlanta back in eighty six ,1.0
fe0301239,52,B,135.58,137.34,1.759999999999991,there ain't a whole lot else you can do ,1.0
fe0301239,66,A,167.85,172.54,4.689999999999998,and they is on the t.v. set talking about talking about it ain't going is not really doing no good ,1.0
fe0301239,267,B,522.4,523.75,1.3500000000000227,i don't know i ain't form it ,1.0
fe0301239,268,B,523.94,527.32,3.3799999999999955,i ain't from it they call me like they call you all ,1.0
fe0301291,239,A,508.95,514.79,5.839999999999975,um he's not you know giving his men no orders or nothing and you know something ain't right ,1.0
fe0301307,50,B,185.57,187.04,1.4699999999999989,i ain't no good at it but ,1.0
fe0301320,131,A,573.85,575.97,2.1200000000000045,ain't that messed up though you know what i mean ,1.0
fe0301321,201,B,571.52,575.57,4.050000000000068,yeah ain't that the truth i mean he was a ,1.0
fe0301328,109,A,253.9,261.01,7.109999999999985, actually there ain't too many people up here that does make minimum wage most of our jobs do pay more but ,1.0
fe0301361,168,A,511.27,520.13,8.860000000000014,i read voraciously when i was growing up i had so many books around here it was unreal now i listen to books my eyes ain't that great  ,1.0
fe0301424,75,B,252.83,264.54,11.710000000000008,because people thought you know ain't nothing gonna happen in america you know we're too secure but look what happened you know it proved that things can happen over here too ,1.0
fe0301457,158,A,580.33,591.49,11.159999999999968,they're they're going to look at our culture and how we're allowed to speak and even encouraged you know to speak our minds and ain't nobody going to come and punish us for what we're saying here today ,1.0
fe0301460,36,B,93.09,95.68,2.5900000000000034,he said there ain't that as many people as you think ,1.0
fe0301487,99,B,427.42,433.9,6.479999999999961,i mean the sad part is though there ain't anything there's no foolproof way to ever stop everything you know ,1.0
fe0301529,146,B,345.2,347.16,1.9600000000000364,so that ain't gonna work ,1.0
fe0301548,152,B,343.58,345.31,1.7300000000000182,ain't gonna happen  ,1.0
fe0301552,41,A,106.66,109.38,2.719999999999999,yeah if uh football ain't going ,1.0
fe0301559,88,B,324.25,336.29,12.04000000000002,i don't know mm mm mm mm mm and then if it ain't then there is the concession people if it ain't the concession people it's the it's the owners or it's somebody some kinda support system with the baseball folk so ,2.0
fe0301562,134,A,518.17,524.28,6.110000000000014,they  they'll say we ain't ever going to like after the baseball one you know it kind of ,1.0
fe0301562,148,A,569.52,579.2,9.680000000000064,but it ain't a strike because nobody's getting the same amount so usually like i say when they do go on strike i am not sure like i say with the baseball one ,1.0
fe0301574,127,A,436.57,448.27,11.699999999999989,and you know to see and to enjoy but the thing is is that they don't keep track close enough track on you know people come they're only supposed to be here for a week they stay here for a couple of years you know they ain't got visas ,1.0
fe0301588,39,B,101.32,112.48,11.16000000000001,because remember for a long time after um after nine eleven they still had the same employees you know they weren't 'em paying a lot of money and you know how it is if you're getting paid six dollars an hour you figure i ain't you know ,1.0
fe0301588,42,A,111.73,113.83,2.0999999999999943,they ain't all that motivated ,1.0
fe0301589,50,A,226.27,231.29,5.019999999999982,'cause  like you said they're grandma and grandpa they ain't doing anything to nobody ,1.0
fe0301599,47,A,149.54,158.02,8.480000000000018,i guess if the pilot carries a gun then um we won't have to worry about it because they could just a knife ain't gonna hold up to a gun ,1.0
fe0301599,224,A,589.29,592.49,3.2000000000000455,i guess if i don't fly i ain't gonna worry about it right ,1.0
fe0301640,176,B,493.59,497.66,4.07000000000005,well i was in the one before but my cheque ain't come from it yet ,1.0
fe0301685,83,B,449.94,463.88,13.939999999999998,it ain't easy being a mama i couldn't see them do the children and the women and stuff like they're doing over there you know you know just pulling the kids out in front of them to to keep from having to get shot themselves and i just i don't think the ,1.0
fe0301695,107,B,351.13,356.72,5.590000000000032,well honey i really hadn't ain't thought about that my children of course are grown and um ,1.0
fe0301699,116,B,320.44,322.81,2.3700000000000045, but oh ain't that the truth yeah  ,1.0
fe0301699,132,B,353.53,355.15,1.6200000000000045,ain't it the truth ,1.0
fe0301720,127,A,405.06,415.28,10.21999999999997,so oh okay yeah  you're in trou- oh see plus you got jeb over there  that ain't gonna help  ,1.0
fe0301720,139,A,443.75,448.45,4.699999999999989,i don't wanna make you paranoid but phew boy that ain't good  mhm ,1.0
fe0301760,164,A,549.53,554.73,5.2000000000000455,be like oh there ain't nothing there but a bunch of hicks let's bomb that place that will mess 'em up ,1.0
fe0301850,83,A,274.95,282.47,7.520000000000039, he ain't yeah he didn't grow up with the vinyl world like we did the forty fives and the ,1.0
fe0301850,108,A,336.04,339.41,3.3700000000000045,that's right and  support you for a while ain't you ,1.0
fe0301904,89,B,264.72,268.04,3.319999999999993,but it i mean it's been hard it ain't been easy and if we hadn't ,1.0
fe0301904,165,B,577.21,583.14,5.92999999999995,i'm lucky that they ain't you know like they come up with good morals and stuff so ,1.0
fe0301919,239,B,571.68,575.18,3.5, boy i ain't even gonna to cook i don't even know what i'm going to cook tonight  ,1.0
fe0301960,125,A,463.71,467.76,4.050000000000011,dollars that you get really ain't gonna make that much difference ,1.0
fe0301968,189,B,497.7,503.85,6.150000000000034,no but i want to i want to take care of my child you know what i'm saying because my father ain't do nothing for me ,1.0
fe0301984,49,B,197.12,205.2,8.079999999999984,tremendous tremendous thing because we are going to have to support this iraq forget about the oil it ain't it just ain't going to be ,2.0
fe0302003,131,A,323.87,336.54,12.670000000000016,i mean and and the government has got their hands in there too for surcharges and taxes and everything else like that i mean you know it ain't never going to stop it's only going to get worse but then when do you feel safe you don't ,1.0
fe0302019,83,A,255.04,257.93,2.890000000000015,but  corporate stuff really ain't my ,1.0
fe0302019,106,A,318.1,325.54,7.439999999999998,we've um changed everything around so we ain't losing so much it's it's not gaining anything but at least it's not losing either ,1.0
fe0302019,131,A,404.63,407.37,2.740000000000009,and me and my husband both was like there ain't no way ,1.0
fe0302019,144,A,430.52,435.74,5.220000000000027,and i don't know if there's someone who can who checks in on that stuff and  say there ain't no way ,1.0
fe0302019,181,A,546.68,554.37,7.690000000000055,i mean if you fine them twenty five thousand dollars and they've frauded you you know out of millions that twenty five thousand ain't nothing ,1.0
fe0302048,213,A,496.03,500.85,4.82000000000005,but i'm saying he ain't got the moves like he used to it's time for him to sit his ,1.0
fe0302055,79,B,244.37,254.95,10.579999999999984,were they're striking bass but as far as like the fish game and stuff in atlantic city ain't nothing really you know happening right here too tough right now ,1.0
fe0302075,96,A,318.84,321.75,2.910000000000025,well you ain't too far from maine are you ,1.0
fe0302089,113,B,305.2,307.13,1.9300000000000068,and that ain't much of a life ,1.0
fe0302134,14,A,16.71,21.16,4.449999999999999,oh yeah oh okay i ain't home right now though ,1.0
fe0302134,179,A,471.95,474.32,2.3700000000000045,well you ain't missing anything   ,1.0
fe0302137,66,A,213.49,222.51,9.019999999999982,i used to make a mess of it when i first stated making it it's like oh my god this ain't coming out right it would be half done inside and i mean i wanted to give up  ,1.0
fe0302137,152,A,447.72,452.91,5.189999999999998, got cut off and they ain't they didn't say whether it was ten minutes they just cut it off   ,1.0
fe0302184,49,B,174.45,180.06,5.610000000000014,oh the seafood kinda i love oh i ain't no seafood or fresh seafood down there ,1.0
fe0302184,70,A,229.45,233.85,4.400000000000006,yeah it ain't probably thirty minutes from my house ,1.0
fe0302184,78,B,257.17,268.17,11.0,ah ah since i ain't married i mean my wife would every now and then but now basically last time we went with my son i think he had a birthday or something we went to a seafood restaurant that's in the city ,1.0
fe0302184,181,B,569.68,579.33,9.650000000000091,let me tell you something ain't nothing like that now we been trying to find one of them down up here and i see the one i could probably order it from down there there's a mhm we can't ,1.0
fe0302185,172,A,550.83,564.94,14.110000000000014,i had never actually tried to make homemade pasta before and then i tried it and they were all like this whole recipe including making the pasta will take you around four hours it was like well that ain't too bad you know i could start around two we'll eat around six ,1.0
fe0302188,90,B,351.21,365.23,14.020000000000039,and that's tell me that ain't discrimination and my mama took i think two and a half years to find a job bless her heart and it was awful you know she'd go from like maybe ten bucks at sh- an hour to hardly any at six or seven and you yeah something like that ,1.0
fe0302192,43,B,112.12,114.3,2.1799999999999926, if it ain't sweet i won't eat it  ,1.0
fe0302192,165,A,503.27,505.84,2.569999999999993,i ain't too wild about those either  ,1.0
fe0302231,197,B,452.52,461.02,8.5,i'm like this is a bar ain't it and he goes no it's a pub like whatever make me my kamikaze before i give you a slap  ,1.0
fe0302278,105,B,185.68,191.19,5.509999999999991,oh man ain't me i know it's going to be a good top ninety down there today ,1.0
fe0302278,192,B,378.01,383.42,5.410000000000025, you ain't got no aspirin or nothing like that yeah you do ,1.0
fe0302283,166,B,488.08,489.81,1.7300000000000182,i ain't into a lot of ,1.0
fe0302342,190,A,496.55,501.17,4.6200000000000045,you ain't got to face the emotional you know you're gonna lose it ,1.0
fe0302344,132,B,299.39,302.94,3.5500000000000114,well she ain't scheduled appointment to have have a gallstone removed ,1.0
fe0302344,185,A,438.85,443.88,5.029999999999973,she goes i dropped a coupon i say it's staying on the floor ain't going nowhere you know ,1.0
fe0302344,209,B,491.26,492.92,1.660000000000025,i i ain't no getting her ,1.0
fe0302350,93,A,229.11,242.32,13.20999999999998, and if you don't know i mean and hearsay and saying oh well so and so did this and so and so did that i i figure all that does is mess up with other people's lives you know 'cause you usually don't te- you ain't telling the truth either ,1.0
fe0302350,156,A,427.25,433.55,6.300000000000011,i mean i certainly ain't gonna sit there and type it i mean i don't wanna watch it why would i wanna sit there and type it are you done ,1.0
fe0302360,113,B,328.51,339.18,10.670000000000016,not in front of some you know some some skinny little uh skinny little people that would be oh    tut tut tut that ain't that's no good no think of your arteries and all that stuff ,1.0
fe0302421,58,B,162.75,167.86,5.110000000000014,on you but gossiping affects others and that that ain't right ,1.0
fe0302453,36,A,81.71,86.06,4.3500000000000085,the chemistry could be there but if the person ain't about nothing ,1.0
fe0302458,85,B,271.73,282.49,10.759999999999991, my kids don't do that one thing is they know we ain't got fifty bucks  but another you know they just they don't expect a whole bunch of of things ,1.0
fe0302466,151,B,561.32,575.92,14.599999999999909,you know that's what i think i think when children are watching like really bad shows and stuff after a while all the blood and the guts and the sex on t.v.  well after by the time they're teenagers well heck that ain't nothing new to them they're so used to it ,1.0
fe0302471,130,A,311.97,316.77,4.7999999999999545,um they just sent me an email about it i was like oh i'll try it it sounds fun i ain't got nothing else to do ,1.0
fe0302483,135,B,295.73,305.92,10.189999999999998, there's this guy puck spit in his face and he left the show yeah you ain't you haven't been watching it it's on m.t.v. they probably show it again ,1.0
fe0302522,75,B,193.36,206.88,13.519999999999982,yeah yeah i because you know it was just a trip how you know li- it it really was like guys against girls type thing you know what i'm saying then you know they have to go against snakes and stuff like that a lot of time i'm like i ain't going do that you know you get into it you know ,1.0
fe0302543,74,B,173.6,181.47,7.8700000000000045,but the reality show is almost the opposite where you're like oh boy you know my life ain't so bad it's ah ,1.0
fe0302562,59,A,107.76,110.95,3.1899999999999977,you know what i mean they ain't nobody telling 'em what to have ,1.0
fe0302576,24,B,94.07,101.86,7.790000000000006,how they're talking kinda syria might be harboring them and stuff i'm hoping they ain't got the weapons ,1.0
fe0302598,129,B,418.62,428.39,9.769999999999982,right right no matter what the outcome on that is the fact of the matter is they need to focus their attention on something else 'cause what they were doing ain't working ,1.0
fe0302655,145,A,576.35,590.17,13.819999999999936,yeah well when we lived out we lived out on like well i used to live in ah queens so that's like considered part of the suburbs  then we use the toilet paper on people's lawns and stuff like that   but in the city ah you know you just throw eggs against their door and say we'll fix you you ain't give us nothing okay you'll ,1.0
fe0302673,225,B,546.21,549.88,3.669999999999959,see w- i work at the nursing home but i ain't get time and a half on easter ,1.0
fe0302705,181,B,465.47,469.85,4.3799999999999955, but i don't know christmas in florida just ain't christmas  ,1.0
fe0302712,162,B,503.7,508.32,4.6200000000000045,and you know it w- it was kind of naive of us to say well that ain't never gonna happen here ,1.0
fe0302713,20,B,39.15,41.72,2.5700000000000003,i know ain't that funny i know i wish we could ,1.0
fe0302727,97,A,234.69,239.56,4.8700000000000045,know i'm afraid to go but i ain't uh it's gonna if it happens it happens i can't do nothing about it ,1.0
fe0302740,18,B,49.56,54.2,4.640000000000001, yeah like there ain't a million mexicans sneaking across the border every day ,1.0
fe0302800,145,A,377.01,384.58,7.569999999999993,and there ain't no way possible somebody's been bleeding like like hard and uh there's no ambulance coming to get this person up ,1.0
fe0302808,196,B,530.21,533.06,2.849999999999909,  that's a grandpa thing ain't it  ,1.0
fe0302812,40,A,88.15,95.32,7.1699999999999875,i remember it was three or four years ago we bought one we bought a fight and then next week it was on h.b.o. i said that ain't even fair  ,1.0
fe0302814,199,A,447.04,452.22,5.180000000000007,i know that's nuts ain't it a lotta people do it as a reason just to get drunk ,1.0
fe0302837,189,B,501.87,503.85,1.9800000000000182,money ain't everything  ,1.0
fe0302932,84,A,174.32,177.6,3.280000000000001,that i ain't been keeping up on that either ,1.0
fe0302932,134,A,303.13,306.09,2.9599999999999795,yeah ain't too cool they had ,1.0
fe0302955,96,A,394.45,397.37,2.920000000000016,ain't no way we tried to go uh bowling ,1.0
fe0302958,197,B,506.6,516.5,9.899999999999977,and the scary part is if you do move it someone'll come out with a bat  oh yeah they're nuts man you you take someone's parking space you ain't gonna have no windows left  ,1.0
fe0302959,139,B,393.87,397.54,3.670000000000016,ain't no much i don't like tennis and ,1.0
fe0302963,50,B,136.21,140.83,4.6200000000000045,they charge where i live it's fifty dollars a month it ain't worth that to me ,1.0
fe0302972,61,A,189.1,202.75,13.650000000000006,and you know they make like fourteen thousand dollars a year and he's out there putting his life on the line you know every day so  when you compare that with six million dollars you know it's like um there's something ain't right here  ,1.0
fe0302977,161,A,527.57,532.18,4.6099999999999,ain't that the truth our husbands or boyfriends or anybody they'll always be there ,1.0
fe0302997,156,B,329.37,331.36,1.990000000000009,i ain't got my first check yet ,1.0
fe0303013,83,B,206.44,210.8,4.360000000000014,they're almost as hard to find nowadays as a as a frog that ain't changed  ,1.0
fe0303020,58,B,182.98,197.85,14.870000000000005,in fact every time we open up the refridge now it's like even though we may have just  given her one she looks like she ain't had a tr-  you know ever you know but she loves those especially in the warm weather you know ,1.0
fe0303033,24,B,56.82,60.78,3.960000000000001,and i ain't cleaning up after that 'cause that's disgusting ,1.0
fe0303048,161,A,443.93,451.79,7.860000000000014,it ain't too bad he like loses his coat like twice a year and he just i brush him a lot so that helps   ,1.0
fe0303095,95,A,235.11,247.1,11.98999999999998,i feed the cats a couple of times a day and like i said we got well we got baby chickens we just got this at easter time and raise them up to ha butcher 'em  i ain't telling them that though  ,1.0
fe0303095,179,A,494.51,498.66,4.150000000000034,ain't gonna happen right now so  hopefully in the next couple of years  ,1.0
fe0303160,35,B,52.76,58.57,5.810000000000002,uh no i i i ain't got no pets i used to have um when i was a kid i used to have like turtles  ,1.0
fe0303177,179,B,463.62,467.32,3.6999999999999886,at least i ain't got to go out and get a new one for the kid if it dies ,1.0
fe0303183,34,A,129.59,135.0,5.409999999999997,you know i uh i ain't going to bother looking after you know some plants or some animal ,1.0
fe0303215,88,B,353.68,360.12,6.439999999999998, yeah  he knows i'm always dropping stuff and if i ain't careful he always coo- cookie catches ,1.0
fe0303215,129,B,533.83,546.98,13.149999999999977,what what's really neat about frisky  is that um his hair will get long  and he'll kind of mope around the house  and just as soon as we get him cut the poodle cut   he prances through the house like there ain't no tomorrow ,1.0
fe0303257,226,B,558.69,560.24,1.5499999999999545, but he ain't with me  ,1.0
fe0303278,117,A,310.59,319.08,8.490000000000009,doing his thing with his friends going bowling and all that kind of stuff and i'm like no this ain't happening  ,1.0
fe0303278,122,A,325.49,335.21,9.71999999999997,no  this ain't good  and so but we worked this stuff out and now i i work with i work part time ,1.0
fe0303333,22,A,34.55,43.51,8.96,you ain't kidding i i thank god every day i always wanted somebody that was like my father and i got somebody and you know  it's the best it's the best thing ,1.0
fe0303337,33,A,60.04,63.91,3.8699999999999974,if a person that ain't going to steal lie cheat ,1.0
fe0303337,53,A,116.86,121.55,4.689999999999998,she got a new boyfriend in the house already and we ain't even made settlement on the house ,1.0
fe0303337,178,A,500.01,505.85,5.840000000000032, i was planning on coming out to hawaii how is it out there ain't too crazy too strict ,1.0
fe0303337,212,A,587.43,599.95,12.520000000000095, right 'cause man i ain't going for that no more  can you hear me now okay  hey man that's mad  ,1.0
fe0303359,73,B,228.11,242.76,14.649999999999977,i don't know she and i were just looking for different things so for about a year we just worked each other out and we came to the conclusion that we ain't like we weren't we're still good friends but we weren't like meant to be as like long term partner ,1.0
fe0303384,152,A,430.57,435.07,4.5,and if it ain't for the bad times you wouldn't know when you got having a good time  ,1.0
fe0303416,105,B,275.57,285.82,10.25,so uh i still laugh the way i did then and she ro- realized after the first three years or four years that we were going together she ain't going to change me ,1.0
fe0303436,148,B,537.32,544.03,6.709999999999923,so but at the same time you've also got the case where you know if if it ain't gonna no matter what it ain't gonna fit ain't gonna happen ,3.0
fe0303450,18,B,35.69,39.93,4.240000000000002,i think if you don't trust somebody it ain't gonna work because you just always gonna ,1.0
fe0303466,113,B,240.88,243.98,3.0999999999999943,you if you ain't got a car forget it you know ,1.0
fe0303466,169,B,385.78,389.79,4.010000000000048,oh yeah is austin is austin by uh san antonio ain't it ,1.0
fe0303480,154,A,489.24,503.4,14.159999999999968,i i always tell people man i wouldn't wanna ever get a divorce why start over after you get get 'em trained you know it's like once you get older and yeah it ain't worth it you know  ,1.0
fe0303480,158,A,503.56,508.22,4.660000000000025,so that's why i always tell him he's a keeper 'cause i ain't doing it no more ,1.0
fe0303482,110,A,476.06,483.1,7.0400000000000205,that sounds easy but then i think life ain't about just being easy all the time you know ,1.0
fe0303497,10,B,14.18,15.87,1.6899999999999995,it ain't happening right ,1.0
fe0303514,82,A,279.47,287.4,7.92999999999995,yeah i mean and and this is i mean the mexicans ain't going to travel to boston i mean to to live and settle down i mean ,1.0
fe0303521,180,A,555.89,567.73,11.840000000000032, because i thought i kept wondering why are you know people moving here because there ain't a lot of money i mean and now  to even make a good amount of money a high at one time if you had a high school diploma here ,1.0
fe0303534,110,A,390.69,395.23,4.5400000000000205,trade you know that's why  it's a it that's considered a trade ain't it or like a ,1.0
fe0303534,127,A,437.61,441.77,4.159999999999968,which is uh i think just north of you ain't it or 'bout a couple of hours north of ya ,1.0
fe0303535,145,B,524.46,532.16,7.699999999999932,yeah and uh he's the type that uh if he can't get it the first time oh i don't want i ain't gonna fool with it you know ,1.0
fe0303540,172,B,546.43,549.93,3.5,but i ain't poor in spirit hey i don't care ,1.0
fe0303545,93,A,249.11,262.69,13.579999999999984,certi- she got certified she ain't new y- certified here you have to be on the job a year  so she made certified here in december  when she even when she went to class they was paying the fourteen dollars and change an hour ,1.0
fe0303552,59,A,155.81,158.49,2.680000000000007,we ain't gonna get nowhere  you know ,1.0
fe0303564,146,A,519.86,531.3,11.43999999999994,yes soccer and dance and all them goodies that come with school that everybody's doing and  if you're on minimum wage that ain't happening ,1.0
fe0303573,81,A,226.53,230.36,3.8300000000000125,seven eight dollars tops and that ain't much above minimum wage ,1.0
fe0303575,80,B,223.55,226.04,2.4899999999999807,it ain't much i'll get a better job so i'll just ,1.0
fe0303575,99,B,281.05,284.65,3.599999999999966,so they ain't going to pay you more that's rough  ,1.0
fe0303579,58,A,131.7,143.14,11.439999999999998,i didn't have the patience   i'm like i ain't waiting on these people they're crazy   course now i do that more doing what i'm doing now than i probably would have no that's ,1.0
fe0303584,132,B,477.87,483.54,5.670000000000016,and the question was is it enough hell it ain't been enough forever  ,1.0
fe0303601,45,B,183.44,191.45,8.009999999999991,but you know that free dental it ain't free anymore  or that dental that you were paying ten dollars a month for it's now fifty ,1.0
fe0303605,162,A,465.29,468.06,2.769999999999982,they ain't making minimum wage that's for sure ,1.0
fe0303642,89,B,305.99,314.81,8.819999999999993,ain't gonna happen  uh h- how many business owners do you know have said oh yeah i'll take less here you have more  ,1.0
fe0303648,117,A,306.75,311.64,4.889999999999986, but you work using your head and your hands we ain't going to pay you nothing  ,1.0
fe0303648,161,A,410.67,414.39,3.7199999999999704,not  when the you know that ain't going to happen ,1.0
fe0303682,61,B,214.9,216.63,1.7299999999999898,i ain't doing bad for the day ,1.0
fe0303720,27,A,57.92,60.6,2.6799999999999997,dollar an hour job and you ain't gonna get anywhere ,1.0
fe0303745,41,A,115.43,116.76,1.3299999999999983,it ain't mm ,1.0
fe0303777,144,A,469.52,473.27,3.75,oh shoot  it's it's kinda cold up there ain't it ,1.0
fe0303783,214,B,507.23,512.27,5.039999999999964,um minimum wage you know that was a lot easier this comedy ain't so good 'cause i'm not really ,1.0
fe0303783,242,B,578.29,585.84,7.550000000000068,i'd rather no that ain't funny to me there's people really doing that and it's not you know funny when they do that in real life  ,1.0
fe0303852,152,B,506.13,514.74,8.610000000000014,it is hard it's not easy as you think you know i'm coming home from work i'm complaining about our house ain't cleaned but she's minding the kids you know ,1.0
fe0303852,162,B,539.29,547.5,8.210000000000036,sorry i'm gonna laugh 'cause i go to c- comedy shows i'll be the heckler  i'll be the one yah shut up you ain't funny and oh ,1.0
fe0303876,184,A,519.2,526.1,6.899999999999977, i mean it's funny but it's terrible you know what i mean  that just ain't right ,1.0
fe0303904,141,A,327.83,341.81,13.980000000000018,and the the kid falling off riding his bicycle and his foots slips off the pedal and ah i've seen this one time and you know where he lands that ain't funny even if it was a girl or a guy that kind of humor sucks to me ,1.0
fe0303934,93,B,233.03,236.95,3.9199999999999875, yeah i hope i ain't making too much noise i'm making coffee right now ,1.0
fe0303947,54,A,149.44,163.89,14.449999999999989,they might it might be like negative and stuff like that but i mean like it's going to be hard to sell all positives because the world ain't all good it's good and bad and what they rap about is good and bad you ,1.0
fe0303947,150,A,440.6,448.96,8.359999999999957,'cause cos this it yeah it all depends on how good you know the person because they could tell you off the bat look i ain't having a good day ,1.0
fe0304130,128,B,435.15,437.36,2.2100000000000364, that's a long ten minutes ain't it  ,1.0
fe0304159,50,B,126.72,129.48,2.759999999999991,exactly if money ain't an option things'd be easy ,1.0
fe0304159,67,B,171.67,175.59,3.920000000000016,phoning up and stuff and then you ain't gotta worry about the yellow pages anymore ,1.0
fe0304159,105,B,299.79,309.31,9.519999999999982,i'm thinking i got one along the same lines this ain't my idea it's a buddy who tells me is there's one hardware store in all of uh i think it's nantucket island or it's martha's vineyard one of those two ,1.0
fe0304159,118,B,353.3,356.53,3.2299999999999613,same kinda idea there ain't that many around ,1.0
fe0304159,184,B,572.25,583.02,10.769999999999982,mm some kinds i know see some kids'll do i mean ain't my team but they'll sit around you know sell comics or baseball cards or something where you just sit around all day and deal with twelve year old kids but ,1.0
fe0304247,78,A,201.93,208.9,6.969999999999999,  oh uh i make i like to make things but right now i'm i'm not goin- i'm not working i ain't got no money ,1.0
fe0304247,116,A,308.76,312.55,3.7900000000000205,i can't figure out why they ain't come up with something like that yet  i ,1.0
