File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal
ATL_se0_ag1_f_02_1,644,ATL_se0_ag1_f_02,661.2596,665.5492,4.2896,"Absolutely. No, I d- I didn't need a crew when I walked. What I- did I have a crew at school? Yeah, but",didn't,1,0,22.25386155,22.17,10
ATL_se0_ag1_f_02_1,646,ATL_se0_ag1_f_02,666.0596,666.7491,0.6895,I didn't need a crew.,didn't,1,0,27.70385361,26.81,24.25
ATL_se0_ag1_f_02_1,647,ATL_int_01,667.0533,668.9558,1.9025,Just for walking you didn't need that. You was good-,didn't,1,0,20.76782836,19.83,20.25
ATL_se0_ag1_f_02_1,755,ATL_se0_ag1_f_02,791.5286,792.4257,0.8971,They didn't wanna fight me.,didn't,1,0,13.81035269,13.75,25.25
ATL_se0_ag1_f_02_1,756,ATL_int_01,792.5958,795.3889,2.7931,They didn't wanna fight you. They wanted to be best friends with you after that.,didn't,1,0,9.482907193,8.75,4.5
ATL_se0_ag1_f_02_1,820,ATL_se0_ag1_f_02,856.7119,859.1114,2.3995,I haven't been rocking with nobody else but y'all. ,haven't,1,0,20.60175925,20.52,14.5
ATL_se0_ag1_f_02_1,836,ATL_se0_ag1_f_02,873.7462,874.1386,0.3924,I'm not a,I'm not,1,0,6.80716332,6.65,5.25
ATL_se0_ag1_f_02_1,892,ATL_se0_ag1_f_02,930.6673,933.07,2.4027,"cousins I haven't seen in forever, everybody",haven't,1,0,11.33875647,11.17,3.25
ATL_se0_ag1_f_02_1,910,ATL_se0_ag1_f_02,952.4455,957.8072,5.3617,"That was the time where everybody caught up with each other. Everybody linked up, seen family members they ain't seen in years,",ain't,1,1,13.35880439,13.21,27.75
ATL_se0_ag1_f_02_1,1071,ATL_se0_ag1_f_02,1144.6565,1145.7671,1.1106,I didn't know. When we were,didn't,1,0,8.888365855,8.86,8.75
ATL_se0_ag1_f_02_1,1141,ATL_se0_ag1_f_02,1243.3022,1244.0292,0.727,there isn't that.,isn't,1,0,19.8566176,19.64,31
ATL_se0_ag1_f_02_1,1152,ATL_se0_ag1_f_02,1253.6214,1256.0587,2.4373,"because just cause you don't see it, that don't mean it ain't happening.",ain't,1,1,12.60983371,12.35,5.25
ATL_se0_ag1_f_02_1,1419,ATL_se0_ag1_f_02,1547.0058,1551.4333,4.4275,"Down here y'all see somebody pull in the neighborhood, y'all ain't pay attention. Y'all like, oh that's such and such. You live up the street.",ain't,1,1,17.63416343,17.53,27.5
ATL_se0_ag1_f_02_1,1466,ATL_int_01,1606.7875,1609.4221,2.6346,See I haven't been in that situation ,haven't,1,0,30.08429058,29.72,27.5
ATL_se0_ag1_f_02_1,1490,ATL_se0_ag1_f_02,1638.9581,1641.9161,2.958,"And they like, nah, nah, nah, he ain't call you a bitch.",ain't,1,1,16.81914162,16.57,9.5
ATL_se0_ag1_f_02_1,1491,ATL_se0_ag1_f_02,1642.1791,1644.3651,2.186,He- he ain't call you a bitch. He just-,ain't,1,1,27.53025961,27.04,42.25
ATL_se0_ag1_f_02_1,1493,ATL_se0_ag1_f_02,1644.9787,1648.0192,3.0405,"he just said the word bitch, but he ain't call you a bitch. And I'm like,",ain't,1,1,22.92317148,22.49,27.5
ATL_se0_ag1_f_02_1,1504,ATL_int_01,1659.679,1662.6848,3.0058,I didn't even understand what the hell Future was talking about,didn't,1,0,13.42814567,12.21,9.5
ATL_se0_ag1_f_02_1,1507,ATL_se0_ag1_f_02,1665.1854,1666.8596,1.6742,"I had to read the lyrics though, I'm not gonna lie to you.",I'm not,1,0,11.61028803,11.46,6.5
ATL_se0_ag1_f_02_1,1551,ATL_se0_ag1_f_02,1723.5304,1724.8967,1.3663,we didn't play the,didn't,1,0,14.06110975,13.86,5.75
ATL_se0_ag1_f_02_1,1588,ATL_se0_ag1_f_02,1767.9831,1768.6424,0.6593,really didn't-,didn't,1,0,11.54057266,11.32,20
ATL_se0_ag1_f_02_1,1599,ATL_int_01,1777.123,1778.1645,1.0415,"Didn't you say you, um,",didn't,1,0,3.870076456,3.07,3.75
ATL_se0_ag1_f_02_1,1703,ATL_se0_ag1_f_02,1895.0981,1898.6388,3.5407,I'm more of a players type of person. I'm not really a team anymore.,I'm not,1,0,29.00185107,28.4,30.5
ATL_se0_ag1_f_02_1,1711,ATL_se0_ag1_f_02,1904.7677,1907.4178,2.6501,player type. I'm not- I don't really like teams anymore.,I'm not,1,0,22.16186127,21.54,36.5
ATL_se0_ag1_f_02_1,1718,ATL_se0_ag1_f_02,1915.917,1919.0002,3.0832,it ain't even about the team no more. It's about the individual player at this point.,ain't,1,1,17.41466802,17.24,7.5
ATL_se0_ag1_f_02_1,1719,ATL_int_01,1917.3116,1917.7249,0.4133,It ain't.,ain't,1,1,9.453634316,9.34,16
ATL_se0_ag1_f_02_1,1723,ATL_se0_ag1_f_02,1920.3407,1922.6027,2.262,I'm more of a players fan. I'm not more of a,I'm not,1,0,25.63466411,25.3,37.75
ATL_se0_ag1_f_02_1,1758,ATL_se0_ag1_f_02,1954.5516,1958.8863,4.3347,"everybody else is drinking. Why? Cause they built up a tolerance for it. I'm pretty sure at one point in time, they didn't drink either.",didn't,1,0,19.32483971,18.66,22.75
ATL_se0_ag1_f_02_1,1801,ATL_se0_ag1_f_02,2016.2523,2018.8096,2.5573,it ain't nothing but worldwide big ass shadow.,ain't,1,1,16.11944114,15.94,4.5
ATL_se0_ag1_f_02_1,1822,ATL_se0_ag1_f_02,2039.0768,2041.1237,2.0469,"If another one comes in a few years, I'm not going outside.",I'm not,1,0,15.29028912,15.25,30
ATL_se0_ag1_f_02_1,1830,ATL_se0_ag1_f_02,2046.438,2046.972,0.534,"Yeah, it ain't.",ain't,1,1,16.22637561,16.18,22.75
ATL_se0_ag1_f_02_1,1901,ATL_int_01,2137.2268,2139.1551,1.9283,Still didn't go to the ferris wheel yet.,didn't,1,0,15.71482421,14.91,18.5
ATL_se0_ag1_f_03_1,222,ATL_se0_ag1_f_03,293.1633,296.3392,3.1759,I didn't like it at first because I didn't know anybody and I didn't wanna be here.,didn't,3,0,13.5596039,13.44,8
ATL_se0_ag1_f_03_1,320,ATL_se0_ag1_f_03,424.4616,427.5214,3.0598,"Fights? I didn't get in a lot of fights, um,",didn't,1,0,63.42023819,60.63,38.75
ATL_se0_ag1_f_03_1,324,ATL_se0_ag1_f_03,430.0522,436.4181,6.3659,"When I was in New York I got into maybe two? I'm not like a bad kid. So I didn't really get into a lot of fights. I mean a lot of people don't like me, but-",I'm not,1,0,20.81577429,20.59,31
ATL_se0_ag1_f_03_1,324,ATL_se0_ag1_f_03,430.0522,436.4181,6.3659,"When I was in New York I got into maybe two? I'm not like a bad kid. So I didn't really get into a lot of fights. I mean a lot of people don't like me, but-",didn't,1,0,20.81577429,20.59,31
ATL_se0_ag1_f_03_1,350,ATL_int_01,480.0931,482.8245,2.7314,We need to figure that out one day. I- I haven't either.,haven't,1,0,44.43483845,44.03,31.75
ATL_se0_ag1_f_03_1,447,ATL_se0_ag1_f_03,612.2269,616.6513,4.4244,"that you didn't see for a while come around. And it would just be like- you know, old times. It would be fun.",didn't,1,0,12.60110273,12.41,23
ATL_se0_ag1_f_03_1,620,ATL_int_01,852.4145,858.0868,5.6723,"got chicks in some type of dungeon situation and I'm not sure how true that is, but",I'm not,1,0,10.3734586,9.97,7
ATL_se0_ag1_f_03_1,678,ATL_se0_ag1_f_03,929.1658,931.196,2.0302,And I just thought it was about to rain. I didn't-,didn't,1,0,16.84326647,16.79,25.25
ATL_se0_ag1_f_03_1,680,ATL_se0_ag1_f_03,931.4441,932.387,0.9429,I didn't remember-,didn't,1,0,16.08445942,16.05,12.25
ATL_se0_ag1_f_03_1,794,ATL_se0_ag1_f_03,1071.1575,1073.4172,2.2597,I haven't really even been watching TV like that.,haven't,1,0,19.84694289,19.75,9
ATL_se0_ag1_f_03_1,860,ATL_int_01,1164.3467,1168.8145,4.4678,"I really wanna speak on Power some more, but I haven't watched it enough lately.",haven't,1,0,12.49375365,12.29,6.25
ATL_se0_ag1_f_03_1,881,ATL_se0_ag1_f_03,1185.4251,1187.6734,2.2483,"I like anything that looks nice. I mean, I'm not",I'm not,1,0,19.63719643,19.46,37.75
ATL_se0_ag1_f_03_1,916,ATL_se0_ag1_f_03,1236.1217,1239.9507,3.829,"if it's like- I'm not gonna go extravagant, like get red bottoms, or something. If it's just",I'm not,1,0,24.12790808,24.03,11.5
ATL_se0_ag1_f_03_1,1226,ATL_se0_ag1_f_03,1629.6575,1630.4762,0.8187,I didn't- I didn't-,didn't,2,0,15.19343229,15.17,14.75
ATL_se0_ag1_f_03_1,1340,ATL_int_01,1770.0084,1773.0186,3.0102," That's interesting. I'm sorry I didn't realize that. Um,",didn't,1,0,7.40649416,7.22,5
ATL_se0_ag1_m_01_1,461,ATL_se0_ag1_m_01,643.0631,645.4679,2.4048,It ain't take too long for me to start getting in shit up there.,ain't,1,1,13.92369404,13.78,7.5
ATL_se0_ag1_m_01_1,463,ATL_se0_ag1_m_01,645.5799,648.2157,2.6358,I found out these niggas didn't have cameras in the school.,didn't,1,0,13.54645283,13.37,26.75
ATL_se0_ag1_m_01_1,483,ATL_se0_ag1_m_01,679.7257,682.0335,2.3078,"I'm not going to class, like ",I'm not,1,0,28.57119946,28.49,20
ATL_se0_ag1_m_01_1,515,ATL_se0_ag1_m_01,729.6218,734.1488,4.527,"Real deal, I- I swear to god, bruh. I didn't understand it either, bruh. That's it, I guess.",didn't,1,0,16.17213122,16.14,9.5
ATL_se0_ag1_m_01_1,531,ATL_se0_ag1_m_01,749.1887,750.6779,1.4892,"they don't got cameras, they ain't gonna know.",ain't,1,1,10.96610238,10.85,6.5
ATL_se0_ag1_m_01_1,591,ATL_se0_ag1_m_01,832.7156,833.9545,1.2389,You ain't been here all week.,ain't,1,1,0.486354687,0.39,2
ATL_se0_ag1_m_01_1,608,ATL_se0_ag1_m_01,850.2618,851.2678,1.006,I ain't taking no notes.,ain't,1,1,13.45603718,13.3,22
ATL_se0_ag1_m_01_1,621,ATL_se0_ag1_m_01,871.0085,874.3442,3.3357,"I don't- I didn't either, bruh. And then I learned it. I didn't want to, bruh.",didn't,2,0,7.796468308,7.71,4.25
ATL_se0_ag1_m_01_1,664,ATL_se0_ag1_m_01,941.3659,945.9037,4.5378,they didn't tell me how long I was suspended. They just said don't come back to school til we sort shit out.,didn't,1,0,14.8668926,14.7,6.75
ATL_se0_ag1_m_01_1,877,ATL_se0_ag1_m_01,1237.9545,1239.3161,1.3616,"I'm not, bruh, or",I'm not,1,0,10.02730503,9.86,5.5
ATL_se0_ag1_m_01_1,921,ATL_se0_ag1_m_01,1308.0051,1310.8765,2.8714,"we didn't clock out for breaks. But they didn't pay me shit, so",didn't,2,0,17.82951835,17.5,21.75
ATL_se0_ag1_m_01_1,942,ATL_se0_ag1_m_01,1333.6616,1335.9312,2.2696,"a bitch. Like I just didn't fuck with him, like,",didn't,1,0,18.52561086,18.27,8.25
ATL_se0_ag1_m_01_1,944,ATL_se0_ag1_m_01,1336.559,1339.3925,2.8335,"you know what I'm saying. I just didn't fuck with him so I- after a while,",didn't,1,0,15.15220963,15.04,22
ATL_se0_ag1_m_01_1,1367,ATL_se0_ag1_m_01,1988.6944,1990.9055,2.2111,"you know what I'm saying, like I'm not big on pork.",I'm not,1,0,6.782793997,6.51,4
ATL_se0_ag1_m_01_1,1371,ATL_se0_ag1_m_01,1993.6048,1995.2723,1.6675,I'm not gonna sit here and lie to y'all.,I'm not,1,0,9.249122657,8.97,4.25
ATL_se0_ag1_m_01_1,1382,ATL_se0_ag1_m_01,2003.3539,2004.2017,0.8478,"I'm not gonna lie,",I'm not,1,0,11.34839129,11.15,4.25
ATL_se0_ag1_m_01_1,1525,ATL_se0_ag1_m_01,2191.8168,2192.81,0.9932,Ain't got that one.,ain't,1,1,12.76808472,12.35,16.5
ATL_se0_ag1_m_01_1,1547,ATL_se0_ag1_m_01,2211.0813,2214.8263,3.745,"And you know what I'm saying, RD-NAME-2 means man in charge. I ain't know if niggas knew that.",ain't,1,1,11.87023441,11.61,4.75
ATL_se0_ag1_m_01_1,1552,ATL_Int_01,2218.392,2219.0673,0.6753,I ain't heard that.,ain't,1,1,14.19305717,13.76,16.5
ATL_se0_ag1_m_01_1,1735,ATL_se0_ag1_m_01,2509.4242,2512.2746,2.8504,"like I'm not gonna just turn to Family Guy. Somebody turn that shit on,",I'm not,1,0,11.92032772,11.62,3.5
ATL_se0_ag1_m_01_1,1738,ATL_se0_ag1_m_01,2512.8381,2515.6136,2.7755,"I ain't gonna like, bruh what the fuck is this? You know what I'm saying, but",ain't,1,1,11.61066847,11.53,6.25
ATL_se0_ag1_m_01_1,1740,ATL_se0_ag1_m_01,2516.0892,2517.5673,1.4781,nah that ain't my- my choice.,ain't,1,1,11.68036828,11.5,4.25
ATL_se0_ag1_m_01_1,1889,ATL_Int_01,2745.0514,2745.9858,0.9344,"I ain't gonna lie though, I f-",ain't,1,1,15.14243991,14.63,27.75
ATL_se0_ag1_m_02_1,147,ATL_se0_ag1_m_02,147.7479,149.6452,1.8973,you know what I'm saying. You ain't even cocky at all.,ain't,1,1,11.15611744,10.04,3.75
ATL_se0_ag1_m_02_1,438,ATL_se0_ag1_m_02,445.4934,448.5082,3.0148,"So it was just like, you know, I had other siblings, but I didn't have",didn't,1,0,18.74258119,17.01,7
ATL_se0_ag1_m_02_1,577,ATL_se0_ag1_m_02,611.0881,613.7536,2.6655,it's like we didn't really actually communicate with each other.,didn't,1,0,21.06620867,20.31,22.25
ATL_se0_ag1_m_02_1,617,ATL_se0_ag1_m_02,660.6785,663.1192,2.4407,poets aren't like artists like rappers.,aren't,1,0,50.08697107,46.42,8.25
ATL_se0_ag1_m_02_1,771,ATL_se0_ag1_m_02,833.6291,836.0317,2.4026,Apple isn't far from the tree which means,isn't,1,0,27.08541099,26.77,37.5
ATL_se0_ag1_m_02_1,799,ATL_se0_ag1_m_02,868.0779,870.8981,2.8202,So from now on what we talk about ain't out the rectum.,ain't,1,1,29.50141139,27.88,6.25
ATL_se0_ag1_m_02_1,1001,ATL_int_01,1083.9502,1085.2855,1.3353,I'm not even good like that.,I'm not,1,0,14.22935015,12.37,10.25
ATL_se0_ag1_m_02_1,1139,ATL_se0_ag1_m_02,1237.9806,1240.4193,2.4387,"I like- I didn't- you know, they used to call me Shaq.",didn't,1,0,9.486021371,9.44,8
ATL_se0_ag1_m_02_1,1167,ATL_se0_ag1_m_02,1276.1564,1277.8578,1.7014,but they ain't wanna take that time,ain't,1,1,12.82775565,12.76,4.5
ATL_se0_ag1_m_02_1,1171,ATL_se0_ag1_m_02,1279.8981,1284.7498,4.8517,"And, you know, it is what it is, cause I don't really give a fuck. I ain't in school no more. What they gonna do, write me up?",ain't,1,1,10.41154032,10.29,7.25
ATL_se0_ag1_m_02_1,1177,ATL_se0_ag1_m_02,1289.1095,1292.4137,3.3042,"fuck you. Fuck you too. You ain't wanna take time, you know, to teach me,",ain't,1,1,15.78516029,15.58,26.75
ATL_se0_ag1_m_02_1,1189,ATL_se0_ag1_m_02,1301.4557,1302.6312,1.1755,RD-NAME-2 didn't make the cut.,didn't,1,0,20.10772098,19.86,36.5
ATL_se0_ag1_m_02_1,1222,ATL_se0_ag1_m_02,1332.9667,1334.911,1.9443,"like I ain't- I don't know nothing,",ain't,1,1,7.38426153,7.34,5
ATL_se0_ag1_m_02_1,1231,ATL_se0_ag1_m_02,1347.4266,1349.6075,2.1809,"you know what I'm saying. I'm not saying that I am a coach,",I'm not,1,0,16.42734697,16.3,25.25
ATL_se0_ag1_m_02_1,1284,ATL_int_01,1396.0216,1397.5394,1.5178,"apparently didn't, so.",didn't,1,0,100,100,46
ATL_se0_ag1_m_02_1,1315,ATL_se0_ag1_m_02,1432.5082,1433.9879,1.4797,"because basketball didn't do it,",didn't,1,0,15.31861606,15.25,13.75
ATL_se0_ag1_m_02_1,1473,ATL_se0_ag1_m_02,1612.2263,1613.8215,1.5952,automatically ain't gonna understand me,ain't,1,1,18.97743421,18.75,33
ATL_se0_ag1_m_02_1,1754,ATL_se0_ag1_m_02,1923.7046,1925.1843,1.4797,Too bad they ain't paying me for this.,ain't,1,1,21.23229996,20.36,23.5
ATL_se0_ag1_m_02_1,1768,ATL_se0_ag1_m_02,1937.5187,1938.586,1.0673,"I ain't gonna even,",ain't,1,1,11.49962699,10.38,3.25
ATL_se0_ag1_m_02_1,1944,ATL_se0_ag1_m_02,2115.8857,2118.0387,2.153,I ain't wanna say that. I ain't wanna go there.,ain't,2,2,6.128158835,6.12,6
ATL_se0_ag1_m_02_1,1946,ATL_se0_ag1_m_02,2118.3596,2120.1528,1.7932,I ain't wanna go to the hood days,ain't,1,1,3.528093113,3.48,4.5
ATL_se0_ag1_m_02_1,1953,ATL_int_01,2126.9066,2129.3748,2.4682,Oh my gosh I haven't had Kool-Aid in so long.,haven't,1,0,24.39005232,23.7,25.75
ATL_se0_ag1_m_02_1,1970,ATL_int_01,2146.4689,2149.0616,2.5927,"I ain't even think about mixing it til later on, like-",ain't,1,1,47.71095325,46.19,27.5
ATL_se0_ag1_m_03_1,47,ATL_int_01,33.272,34.5036,1.2316,I ain't even have to ask for.,ain't,1,1,29.32614832,21.63,13.5
ATL_se0_ag1_m_03_1,517,ATL_se0_ag1_m_03,543.4211,546.4771,3.056,"mayonnaise. They put tomatoes and cheese on there, but I ain't want one of that.",ain't,1,1,15.28644532,14.86,10.5
ATL_se0_ag1_m_03_1,763,ATL_int_01,836.7763,839.4559,2.6796, He just what? He just didn't wanna seem like a,didn't,1,0,21.74442545,21.55,24.5
ATL_se0_ag1_m_03_1,871,ATL_se0_ag1_m_03,959.9457,960.6573,0.7116,I ain't giving up.,ain't,1,1,14.75000889,14.56,6
ATL_se0_ag1_m_03_1,889,ATL_int_01,984.5232,988.9765,4.4533,"like cause I always thought Michael Jordan was cool, but I didn't think he passed the ball enough.",didn't,1,0,22.27774105,20.02,8.25
ATL_se0_ag1_m_03_1,960,ATL_se0_ag1_m_03,1060.1302,1060.7016,0.5714,it didn't matter-,didn't,1,0,11.8194473,11.72,3
ATL_se0_ag1_m_03_1,977,ATL_se0_ag1_m_03,1077.4192,1081.9653,4.5461,"like seventeen of his points or something like that, they came from the free throw line. He didn't hit those jumpers.",didn't,1,0,39.26001514,36.99,41.25
ATL_se0_ag1_m_03_1,1038,ATL_se0_ag1_m_03,1148.6974,1149.3419,0.6445,They didn't-,didn't,1,0,26.52777321,25.92,30.75
ATL_se0_ag1_m_03_1,1114,ATL_se0_ag1_m_03,1238.3407,1241.5476,3.2069,"And everybody ready to go with you, and you be like, nah I'm not going there no more. I'm going this way.",I'm not,1,0,15.61620865,15.56,14.25
ATL_se0_ag1_m_03_1,1208,ATL_se0_ag1_m_03,1356.2165,1357.7928,1.5763,You didn't wanna beat them? You didn't wanna,didn't,2,0,18.9838661,18.72,9.25
ATL_se0_ag1_m_03_1,1219,ATL_int_01,1361.9072,1363.9386,2.0314,That's the weirdest shit ever. I ain't gonna lie.,ain't,1,1,31.37445287,30.81,27.75
ATL_se0_ag1_m_03_1,1299,ATL_int_01,1442.4689,1445.9594,3.4905,Them niggas didn't even like they owners like that. They wish they coulda did,didn't,1,0,20.72266237,19.86,16.5
ATL_se0_ag1_m_03_1,1356,ATL_se0_ag1_m_03,1519.7316,1521.0382,1.3066,I didn't wanna go to Mississippi.,didn't,1,0,17.06476069,16.71,19.25
ATL_se0_ag1_m_03_1,1405,ATL_int_01,1580.7422,1581.2114,0.4692,I'm not.,I'm not,1,0,10.56597355,10.35,9.25
ATL_se0_ag1_m_03_1,1414,ATL_int_01,1591.2277,1593.5568,2.3291,You from LA. you ain't know another way.,ain't,1,1,62.29716118,61.68,30.5
ATL_se0_ag1_m_03_1,1557,ATL_se0_ag1_m_03,1766.6866,1769.8832,3.1966,"ah, bitch ass- ha! fuck y'all ain't going no, you suck.",ain't,1,1,19.15964216,19.08,26.25
ATL_se0_ag1_m_03_1,1568,ATL_se0_ag1_m_03,1786.4175,1791.0409,4.6234,"And I already told you, my family die hard Laker fans. They ready to go to blows. They ain't- they don't care.",ain't,1,1,19.73139102,19.47,6.75
ATL_se0_ag1_m_03_1,1608,ATL_int_01,1838.4686,1841.7051,3.2365,"Oh my god, I didn't even get in the story modes but they are amazing ",didn't,1,0,19.55601658,17.53,8.5
ATL_se0_ag1_m_03_1,1625,ATL_se0_ag1_m_03,1856.8295,1861.2879,4.4584,And I like- I do like like Call of Duty and stuff. Like I play it every now and then. I ain't as serious,ain't,1,1,19.59341159,19.37,11.5
ATL_se0_ag1_m_03_1,1633,ATL_se0_ag1_m_03,1866.7208,1869.8495,3.1287,"They all, you ain't tryna see me no Call of Duty. Like, I'm not. Like I- I- I don't-",I'm not,1,0,10.69389697,10.5,6.5
ATL_se0_ag1_m_03_1,1633,ATL_se0_ag1_m_03,1866.7208,1869.8495,3.1287,"They all, you ain't tryna see me no Call of Duty. Like, I'm not. Like I- I- I don't-",ain't,1,1,10.69389697,10.5,6.5
ATL_se0_ag1_m_03_1,1641,ATL_int_01,1876.0205,1877.6541,1.6336,But I'm not expecting to win or whatever.,I'm not,1,0,39.00647829,35.89,28.25
ATL_se0_ag1_m_03_1,1758,ATL_se0_ag1_m_03,1983.8372,1986.754,2.9168,"they'll work with you. California, if you ain't got it then, don't even talk to me.",ain't,1,1,32.91025208,32.73,28.5
ATL_se0_ag1_m_03_1,1826,ATL_se0_ag1_m_03,2055.1483,2056.5637,1.4154,"And then like if we ain't feeling it,",ain't,1,1,13.15223106,13.06,6.5
ATL_se0_ag1_m_03_1,1829,ATL_se0_ag1_m_03,2058.6038,2061.5581,2.9543,I ain't feeling it no more. We still friends. We still cool.,ain't,1,1,13.48509572,13.37,5.75
ATL_se0_ag1_m_03_1,1833,ATL_se0_ag1_m_03,2063.0326,2064.0634,1.0308,"We not- nah, we ain't",ain't,1,1,15.67859322,15.52,26.75
ATL_se0_ag1_m_03_1,1919,ATL_se0_ag1_m_03,2147.886,2150.8981,3.0121,"you know, w- we- we didn't like- we fell off a little bit, but",didn't,1,0,17.61034579,17.4,12
ATL_se0_ag1_m_03_1,1963,ATL_se0_ag1_m_03,2201.6874,2204.697,3.0096,"I'm like what the- hold on, bruh. This ain't the RD-NAME-3 I know. ",ain't,1,1,13.50183636,,
ATL_se0_ag1_m_03_1,1968,ATL_se0_ag1_m_03,2215.6556,2218.6202,2.9646,"I'm not even a Blood. But you- you chilly, like you tripping.",I'm not,1,0,14.08141669,13.99,18.75
ATL_se0_ag1_m_03_1,1979,ATL_se0_ag1_m_03,2229.8313,2236.0118,6.1805,"you a slob. You a- we started going at it, and next thing you know, I was like, you know what, fuck it. I ain't f- get away from me, like stop talk- we- we done.",ain't,1,1,18.21773702,17.93,10
ATL_se0_ag1_m_03_1,1990,ATL_int_01,2245.207,2248.0685,2.8615,"Hold on, y'all was going to- with each other, and y'all didn't know y'all wa-",didn't,1,0,14.86490075,,
