File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate,amazon_transcription,deepspeech_transcription,deepspeech_ConfidenceLevel,google_transcription,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_ConfidenceLevel,microsoft_transcription
ATL_se0_ag2_m_01_1,593,ATL_se0_ag2_m_01,766.4818,769.6417,3.1599,"It gets rogue because you done depressed yourself so much,",1,1,12.06385498,11.98,8.0,13,4.114054242,It gets road because you didn't depress yourself so much.,a road because you and oppressed yourself so much,-68.28694916,It gets road because you didn't depress yourself so much.,0.829058647,it gives road because you've been depressed yourselves so much ,0.53,It gets Rd because you didn't depressed yourself so much.
ATL_se0_ag2_m_02_1,2059,ATL_int_01,2344.8628,2345.7682,0.9054,"Nah, I'm done man.",1,0,7.65286806,7.54,8.5,4,4.417936824,Saying Before we Go.,before ,-11.76272202,,0.0,,0.0,So before we do.
ATL_se0_ag2_m_02_1,2088,ATL_int_01,2380.5215,2382.638,2.1165,you more than welcome. We pretty much done hit,1,1,8.608713436,8.39,10.75,11,5.197259627,More Than Welcome We Pretty much Don't Hit.,more welcome the pretty muslin,-57.0505867,More than welcome. We pretty much going to.,0.849546969,morning well pretty much ,0.73,More than welcome. We pretty much downhill.
ATL_se0_ag2_m_03_1,124,ATL_se0_ag2_m_03,147.3255,149.5105,2.185,"and the damage that was done to the levee,",1,0,12.82877169,12.68,5.75,11,5.034324943,And the damage that was done to that level.,and dan was that was done to the liver,-51.77625656,And it damage that was done to the levy.,0.840199113,and it's damage that was down to eleven ,0.6,Ended damage that was done to that level.
ATL_se0_ag2_m_03_1,221,ATL_int_01,262.1497,264.047,1.8973,"you was done with, um, s-",1,0,16.16050594,15.59,7.25,6,3.162388658,It was done with.,one with a,-19.34713745,,0.0,he was done with the phones ,0.48,He was done with.
ATL_se0_ag2_m_03_1,370,ATL_se0_ag2_m_03,447.8173,451.7859,3.9686,you feel me. It's- it's a lot of people that done got influenced from Atlanta cause Atlanta was like,1,1,16.82197249,16.68,22.5,26,6.551428715,"You feel it's a lot of people that ain't got influence from Atlanta, Atlanta was like.",fairest of people that i got a fence from a lincoln was like,-165.4385529,"if I miss a lot of people that ain't got no flooring from Atlantic, Atlanta was like",0.884868026,you see I mean it's it's a lot of people that I got it from was from Atlanta to the land it was like ,0.64,If it's a lot of people that influence from Atlanta 'cause Atlanta was like.
ATL_se0_ag2_m_03_1,492,ATL_int_01,604.3692,608.3481,3.9789,the Migos kind of just really highlighting some shit we done already known.,1,1,14.8076209,14.56,6.5,14,3.518560406,"Me goes college is really high, some share we already know.",as colleges really highlights shivered ,-102.4940643,Migos College.,0.836698771,Migos colleges really highlight some **** we don't already know ,0.4,Migos cottages really highlighting some **** we already knew.
ATL_se0_ag2_m_03_1,687,ATL_se0_ag2_m_03,877.0895,880.8481,3.7586,"that weed, I done- I done got a little edge on that shit, you know what I mean, unless I'm'a just blow it",2,1,10.76966551,10.61,8.5,26,6.91746927,"That we'd I got a little edge on that shit, you know what I mean, unless someone just blow.",we ain't got a oneness just blow,-139.0542603,That we'd finally got to the age. I'm going to sit in that me unless I might just blow,0.850263476,%HESITATION we %HESITATION I haven't got L. H. O. and I see you know I mean unless someone just blow ,0.6,"Yeah, we don't got edge. I mean this **** you know. I mean unless someone just blow."
ATL_se0_ag2_m_03_1,1514,ATL_se0_ag2_m_03,1906.3866,1910.9121,4.5255,"l- let me call your auntie. Nigga, you supposed to know this shit. Bitch, you done went to- to the- to the mother fucking",1,1,22.07948841,21.94,7.25,29,6.408131698,"Let me call you ***, you puss to know this shit bitch, you the window to the to the motherfucker.",maintained the miller,-140.7469482,Imma call you a Niger.,0.653132677,because I need to notice it but you know winter to the to the mile farther ,0.46,Look I I don't see you posted. Notice **** ***** eating window to the to the ****** ******.
ATL_se0_ag2_m_03_1,1784,ATL_se0_ag2_m_03,2282.5681,2285.1203,2.5522,"I done hit the blunt, like I don't feel that shit right now.",1,1,18.32945948,17.84,10.25,13,5.093644699,And it hit the blunt like I don't feel that shit right.,at the blockhouse,-58.09734726,"I don't hit the blunt, like, I don't feel that shit right now.",0.924865842,and I hit the blunt I'll finish it right now ,0.4,I hit the blunt like I don't feel that **** right now.
ATL_se0_ag2_m_03_1,2007,ATL_se0_ag2_m_03,2561.3532,2563.2079,1.8547,"oh, this nigga done played me, bruh.",1,1,22.97109539,22.89,35.25,8,4.313366043,This *** Don't play me bro.,i think i am playing,-41.18677139,"Play me, bro.",0.856088817,%HESITATION that's negative Hey me brother ,0.4,What is negative? Play me bro.
ATL_se0_ag2_m_03_1,2141,ATL_se0_ag2_m_03,2748.1853,2752.7328,4.5475,"The street grind is strong, you feel me, but it all depend on how your street grind is. Now I seen niggas done blew",1,1,12.92370689,12.85,8.5,26,5.717427158,"The street ground strong you're feeling, but it all depends on how your street grind is now I've seen *** on blue.",the strong ambition to highest irons i seen enable,-147.0165558,"Western Grinding strong within, but it all depends on how your street grind is. Nazi niggars. I'm Blue.",0.826266229,mystery Grimes from them but it all depends on how your street grind it and I've seen it because I'm blue ,0.54,"This three ground is strong with him, but it all depends on how your street grind is not seeing. I'm blue."
ATL_se0_ag2_m_03_1,2142,ATL_se0_ag2_m_03,2753.1078,2756.6034,3.4956,"off of that street grind shit, you feel me. I done seen niggas like, you know what I mean,",1,1,15.05594352,14.82,7.25,20,5.72147843,Off of that street ground shit you feel me and the same *** like you know what I mean?,grass senor and the same ingelheim,-128.647934,"off of that street grind shit, you feeling the same niggas like you know, I mean,",0.821995914,office three grammar see if %HESITATION I'm just saying it's like you know I mean ,0.51,After their St grind **** you film on the same like you know I mean.
ATL_se0_ag2_m_03_1,2190,ATL_se0_ag2_m_03,2828.1548,2833.7475,5.5927,"I done s- I done- I done s- I done seen- I done heard your shit on a couple of niggas' shit, and niggas really wasn't spitting shit.",5,1,17.48430423,17.26,21.25,34,6.079353443,"Honest, honest, honest, honest thing, I've heard your shit on a couple of *** shit *** really want spit and shit.",as anderson herein a couple of nastiness were in spite,-184.4498291,Alice Alice Alice Alice ain't out of her just shit on a couple of Niger shit and they just really wants pittance.,0.883987427,hi this Allen %HESITATION this and this thing out of her just sit on a couple of minutes it and it is for the wind spirit and see ,0.43,"Alice Alice, Alice Anderson and I heard your **** on a couple of **** and really wanted spitting ****."
DCA_se1_ag1_f_02_1,1073,DCA_se1_ag1_f_02,1129.5122,1130.5894,1.0772,"um, my teacher done-",1,0,12.78337841,12.75,24.75,5,4.641663572,My Teacher There.,a peace,-23.53281021,My teacher.,0.771540105,%HESITATION what to do the ,0.59,My teacher there.
DCA_se1_ag1_f_02_1,1274,DCA_se1_ag1_f_02,1388.5287,1389.7737,1.245,cause I done holler at her back.,1,1,8.464406261,8.25,6.75,8,6.425702811,Hold her back.,but,-15.11561775,Can I holla at you?,0.816155255,but ,0.23,I don't know how they are back.
DCA_se1_ag1_f_02_1,1323,DCA_se1_ag1_f_02,1460.2396,1465.2791,5.0395,You done did all the work like you said. I did this. I did this. She won't let you read your library books or nothing.,1,1,13.35992396,13.32,29.5,28,5.556106757,"Did all the work like you say I did, I did then she won't let you read your library books enough.",i say i did i did the soteriology books and ,-133.2457123,"Hollywood. Like you say, I did I did this. You won't let you read the library books and",0.891927719,yeah do I would like you say I did it I need the she won't let you read aloud their books in the ,0.51,"Yeah, they all work like you say I did it. I did this. She won't let you read your library books or not."
DCA_se1_ag1_f_02_1,1445,DCA_se1_ag1_f_02,1611.5313,1612.3146,0.7833,She done make us-,1,1,25.47424528,25.21,30.5,4,5.106600281,She'll Make us.,i,-15.10007858,Chili liquor.,0.494804382,to a lake of ,0.26,She will make us.
DCA_se1_ag1_f_05_1,755,DCA_int_03,974.3747,977.0855,2.7108,Well how you gonna get your work done if you don't study? ,1,0,11.34304623,,,14,5.164527077,Well how are you gonna get your work done you know study?,the words,-46.8571701,She warned that if you don't study.,0.520808041,hi we're setting ,0.57,How you gonna get your work done or you know study?
DCA_se1_ag1_f_05_1,1046,DCA_int_03,1351.8557,1355.7218,3.8661,you could have done in the past that you'd like to change- that you could do all over again differently?,1,0,7.826296478,7.44,9.25,25,6.466464913,You could have done in the past that you'd like to change that you do all over again.,the pair that you like the change i do all organic,-115.2057724,You could have done in the past that you'd like to change it. You do all over again different.,0.898433089,you could have done in the past it seems like the change do all over again ,0.76,You could have done in the past that you would like to change and you do all over again differently.
DCA_se1_ag1_m_03_1,983,DCA_se1_ag1_m_03,1020.9801,1023.8758,2.8957,"Cause they had done got the ruby, and they had done put it back.",2,2,12.38505794,12.35,10.5,15,5.180094623,Because they got the ruby and they're gonna put it back.,they gather rubaiyat,-91.52160645,There. Got the Ruby and they don't put it back.,0.726943135,well then there got the ruby and then %HESITATION put it back ,0.68,So there there gather Ruby and then put it back.
DCA_se1_ag1_m_03_1,1203,DCA_se1_ag1_m_03,1224.9988,1226.6215,1.6227,they done done in with Linc.,2,1,8.371842204,8.33,4.0,6,3.697541135,They done done in with Link.,the one dynamiting,-64.89627838,Nathan. Daniel Woodley.,0.754886627,they done done in with ling ,0.47,They've done done in with link.
DCA_se1_ag1_m_03_1,1887,DCA_se1_ag1_m_03,1928.2624,1929.9644,1.702,"The sneakiest one I ever done,",1,0,12.24064541,12.15,24.0,6,3.525264395,That sneak is when I ever done.,i give one i had,-34.07829285,Sneakiest when I ever done.,0.642415643,me give one I haven't done ,0.48,Sneaky is one I ever did.
DCA_se1_ag1_m_05_1,1012,DCA_se1_ag1_m_05,1588.4062,1590.5958,2.1896,did things that they shouldn't have done,1,0,4.089108643,4.03,4.25,8,3.653635367,The things that this unit died.,the human ,-18.83032227,,0.0,the %HESITATION machine and %HESITATION ,0.78,The machine is done.
DCA_se1_ag1_m_07_1,611,DCA_se1_ag1_m_07,811.767,815.7784,4.0114,"Cause you know, they made you get your work done, so you had to learn something when you leave there.",1,0,9.00785149,8.98,9.25,21,5.235080022,"Because you know, they made you get your work done so you had to learn something when you leave there.",he made to get your work done so you had to learn some when you leave there,-84.07579803,Cuz you know they made you get your work done so you had to learn something when you leave there.,0.979725957,because you know they made to get your work done so you had to %HESITATION so when you leave the ,0.85,"'cause you know they made you get your work done, so you had to learn. So when you leave there."
DCA_se1_ag2_m_01_1,579,DCA_se1_ag2_m_01,745.2891,747.1343,1.8452,"So what he done, he took the Ugly,",1,0,16.08819206,16.04,27.75,9,4.877520052,So what he'd done he took the ugly.,so what i did i took the ugly,-40.42628479,"So, what are you doing? He took the album.",0.743876636,so what he done he took the hardly ,0.52,So what he done? He took the ugly.
DCA_se1_ag3_f_01_1,1426,DCA_int_03,1822.0952,1824.9956,2.9004,would rather have done over again if you had the chance?,1,0,16.52939519,16.28,19.25,14,4.826920425,Would rather have done over.,rather have the old ,-42.20516586,I would rather have done over than if you had the chance.,0.888892651,I would rather have the ,0.86,Would rather have done over there if you had the chance.
DCA_se1_ag3_f_01_1,1430,DCA_int_03,1828.6548,1829.8205,1.1657,you wish you had done.,1,0,12.55299693,12.37,13.0,5,4.289268251,I wish you had done.,i had gone,-17.45554161,You wish you had done.,0.886584461,we had the ,0.5,Wish you had done.
DCA_se1_ag4_m_01_1,14,DCA_se1_ag4_m_01,19.5696,24.1672,4.5976,"One other game we played, I done forgot the name of it now. Uh..",1,1,10.46457416,10.44,7.25,16,3.480076562,One Another game we played I don't forget the name of it now.,the game we played i don't forget the name over ,-64.60379791,Another game we played. I don't forgot the name of it now.,0.912187517,one of the game and we played that on forgot the name of it now %HESITATION ,0.73,"One another game we played, I don't forget the name of it now."
DCA_se1_ag4_m_01_1,59,DCA_se1_ag4_m_01,94.2277,96.4049,2.1772,you done automatically won your points then.,1,1,22.09656147,22.05,20.5,11,5.05236083,You don't automatically one of your points then.,dalmatic on your point now,-61.34240723,You don't automatically one your points now.,0.928832054,you don't automatically one your points and then ,0.76,You don't automatically when your points then.
DCA_se1_ag4_m_01_1,105,DCA_se1_ag4_m_01,179.8233,182.1523,2.329,"this crime story, but I done forgot the name of it!",1,1,19.82323291,19.75,13.5,13,5.581794762,This crime story about I forgot the name of it.,as to bonaparte of it,-78.13695526,This cramps so bad. I forgot the name of it.,0.897526383,this crime so bad I've got the name of it ,0.59,This crown still better forgot the name of it.
DCA_se1_ag4_m_01_1,251,DCA_se1_ag4_m_01,407.3017,408.999,1.6973,"I done forgot the name of it, uh-",1,1,18.20657731,18.12,29.75,9,5.302539327,Don't forget the name of it uh.,i got the name of it ,-29.77315712,I don't got the name of it.,0.94688946,I don't got the name of it %HESITATION ,0.89,I don't forgot the name of it though.
DCA_se1_ag4_m_02_1,1729,DCA_se1_ag4_m_02,2123.7649,2126.6289,2.864,"all my friends, my family, or whatever I've said or done",1,0,11.46460141,11.4,3.25,15,5.237430168,"All my friends, my family or whatever I have said and done.",for a fanatical,-87.10610199,"On my friends about family, or whatever. I said.",0.88194716,all my friends my family whatever I've seen it done ,0.6,
DCA_se2_ag1_f_04_1,887,DCA_se2_ag1_f_04,1240.6435,1245.7332,5.0897,"cause I think about all the year, all the things that I have done that's bad and good.",1,0,7.575274358,7.51,6.5,19,3.733029452,"Because I think about all the year, all the things that I have done that's bad and doing.",i think it athelings than i have done ten,-123.8489075,"Plus, I think about all the, you all the things that I have done, that's bad and good.",0.841290832,%HESITATION I think about all the you know all the things in the house %HESITATION then and %HESITATION and ,0.68,
DCA_se2_ag1_f_05_1,466,DCA_se2_ag1_f_05,553.4887,559.2271,5.7384,"And I did something I shouldn't have done, and  he said he was gonna bust me on my lip, but then he changed his mind.",1,0,12.23963857,12.13,23.0,28,4.879408894,And I did something I shouldn't have done and he said he was gonna bust me in my little but then he changed his man.,the mysteries obermiemingen man,-165.1389008,"And I did some ice in the dirt and he said he's going to bust me in my lip, but then he change his mind.",0.849628448,and I do some ice in the door and ,0.55,"And add these are my shouldn't do it and he said he's gonna bust my lip, but did he change his mind?"
DCA_se2_ag1_f_07_1,316,DCA_se2_ag1_f_07,429.1759,430.1785,1.0026,"said had done it,",1,0,22.43935831,22.29,31.75,4,3.98962697,Said have done it.,even,-21.1795826,Said it done it.,0.777281523,said it then it ,0.54,Said and done it.
DCA_se2_ag1_f_07_1,951,DCA_se2_ag1_f_07,1214.4252,1223.2975,8.8723,"He know- He was- He- He knew- Well he had us for three years- He- knew we were bad and everything. And he realized- He- he knew we had done- You know, we had done that. He- he just kept us there. He was mad,",2,0,10.87682407,10.81,6.0,49,5.522806938,"You know, he knew what he has for three years, he knew we were bad in everything, He realized he knew we had done, you know, done that, he just kept saying he was mad.",in any new heartrending he really he mewed done you know unhitches made,-288.2929077,"He has for three years. He knew we was bad. Everything he realized he had done, he was mad.",0.73413527,he didn't know what he has to three years you know we were bad thing he will %HESITATION he you know we have done you know done it he's he discovers that he was may ,0.56,"You know he was. He knew what he has for three years. He knew we were bad and everything he realized he. He knew we had done. You know, he's done that. He's he just kept us in. He was mad."
DCA_se2_ag1_f_07_1,960,DCA_se2_ag1_f_07,1233.6469,1240.2717,6.6248,"you know, individuals. He knew probably all us had done it cause all us had been together for three years, but he didn't take no, you know",1,0,15.36840098,15.23,9.25,36,5.434126313,"You know, individual, He knew power holders have done it because I always have been together for three years, He didn't take no, no.",in the virginia the bengalee years he didn't take no no,-176.3281097,"No, individual Hindu call Aditi. Done it. Cuz I would have been together for three years and he didn't take no, no.",0.824651659,you know individuals in the problem all done it because all the didn't go for three years he didn't take no no ,0.71,"You know, individually, new power also done it 'cause I always have been together for three years and he didn't take no no."
DCA_se2_ag2_m_02_1,1635,DCA_se2_ag2_m_02,1925.3988,1927.25,1.8512,"don't interest me because I already done 'em, you know,",1,0,7.595430884,7.49,5.75,15,8.102852204,Don't interest me because I already done them you know.,because you know,-23.61938095,,0.0,don't interest me because I really don't you know ,0.75,"Don't interest me because I already done it, you know."
DCA_se2_ag2_m_02_1,2094,DCA_se2_ag2_m_02,2463.9173,2465.097,1.1797,"things that he never done before,",1,0,12.98546734,12.87,3.5,8,6.781385098,Things that he never done before.,that he never done before,-26.91989517,Things I've never done before.,0.719763517,things they never done before ,0.77,Things that he never done before.
DCA_se2_ag2_m_03_1,713,DCA_se2_ag2_m_03,900.7712,901.2922,0.521,done for.,1,0,6.170136048,6.03,2.75,2,3.838771593,And for.,,-3.588631868,,0.0,and ,0.21,Handful.
DCA_se2_ag2_m_03_1,2039,DCA_se2_ag2_m_03,2287.5894,2288.8144,1.225,what he had done and all th-,1,0,4.758689779,4.61,7.0,8,6.530612245,When He's Done Now.,,-11.49547005,What are you doing?,0.732776999,and when he does not ,0.07,But he did not.
DCA_se2_ag2_m_03_1,2141,DCA_se2_ag2_m_03,2388.6266,2389.565,0.9384,would have done would-,1,0,10.93699979,10.86,13.25,4,4.262574595,Would have done with.,done with,-13.53339958,Would have done with.,0.899495006,would have done with ,0.77,Would have done with.
DCA_se2_ag3_m_01_1,1497,DCA_se2_ag3_m_01,1536.3932,1541.974,5.5808,"from the lathe, slammed it in the floor, told me, that's wrong! And I don't want it done like that no more, you know.",1,0,13.60892768,13.52,11.0,24,4.300458716,"From the late slammed on the floor told me it's wrong and I don't want it done like that no more, you know.",the late lamented to me wrong and wanted to literary,-164.8179169,"From the laid slammed in the floor. Told me it's wrong and I don't want it done like that no more, you know,",0.883675456,from the late slammed in the floor tell me it's wrong and I don't want it done I get no more you know ,0.65,"From the laid slammed in the floor, Tom is wrong and I don't want it done like that. No more, you know."
DCA_se2_ag3_m_01_1,2578,DCA_se2_ag3_m_01,2724.9954,2730.399,5.4036,"you know, you don't have enough money to pay for it. You done order all this food up, you know, and you don't have enough money to pay for it.",1,1,8.495891556,8.4,6.0,35,6.477163373,"You know you don't have enough money to pay for it, you know, ordered all this food, you know and you don't have enough money to pay for it.",you don't have enough money to pay for it you don't at all is food you know and you don't have enough money to pay for,-81.70516205,"You know, you don't have enough money to pay for it. You don't all this food up, you know? And you don't have enough money to pay for",0.924807072,you know you don't have enough money to pay for it you know or all this food up you know and you don't have enough money to pay for ,0.9,"You know you don't have enough money to pay for it. You don't order all this food up, you know, and you don't have enough money to pay for."
DCA_se2_ag3_m_02_1,582,DCA_se2_ag3_m_02,686.3159,687.9246,1.6087,"whatever his name was, I done forgot his name.",1,1,18.86353967,18.61,13.25,12,7.459439299,"Whatever his name was, I forgot his name.",within,-41.84649277,Whatever his name was his name.,0.834036648,whatever his name was on the guy's name ,0.48,Whatever his name was on the guys name.
DCA_se2_ag3_m_02_1,1109,DCA_se2_ag3_m_02,1322.6565,1324.7455,2.089,"where they would read it but they wouldn't know who done it, like",1,0,11.56500982,11.28,5.25,14,6.701771182,Where they really but they wouldn't know who doesn't like.,bending,-47.68771362,Quit Reba live in no time.,0.844060481,well it would be a bit even though done and %HESITATION ,0.52,"Well, they read about they would know who done in life."
DCA_se2_ag3_m_03_1,1042,DCA_se2_ag3_m_03,1063.8726,1064.9851,1.1125,"something the child had done,",1,0,14.55546716,14.49,5.25,6,5.393258427,Some of the child had done.,i hate,-25.78774261,,0.0,so to chat it does ,0.45,Some of the chat it done.
DCA_se3_ag1_f_03_1,366,DCA_se3_ag1_f_03,426.2971,426.6048,0.3077,done.,1,0,7.899530817,7.71,5.5,1,3.249918752,,,-5.019563675,,0.0,,0.0,
DCA_se3_ag1_f_03_1,371,DCA_se3_ag1_f_03,428.3907,430.5636,2.1729,"and if I- after I got my homework done,",1,0,7.372996158,7.31,5.0,11,5.062359059,And then after I got my whole work done.,the gooroo,-53.14369965,After I got my homework done.,0.951054633,and then after I got home %HESITATION ,0.64,And if after I got my homework done.
