File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate,amazon_transcription,deepspeech_transcription,deepspeech_ConfidenceLevel,google_transcription,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_ConfidenceLevel,microsoft_transcription
ATL_se0_ag1_f_01_1,610,ATL_se0_ag1_f_01,799.4099,804.2731,4.8632,"Yeah. Some of that stuff, you be like what? RD-NAME-3 be showing me some work. They got- they got-",2,2,7.905139978,7.58,5.75,19,3.906892581,That some of that stuff he'd be like what be showing me some work they got they got.,sometimes he halesome bigger they are,-141.4622192,"There's some of that stuff. He be like, what?",0.819977283,some of this stuff you be light was showing me somewhere they got they got ,0.5,"There's some stuff we like. What we show me, some work they got, they got."
ATL_se0_ag1_f_01_1,652,ATL_int_01,871.0172,874.0709,3.0537,"Hey, but would you be able to do that without like that-",1,0,9.238425213,9.05,12.0,14,4.584602286,Yeah.,,-8.198543549,,0.0,%HESITATION what is doing that without ,0.43,I wouldn't do that without light.
ATL_se0_ag1_f_01_1,663,ATL_se0_ag1_f_01,890.1232,893.7581,3.6349,registers and stuff. so you gotta do it all in your head. So I just be like,1,1,10.79178552,10.63,7.0,20,5.502214641,"registers and stuff so you got to do it all in your head, so I just be like.",you gottlieb,-100.8331909,Medicine and stuff. So you got to do it all in your head. So I just need like,0.909194529,since the ,0.6,Registers and stuff. So you gotta do it all in your head. So I just be like.
ATL_se0_ag1_f_01_1,690,ATL_se0_ag1_f_01,924.8392,929.095,4.2558,sometimes I just can't listen to all that. I just be liking the beat to a hip hop song.,1,1,11.11740485,10.65,4.75,22,5.169415856,Sometimes I just can't list all that I just be like in the beat See about some.,sometimes i don't say listen like him to be saying you,-115.89711,"Sometimes I just hate list. I just need like, in the beat to hit rock songs.",0.812879443,sometimes I just payments %HESITATION that is the lesson to be %HESITATION ,0.52,Sometimes I just a list I did. I just see like in the beats in hip hop songs.
ATL_se0_ag1_f_01_1,693,ATL_se0_ag1_f_01,929.5292,931.3824,1.8532,I be listening to the beats.,1,1,15.05968958,14.44,25.75,8,4.316857328,I mean listening to the beat.,,-13.906703,"I mean, this message.",0.563446283,,0.0,Are we listening?
ATL_se0_ag1_f_01_1,785,ATL_se0_ag1_f_01,1084.8841,1091.8518,6.9677,And then I be seeing these videos. These mama's be letting they little boys dance and stuff. Like this lady had her son dancing in a dress.,2,2,7.09450818,6.74,5.5,35,5.02317838,"And did not be seeing these videos, these mamas be letting their little boys dance and stuff like this lady had her son dancing in the dress.",inviolability and densely this lady had her son dancing in the dress,-203.0848846,"These videos he's Mama's. Be letting a little boys, dance, and stuff like this lady, had her son dancing in the dress.",0.897995591,I did not see any video these mom and then a little boys dance and stuff like this lady had her sign dancing ,0.65,"Do not be seen his videos, these Mamas Belinelli boys dance and stuff like this lady had her son dancing in the dress."
ATL_se0_ag1_f_01_1,798,ATL_int_01,1116.1363,1118.1039,1.9676,It going to be an interesting time to wonder.,1,0,10.25373805,8.91,5.5,14,7.115267331,Be Here just.,,-10.33508587,,0.0,,0.0,
ATL_se0_ag1_f_01_1,865,ATL_se0_ag1_f_01,1231.5426,1234.6831,3.1405,"Boy that'd be fire, if they all playing it together.",1,0,8.884498052,8.63,5.75,15,4.776309505,"Well, that would be fine, They are playing it together.",they are playing an agate,-49.35562134,Playing it together.,0.811362267,within these sites they %HESITATION playing the game and it ,0.38,They are playing it together.
ATL_se0_ag1_f_01_1,927,ATL_int_01,1344.8205,1346.5138,1.6933,"Obamacare be like, okay.",1,0,8.662457655,7.74,5.75,4,2.362251225,,a,-18.84003067,Obamacare.,0.802219748,,0.0,
ATL_se0_ag1_f_01_1,961,ATL_se0_ag1_f_01,1391.5727,1395.8226,4.2499,I be trying to either get too deep into politics and stuff. I be listening to it-,2,2,12.64780851,12.38,6.5,24,5.647191699,Are you trying to even get too deep in politics and stuff I'll be listening to it?,to decorations to,-121.1649704,I'm trying to leave to get to deep in politics and so I'll be listening to it.,0.711410642,I'm trying to even get to the phone politics is that I'll be listening to ,0.49,Have you tried not even get too deep in politics is that I've been listening to it.
ATL_se0_ag1_f_01_1,963,ATL_se0_ag1_f_01,1396.6246,1397.7164,1.0918,but I don't really be-,1,0,5.934260034,5.6,4.25,6,5.495511999,But I don't really be.,,-5.967422485,,0.0,,0.0,
ATL_se0_ag1_f_01_1,978,ATL_int_01,1419.7255,1421.3442,1.6187,That would be kind of turnt though.,1,0,12.13132252,11.92,12.25,7,4.324457898,"Yeah, Okay.",,-9.460895538,,0.0,,0.0,
ATL_se0_ag1_f_01_1,986,ATL_int_01,1430.4274,1433.0015,2.5741,What- where Harriet Tubman sposta be? The new twenty?,1,0,11.72008154,11.38,8.5,12,4.66182355,"That, By the way.",but the way ,-21.39453125,By the way.,0.901970923,,0.0,Anyway.
ATL_se0_ag1_f_01_1,994,ATL_int_01,1443.2461,1444.2014,0.9553,I'm'a be cool.,1,0,11.43091544,8.78,7.25,4,4.187166335,On the Coast.,,-1.608065128,,0.0,,0.0,
ATL_se0_ag1_f_01_1,1031,ATL_se0_ag1_f_01,1522.9767,1524.087,1.1103,I don't be working out.,1,1,10.81928887,10.4,3.75,6,5.40394488,Working Out.,working,-28.28322983,,0.0,,0.0,Been working out.
ATL_se0_ag1_f_01_1,1042,ATL_int_01,1537.5527,1539.1537,1.601,I be still trying to workout-,1,1,13.02151199,12.5,17.5,8,4.996876952,I want to work out.,i will work out ,-28.02322578,I want to workout with.,0.692509532,,0.0,I wanna workout.
ATL_se0_ag1_f_01_1,1109,ATL_se0_ag1_f_01,1640.7434,1643.4615,2.7181,"I mean I told that man RD-NAME-2, if it be a little boy,",1,0,3.701505993,3.35,7.75,13,4.782752658,I mean that's how that man if you be a little boy.,i was adamant if we may by,-69.36417389,,0.0,is he available ,0.9,"I mean, if you mail a boy."
ATL_se0_ag1_f_01_1,1117,ATL_se0_ag1_f_01,1647.6685,1649.8661,2.1976,Man and it came around to be a little boy.,1,0,11.08342123,10.61,4.0,12,5.460502366,"Hey, they came around to be a little boy.",neale,-35.9555397,,0.0,,0.0,They came around the little boy.
ATL_se0_ag1_f_01_1,1179,ATL_int_01,1750.9605,1752.3636,1.4031,Women should at least be get-,1,0,-2.777050876,-4.03,4.25,7,4.988953033,The Double.,,-3.357911825,,0.0,,0.0,
ATL_se0_ag1_f_01_1,1180,ATL_int_01,1752.9454,1757.6162,4.6708,Women should at least be getting paid around the same amounts as guys. If there's,1,0,10.21811195,8.86,6.25,19,4.06782564,"Women, so at least we get paid around the same amount.",and the same mountains,-72.36379242,,0.0,I miss at least the %HESITATION a %HESITATION around the same ,0.67,
ATL_se0_ag1_f_01_1,1203,ATL_se0_ag1_f_01,1796.5395,1798.7416,2.2021,"Me and RD-NAME-2 gonna be like you and Miss RD-NAME-1,",1,0,-0.907024444,-1.97,5.5,9,4.087007856,Me and don't be like you were Missing.,he lay amid,-42.35723495,,0.0,they'll be like you in this ,0.52,Don't be like you were missing.
ATL_se0_ag1_f_01_1,1210,ATL_int_01,1808.583,1809.9104,1.3274,That shit gonna be crazy.,1,0,10.00872048,7.37,4.0,7,5.273466928,I'll save on the car.,,-2.11198163,,0.0,,0.0,
ATL_se0_ag1_f_01_1,1219,ATL_se0_ag1_f_01,1835.4921,1839.0668,3.5747,I don't really be playing video games. I just be playing games on my phone.,2,2,7.208285425,6.12,3.5,20,5.594875094,The Real Games I just keep playing games on my phone.,meaning of my foe,-85.14289093,Playing games on my phone.,0.967160523,they keep doing it on my phone ,0.46,Playing games on my phone.
ATL_se0_ag1_f_01_1,1228,ATL_se0_ag1_f_01,1852.1151,1855.4913,3.3762,"And then I be playing the, um, Game Pigeon, games.",1,1,11.62097447,11.2,5.25,12,3.554291807,And then I'll be playing the game pigeon game.,he gave me ten game,-48.09172821,And then I'll be playing the game pigeon games.,0.773914337,and then anything and %HESITATION games using game ,0.56,And then I'll be playing Gamepigeon games.
ATL_se0_ag1_f_02_1,7,ATL_int_01,5.5275,6.7935,1.266,today I will be,1,0,8.984383618,8.45,15.0,5,3.949447077,Today I will Be.,i will be,-9.563102722,"today, I will be",0.987629056,today I will be ,0.79,Today I will be.
ATL_se0_ag1_f_02_1,302,ATL_se0_ag1_f_02,296.9746,304.0775,7.1029,"make us all equal or make us equal in their eyes. Once we get over that fact, then we'll be able to conquer this whole thing and get past it. But until then,",1,0,20.99845489,20.67,7.0,39,5.49071506,"Make us all equal or make us equal in their eyes, once we get over that fact, then we'll be able to conquer this whole thing and get past it, but until then.",make us all equal or make a second there as once we get over the fact that we'll be able to conquer the whole thing and get past her but until,-161.1104584,"Make us all equal or make us equal in their eyes once we get over that fact, and we'll be able to conquer this whole thing and get past it. But until then,",0.953167915,make us all equal or make us equal and their eyes once we get over that fact then we'll be able to conquer this whole thing and get past that but it's all in ,0.72,"Make us all equal or make a sequel and their eyes. Once we get over that fact, then we'll be able to conquer this whole thing and get past it, but until then."
ATL_se0_ag1_f_02_1,310,ATL_se0_ag1_f_02,308.8388,309.9538,1.115,be in a struggle with them.,1,0,26.79830142,26.1,33.0,7,6.278026906,Being a struggle with them.,in a struggle with them,-22.96969414,Being a struggle with.,0.886589646,B. and stuff with them ,0.47,Be in a struggle with them.
ATL_se0_ag1_f_02_1,576,ATL_se0_ag1_f_02,581.4096,583.3666,1.957,"Now once you got close up on him, you probably be like,",1,0,22.05474799,21.85,5.5,14,7.153806847,And what you got close up on them you probably like.,what you got close upon him you probably like,-51.47116089,"That what you got closer? Fond of you, probably",0.720244884,and what you got close up on a reply reply ,0.52,"And once you got close up on him, you probably like."
ATL_se0_ag1_f_02_1,678,ATL_se0_ag1_f_02,702.7247,706.121,3.3963,"you know how you had that kid growing up in school that your parents be like, stay away from them.",1,0,19.92140908,19.77,27.25,23,6.772075494,You know what you had that kid growing up in school that your parents would like stay away from them.,you had that kid going up at school the parents would like to stay away from him,-95.28075409,"you know, you had that kid growing up at school that your parents be like, stay away from",0.893071711,you know you have the kid going to school %HESITATION the troopers would like stay away from the ,0.6,You know you had that kid growing up in school that your parents would like. Stay away from them.
ATL_se0_ag1_f_02_1,710,ATL_se0_ag1_f_02,742.0953,745.7007,3.6054,"Cause Grandma be trying to watch her stories and get some peace, and he be barking at nobody for no",2,2,15.6337146,15.52,7.75,26,7.211405115,"Because grandma, we're trying to watch your stories and get some peace and he'd be barking at nobody for no.",and are trying to watch a store and get some peacemaking and nobody to the,-140.8552856,Cuz Grandma be trying to watch your stories and get some peace and he was barking at nobody for no.,0.932332516,because grammar which I don't want to stories and gets a PC barking and nobody from the ,0.37,'cause grandma be trying to watch their stories and get some peace and he'd be barking at nobody for no.
ATL_se0_ag1_f_02_1,756,ATL_int_01,792.5958,795.3889,2.7931,They didn't wanna fight you. They wanted to be best friends with you after that.,1,0,9.482907193,8.75,4.5,19,6.802477534,Gonna fight you They want friends with you.,they want to be their friend that,-60.47690964,,0.0,they want to fight you they want to be best friends with ,0.66,"I don't want to fight you, they want to be best friends with you after that."
ATL_se0_ag1_f_02_1,808,ATL_se0_ag1_f_02,844.0076,846.6474,2.6398,you kind of have that urge to just be surrounded by people who just,1,0,19.15619184,18.93,26.25,17,6.439881809,You kind of have that urge to just be surrounded by people who just.,i have that roust me so and about people who just,-93.73058319,You haven't had that urge to just be surrounded by people who judge.,0.887452841,you kind of have that %HESITATION should just be surrounded by people who just ,0.82,You kind of have that urge to just be surrounded by people who just.
ATL_se0_ag1_f_02_1,1076,ATL_int_01,1157.7802,1159.4259,1.6457,"Oh no, this can't be good.",1,0,32.33801014,32.09,29.0,6,3.645864981,Till you know rest.,so you know what,-21.80994987,Do you know Ryan?,0.673876762,so you know ran ,0.69,So you know rest.
ATL_se0_ag1_f_02_1,1127,ATL_se0_ag1_f_02,1226.1007,1229.5698,3.4691,"You see it. You hear it. It's directly in front of your face, cannot be avoided.",1,0,19.59030871,19.4,28.75,21,6.053443256,"You see it, you hear it's directly in front of your face cannot be avoided.",you hear it directly from your fate cannot be avoided,-63.35359192,You said you here. It's directly from your face cannot be avoided.,0.931690454,you see you hear it's directly from your face cannot be avoided ,0.95,"You see it, you hear it's directly in front of your face cannot be avoided."
ATL_se0_ag1_f_02_1,1163,ATL_int_01,1264.5568,1267.928,3.3712,I- I know I hear that a lot from most northern people who be freaking out.,1,1,17.34045417,16.91,14.25,19,5.63597532,I hear that a lot I listen.,he listened,-29.48153877,Listen.,0.662686884,I listen ,0.62,I know I hear that a lot from that right listen?
ATL_se0_ag1_f_02_1,1297,ATL_se0_ag1_f_02,1400.5512,1403.0002,2.449,"Well maybe that- yeah, that might be Jersey. That's something that I say.",1,0,18.24853062,18.13,9.75,16,6.533278889,"Well, maybe that yeah, that might be Jersey, that's something that I say.",that that might be the one i ,-68.08313751,"Well, maybe that year, that might be Jersey. That's something that I say.",0.862252593,well maybe that yeah that might be Jersey that's some that I say ,0.8,"Well, maybe that yeah, that might be jersey. That's something that I say."
ATL_se0_ag1_f_02_1,1334,ATL_se0_ag1_f_02,1439.8303,1444.3918,4.5615,"when somebody says something to someone, like I be- I hang out with a lot of males,",1,0,19.40406706,19.32,36.0,21,4.603748767,"When somebody says something to someone like I've been, I hang out with a lot of males.",with nobody says so that the someone like i've been in i would a lot of males,-109.4784317,"When somebody says something to someone, like I've been, I hang out with a lot of males.",0.869439781,when somebody says something to someone like I've been I hang out with a lot of mails ,0.73,"When somebody says something to someone like I've been, I hang out with a lot of males."
ATL_se0_ag1_f_02_1,1453,ATL_se0_ag1_f_02,1588.4369,1589.6175,1.1806,So I used to be like-,1,0,14.50043522,14.43,21.5,6,5.082161613,So I used to be like.,i used to be like,-13.41965866,"so, I used to be like,",0.952349961,so I used to be like ,0.94,So I used to be like.
ATL_se0_ag1_f_02_1,1454,ATL_se0_ag1_f_02,1590.6745,1592.91,2.2355,"I used to literally have to tap on homie, be like, yo,",1,0,26.09081335,25.93,20.25,16,7.157235518,I used to literally have to tap my home and you'd be like yo!,had he at willomene,-73.45033264,I used to literally have to tap my homie be like,0.938379347,I used to live we have to set up a home maybe like ,0.52,I used to literally had to tap on home and be like yo.
ATL_se0_ag1_f_02_1,1458,ATL_se0_ag1_f_02,1594.5348,1600.6534,6.1186,"And they be like, nah, what he said was, he was about to go over here and pick up this person, then he was gonna come back over here,",1,0,20.13626405,19.76,7.0,34,5.556826725,"And they were like, no, what he said was he was about to go over here and pick up this person that he was going to come back over here.",helen will say where he was at the goose and take up this person than he was gone come back over here,-149.7438202,"Enable. Ignore what he said was, he was about to go over here and pick up this person that he was going to come back over here.",0.90555346,and they really know what he said was he was about to go over here and take up this person that he was going to come back over here ,0.78,And everybody know what he said was he was about to go over here and pick up this person and then he was gonna come back over here.
ATL_se0_ag1_f_02_1,1463,ATL_se0_ag1_f_02,1601.8898,1605.139,3.2492,"you know what I'm saying. That's what he said. I used to be like, oh okay, cool, cool, cool, cool.",1,0,38.97682819,38.12,28.5,22,6.770897452,"You know what I'm saying, That's what he said, He's like, okay, cool, cool, cool.",you know what i'm saying that now,-63.11579514,"You know, I'm saying, that's what she said, how do you spell cuckoo?",0.900033891,you know I'm saying that's what you said how is that cool cool cool ,0.8,"You know, I'm saying that's what he said. He's well, OK, cool, cool, cool."
ATL_se0_ag1_f_02_1,1484,ATL_se0_ag1_f_02,1631.9166,1634.18,2.2634,"Like and this is when he was sober, I used to be like, what",1,0,17.76450107,17.52,25.5,15,6.627198021,"Like and this is when he was sober, I used to be like what?",and this is what he was so wiselike,-55.21862411,"and this is when he was sober, I used to like what",0.874851525,right and this is when he was so price of like what ,0.62,And this is when he was sober. I used to be like what?
ATL_se0_ag1_f_02_1,1752,ATL_se0_ag1_f_02,1949.6034,1952.7801,3.1767,"you'll be able to build up a tolerance for it, just like people say, oh I don't drink,",1,0,21.61055507,21.08,29.75,22,6.925425756,"You'll be able to build up a tolerance for it, just like people say, oh, I don't drink.",you'll be able to build up with orestilla say i don't drink,-124.3208466,"You'll be able to build up a tolerance for it just like people say, oh, I don't drink.",0.94879204,you'll be able to build up a tolerance for it just like people say oh I don't drink ,0.88,"You'll be able to build up a tolerance for it, just like people say, oh, I don't drink."
ATL_se0_ag1_f_02_1,1772,ATL_se0_ag1_f_02,1974.3201,1981.1811,6.861,"And for them to say, oh, be careful of the sun. Don't look into the sun cause it might hurt your eyes or fuck with your eyes. We are sun people.",1,0,17.53365772,17.4,28.25,34,4.955545839,"And for them to say, oh, be careful of the sun, don't look into the sun because they might hurt your eyes the fuck of your eyes. We are son people.",to say oh be careful of the sun a looking to sintimint hurt your eyes the buckeyes we are sun people,-214.6733704,And for them to say old be careful of the sun. Don't look into the sun cuz it might hurt your eyes. The fuck with your eyes. We are sun people.,0.923727095,and for them to say old be careful of the sun to look into the sun because it might hurt you I that's what we are as we our son people ,0.67,
ATL_se0_ag1_f_02_1,1812,ATL_int_01,2028.5916,2032.1295,3.5379,I wanna say that they said it's supposed to be another one coming in a few years.,1,0,11.5445066,10.71,13.0,22,6.218378134,I want to say that it says post would come.,this post to be another one comes,-86.5944519,,0.0,I want to say this is supposed to be another ,0.78,I want to say that this is supposed to be another one coming.
ATL_se0_ag1_f_02_1,1824,ATL_se0_ag1_f_02,2041.299,2044.2481,2.9491,That's it. I'm with you. We gonna be- our Black asses gonna be inside,2,0,16.99427921,16.92,14.5,18,6.103557017,"I said I'm with you, we're gonna be all black ass is gonna be inside.",which you only a black as gobelins,-96.79336548,"I'm with you, we going to be all black ass is going to be inside.",0.881473362,I said I'm would you we will be all black as will be inside ,0.7,"That's it, I'm with you. We're gonna be our black ***** gonna be inside."
ATL_se0_ag1_f_02_1,1827,ATL_int_01,2043.9027,2045.1593,1.2566,We'll be inside. That's not-,1,0,18.22533005,18.15,21.0,6,4.774789113,Had in the Mother.,in ,-10.53923798,,0.0,%HESITATION animals ,0.58,As in.
ATL_se0_ag1_f_02_1,1836,ATL_int_01,2050.7018,2052.3967,1.6949,This probably be the last,1,0,11.86030461,11.6,18.5,7,4.13003717,It's probably be the last.,probably we,-24.99417496,,0.0,it's probably %HESITATION ,0.75,This is probably the less.
ATL_se0_ag1_f_02_1,1951,ATL_se0_ag1_f_02,2190.2472,2193.7583,3.5111,"Y'all say it, but y'all don't say it. Now when females say, y'all be like,",1,1,21.0535594,21.04,40.5,16,4.556976446,"Y'all say it, but y'all don't say it, that what fema say I'll be like.",say it was doltaire's i'd be like,-142.3368988,Y'all say it but y'all don't say it. What female say I'll be like,0.886608422,you also say it was shot %HESITATION stated that one female say I'll be like ,0.47,"Y'all say it, but Shadow saying that with FEMA say I'll be like."
ATL_se0_ag1_f_02_1,1964,ATL_int_01,2204.5465,2206.8563,2.3098,be perfect for a lot of scenarios definitely.,1,0,28.96922001,28.56,24.75,15,6.494068751,Be perfect for a lot of scenario.,a lot of maria,-36.22964478,Perfect for a lot of scenarios.,0.88621521,D. parking for lotus and there were a ,0.51,Perfect for a lot of scenarios.
ATL_se0_ag1_f_03_1,66,ATL_se0_ag1_f_03,77.2796,79.3824,2.1028,"Um, my mom used to be a school teacher,",1,0,20.80248522,20.49,9.0,10,4.75556401,My mom used to be a schoolteacher.,my eschol teacher,-56.84746552,My mom used to be a school teacher.,0.952760756,%HESITATION my mom used to be a school teacher ,0.57,My mom used to be a school teacher.
ATL_se0_ag1_f_03_1,118,ATL_se0_ag1_f_03,148.3616,151.2211,2.8595,might be different type of music. People might act different.,1,0,15.00882526,14.81,7.5,16,5.595383808,Might be different type of music people might act different.,be different type of man people might admire,-97.21523285,Maybe different type of music. People might act different.,0.941273987,maybe different type of music people my act different ,0.65,Might be different type of music. People might act different.
ATL_se0_ag1_f_03_1,222,ATL_se0_ag1_f_03,293.1633,296.3392,3.1759,I didn't like it at first because I didn't know anybody and I didn't wanna be here.,1,0,13.5596039,13.44,8.0,25,7.871784376,I didn't like it at first because I didn't know anybody and I didn't want to be here.,i first because he didn't know anybody and i didn't want to be,-58.69258881,I didn't like it at first because I didn't know anybody and I didn't want to be,0.966346741,I don't like it at first because I didn't know anybody and I didn't want to be you ,0.83,I didn't like it at first because I didn't know anybody and I didn't want to be here.
ATL_se0_ag1_f_03_1,295,ATL_se0_ag1_f_03,398.7719,402.506,3.7341,"I mean I could walk, but I'd be dead by the time I get there . ",1,0,18.4166,18.37,13.25,15,4.017032217,I mean I could walk by me dead by the somebody get this!,enter but i omit,-76.6452179,By the time I get there.,0.614707828,I mean I mean that by the time I get ,0.46,"I mean, I could work by be dead by the time I gifted."
ATL_se0_ag1_f_03_1,352,ATL_int_01,483.5995,486.0062,2.4067,"might be too tall for it, but we'll try.",1,0,12.85653321,11.59,9.0,9,3.739560394,Might be too tall for we'll try.,,-15.39561749,"Might be too tall for it, but I will try.",0.885389209,my point since all sorts sure ,0.28,"Might be too tall for it, but I will try."
ATL_se0_ag1_f_03_1,447,ATL_se0_ag1_f_03,612.2269,616.6513,4.4244,"that you didn't see for a while come around. And it would just be like- you know, old times. It would be fun.",2,0,12.60110273,12.41,23.0,25,5.650483681,"That you didn't see for a while come around and it'll just be like old times, it'll be fun.",for a while come around and just be like you know all times i'll be fun,-94.64772034,"That you didn't see for a while, round, and it just be like, you know, what time you'll be fine.",0.84268409,that you can see for awhile come around and it would just be like you know all the time but we find ,0.65,"That you didn't see for awhile. Come around and it'll just be like you know, old times, it'll be fun."
ATL_se0_ag1_f_03_1,581,ATL_se0_ag1_f_03,793.1861,798.7556,5.5695,"So it be easy for you to maneuver in it, but if you're playing like a regular you know like, regular costume,",1,0,14.28496295,14.21,6.5,31,5.566029267,"So it be easy for you to maneuver in it, but if you're playing like a regular, you know, like regular costume.",so easy for you never in it but if you're playing like a regular you know like regular costume,-115.4560547,"So, it'd be easy for you to maneuver in it, but if you're playing like a regular, you don't like regular costume.",0.913455188,so it's easy for you to maneuver in it but if you're playing like a regular you know like regular costume ,0.82,"So it'll be easy for you to maneuver in it, but if you're playing like a regular, you know like regular costume."
ATL_se0_ag1_f_03_1,629,ATL_se0_ag1_f_03,868.8681,873.3794,4.5113,"you know, he approached these females, or whatever the case may be. So I really don't know. And",1,0,14.95341411,14.9,9.5,23,5.098308692,"You know, he approached these females or whatever the case may be, so I really don't know and.",now he approached the intimates or whatever the case may be i really don't know and,-91.04177856,"You know, he approached these females or whatever, the case may be. So I really don't know and",0.941587985,no he approached me females or whatever the case may be so I really don't know and ,0.88,"You know he approached these females or whatever the case may be, so I really don't know and."
ATL_se0_ag1_f_03_1,804,ATL_se0_ag1_f_03,1085.4792,1087.4517,1.9725,"A lot of stuff be on record too, so.",1,0,23.38107246,23.2,28.75,10,5.069708492,"A lot of stuff beyond record too, so.",a lot of stuff beyond record to ,-44.70999908,"A lot of stuff going on record to. So,",0.872632623,a lot of stuff be on record to so ,0.86,"A lot of stuff be on record too, so."
ATL_se0_ag1_f_03_1,815,ATL_se0_ag1_f_03,1105.6631,1112.9533,7.2902,"Um, I like scary movies. So if there's a scary movie on, or a scary show, I'm watching it. Like True Blood, that used to be my show. But it doesn't come on anymore.",1,0,19.17308781,18.94,10.0,43,5.898329264,"um I like scary movies so if there's a scary movie on our scary show, I'm watching it like true Blood. They used to be my show, but it doesn't come on anymore.",i like armories so if there's a ceremonie on our scary show in watching it like true blood that so be my show but it doesn't come on any more,-221.4586334,"I like scary movies. So if there's a scary movie on our scary show, I'm watching it like True Blood. They should be my show but it doesn't come on anymore.",0.921868384,%HESITATION I like scary movie so if this game will be on our skerry show I'm watching it like true blood they should be my show but it doesn't come on anymore ,0.78,"I like scary movies, so if there's a scary movie on or scary show I'm watching it like True Blood. They used to be my show but it doesn't come on anymore."
ATL_se0_ag1_f_03_1,969,ATL_se0_ag1_f_03,1305.3118,1308.1618,2.85,"I mean the money's gonna be good too, but, um,",1,0,14.65846449,14.61,5.0,12,4.210526316,I mean the money's gonna be good too but um.,money is going to be good too but,-34.96387863,"I mean, the money is going to be good too, but",0.867904723,I mean the money's gonna be good too but %HESITATION ,0.78,"I mean the money is gonna be good too, but uhm."
ATL_se0_ag1_f_03_1,996,ATL_se0_ag1_f_03,1335.161,1337.6502,2.4892,"at- at some point in life, that's gonna be me,",1,0,24.58006136,24.41,28.0,11,4.419090471,At some point in life that's Gonna be me.,some point leeson to be me,-71.8230896,"At some point in life, that's going to be me.",0.957313836,at at some point in life that's going to be me ,0.88,"At some point in life, that's going to be me."
