File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine
en_6183,32,B,253.48,257.62,4.14,but um I'll still be on a like a call up list if they need a dietician but  ,1,0
en_6183,41,A,270.25,274.43,4.18,it seems to be it seems to be cycling yeah ye-   ,2,0
en_6183,72,B,334.92,342.59,7.67,well you know too my mom even has this friend that came to visit her that was part of a family of she said either twenty or twenty one I said mom you got to be kidding she said no  ,1,0
en_6183,77,B,350,358.24,8.24,but I remember when I first met you though and you were real positive about the whole thing and I thought she wants to be a dietician she's crazy there's so many other things she could do  ,1,0
en_6183,93,B,388.34,396.37,8.03,and that's why I decided to cash in my chips when I had Colleen because I thought oh this is not going to change I can come back in ten years it'll be the same thing   ,1,0
en_6183,95,B,396.44,399.22,2.78, and she'll never be so cute again you know  ,1,0
en_6183,97,A,401.43,403.44,2.01,this will be the happiest time with  ,1,0
en_6183,98,A,403.66,408.49,4.83,the children in my opinion you know and you'll look back and be very glad that you did do it  ,1,0
en_6183,125,B,464.45,468.84,4.39,Friday it was something and I thought oh you got to be kidding me it's starting already you know   ,1,0
en_6183,132,B,478.14,486.14,8,I keep thinking too he's the eldest son so someday we're going to be responsible for all the grave blankets and I know this is long distance but sometimes you got to ask me to tell me  ,1,0
en_6189,123,A,321.14,324.03,2.89,even though it's going to be pretty cheap anyway   Mike said  ,1,0
en_6267,54,B,375.74,377.82,2.08,and convert so easily and and be able to do    ,1,0
en_6267,119,B,487.72,493.59,5.87,things like that just because you know they don't want to pay me overtime or whatever but nine o'- if nine o'clock strikes I should be able to get out   ,1,0
en_6267,165,B,582.32,587.05,4.73,you know be behind me and rag about how late it is and blah blah blah because I'm sitting there working   ,1,0
en_6282,28,B,170.13,171.3,1.17,how long you going to be in Miami?   ,1,0
en_6282,29,A,171.17,175.5,4.33,"I'm going to be here for a week, because I'm going to, first, I think a first couple of days Sarasota,   ",1,0
en_6282,42,B,197.86,199.07,1.21,oh how long are you going to be there?   ,1,0
en_6282,51,B,217.1,222.37,5.27,"oh yeah, I mean it dipped a little today, but it's really nice. That's really cool you're going to be here next week, that's great  ",1,0
en_6489,7,A,543.23,548.82,5.59,I know and now we're going to be in it will seem like we're in school longer but we're actually won't be we're just going to have more classes  ,2,0
en_6489,8,B,547.86,549.73,1.87,I know it'll be the same amount of time you know  ,1,0
en_6489,114,B,709.49,714.09,4.6,my dad has to go out and plow it today he got called into work he's not supposed to be working today  ,1,0
en_6489,187,A,833.41,836.78,3.37,Ours is going to be cancelled there's no way I mean there's already more than two inches  ,1,0
en_6912,5,B,136.99,139.04,2.05,be flexible with Lee's schedule  ,1,0
en_6912,16,B,158.5,161.18,2.68,she's she's supposed to be in first grade  so  ,1,0
en_6912,45,A,241.16,246.73,5.57,mhm well I don't want her to come home and be able to beat me now it's bad enough  I got beat by John   ,1,0
en_6912,46,B,245.46,250.56,5.1,oh let me tell you what Bill she'll be beating you big  time when she gets home   ,1,0
en_6912,50,B,253.35,257.1,3.75,yeah  well  you know she'll be twelve or thirteen  ,1,0
en_6912,52,B,257.58,263.35,5.77,and  that and she might be pretty and how old will you be let's not talk about that  ,2,0
en_6912,67,A,285.21,289.69,4.48, never really started but uh maybe by the time you guys come back again we'll be  ,1,0
en_6912,69,A,289.89,291.51,1.62,we'll be in the swing of it so  ,1,0
sw_4390,3,A,12.49,18.38,5.89, obviously it'd have to be i- an- we- what we have to decide on is whether is whether it's right for a certain crimes or not  ,1,0
sw_4390,36,A,251.05,255.88,4.83,um i don't know i think there there may have be one may still be one or two states that do,2,0
sw_4390,42,A,282.03,285.19,3.16, i mean regardless it should be quick and ,1,0
sw_4390,55,B,91.83,98.23,6.4,you know shoot that's uh i- you may be locked up but it's uh it's still room and board ,1,0
sw_4390,58,B,111.46,118.49,7.03,you know and in in y- it has to be uh i think you have to define that uh fairly uh  carefully ,1,0
sw_4390,60,B,123.48,130.15,6.67,that it ought to be is uh you ought to know exactly what's going to happen and there ought to be a time frame for it to happen,2,0
sw_4390,61,B,130.15,144.22,14.07,well in other words uh you put somebody on on death row and and you can go on for ten or fifteen years appealing everything you know there ou- there ought to be you know i'm not saying it ought to be like you know two weeks and then you're gone  but uh,2,0
sw_4390,62,B,144.22,150.1,5.88,there ought to be some sort of uh vehicle to uh make it uh expeditious,1,0
sw_4390,72,B,204.72,208.51,3.79,i mean that's be almost uh one uh one person's word against another,1,0
sw_4390,85,B,284.21,287.77,3.56,qui- yeah it should be quick and painless and uh i- ,1,0
sw_4484,46,A,271.57,277.03,5.46,an- that's gonna happe- you kno- they should have a way to be able to predict what's gonna happen to them ,1,0
sw_4484,48,A,284.5,289.58,5.08,and it's hard enough on little ones to be away from the parents,1,0
sw_4507,7,A,41.69,50.92,9.23, and so i have to be real careful how we handle the money  but um i- we yes we live from paycheck to paycheck too,1,0
sw_4507,31,A,171.94,179.55,7.61,i mean you know we're living a-   at a rate tha- which is barely getting by  until i graduate and then we'll be able to double our income,1,0
sw_4507,38,A,219.81,227,7.19, but- but even so i kind of budget like uh what i'll be able to p- afford even when i graduate how much those loans are gonna add up to be  ,2,0
sw_4507,39,A,227,230.6,3.6,you know so that i know exactly what i'll be p- owing,1,0
sw_4507,72,B,79.79,87.44,7.65,i mean i know theoretically how that happens but it would turn out to be like there would be negatives and it got pretty depressing  ,2,0
sw_4507,83,B,125.41,131.07,5.66,we've been kind of hit and miss i guess and we know when we have a bill that's fixing to be ,1,0
sw_4507,93,B,178.58,185.77,7.19,yeah that'll be great when you do my sister just graduated from medical college so i know that'll  that'll be great for you,2,0
sw_4520,1,A,0,9.37,9.37,well i used to be a teacher and i think there are many things wrong with the public school system and that's why i got out of teaching,1,0
sw_4520,8,A,50.73,55.66,4.93,of management that they used to be able to worry about,1,0
sw_4520,9,A,181.14,192.82,11.68,well i think n- the problem with that the problem i had because when i went into teaching i decided that i was just gonna be you know the perfect creative teacher and ,1,0
sw_4520,25,A,285.89,295.32,9.43,and they just told that the only way that these students would respond would be if i had a completely structured environment and i was miserable,1,0
sw_4520,31,B,60.93,73.51,12.58,i think teachers' main goal should be more instead of worrying about discipline is getting t- th- students or you know kids interested in learning because  as i can recall where i went to go go- to school um ,1,0
sw_4520,34,B,94.03,106.49,12.46, i don't know uh this might not be in your case but at least where i went to school uh a superiority complex where  they had to be always more intelligent than their students and it was impossible for students  they felt more intimidated ,2,0
sw_4520,36,B,111.88,123.68,11.8,doing this they would either you know ridicule the student or tell them to shut up or you know this is not what we're covering we're doing this and so certain kids who would be interested in exploring different er avenues where just basically shunted because,1,0
sw_4520,43,B,165.97,180.42,14.45, because you know if the teacher says don't do this and then kids do it and especially that age  they want to be a rebel so they're different they prove themselves by  you know uh um going against the establishment type of thing  uh what do you think,1,0
sw_4537,54,A,264.58,270.05,5.47,the mosquitoes yeah and all that kind of stuff but that's the only place i can sleep and be comfortable,1,0
sw_4537,92,B,194.17,205.22,11.05, well i- the only way i could bear it was to pass some to be asleep i was like well it's not gonna be- get over until you know w- w-  yeah it re- really i th- i think that's what ruined it for us,2,0
sw_4543,10,A,53.05,60.6,7.55,i guess uh one family activity that we would be um interested in would be tennis since both my husband and i are tennis players,2,0
sw_4543,24,A,145.18,152.95,7.77,um-hum that's nice that's so  i mean i'm so i'm so happy and fortunate that i can stay home with th- that i am gonna be able to stay home with mine,1,0
sw_4543,34,A,201.71,209.58,7.87,we're kind of thinking that some things to do with tiny babies would be like you say zoos petting zoos parks um ,1,0
sw_4543,35,A,209.58,214.19,4.61, take them to parks we're gonna try to do some traveling with them i don't know how that's gonna be,1,0
sw_4543,42,A,251.08,260.97,9.89,huh something must have scared him because i- because my baby is um pretty l- it lulls him it kind of calms him down to be in the car and i think that's normal yeah,1,0
sw_4543,44,A,267.38,269.26,1.88,yeah that could be,1,0
sw_4543,45,A,269.26,271.82,2.56,that could be because that's real unusual,1,0
sw_4543,69,B,133.42,147.18,13.76, right well see it was different when i brought up my kids i  well i didn't work full-time i worked the- i had usually par- a part-time job you know  and usually i was f- i'd be home you know when they came home you know it would ,1,0
sw_4547,17,A,81.29,93.42,12.13,yeah i'm sitting here in the worst position that i possibly could be in terms of taxes and  you know  renting um single uh twenty five  professional right,1,0
sw_4560,4,A,45.98,49.33,3.35,yeah it might even be enjoyable when the weather gets nice,1,0
sw_4560,46,B,41.41,46.64,5.23,it's it'll take a little while but  once it gets a little bit warmer i'll probably be going into it ,1,0
sw_4560,65,B,169.22,176.53,7.31,um but in the summer f- wh- uh when it's time for air conditioning  it won't be very here  very effective ,1,0
sw_4577,5,A,35.5,48.16,12.66, well i'm not really interested in that because that  requires all of your time and eventually i just want to be settled down  you know i'm not interested in going on the road or anything like that,1,0
sw_4577,7,A,60.45,68.54,8.09, right and i- my goal is to just really learn how to be a good teacher because uh there's not it's not that easy ,1,0
sw_4577,23,A,174.41,180.72,6.31,no i- right now i'm at a junior college but i'll be transfering to Stephen F Austin State University,1,0
sw_4580,2,A,14.04,21.71,7.67,and there's really not even a Soviet Union any more i mean it's disintegrated it so sort of a silly question to be asking um,1,0
sw_4580,14,A,73.39,85.27,11.88,right  i mean there's no doubt that because the weapons are there  that  we worry about the  you know if they could be sold on black markets to countries like Libya or  if um,1,0
sw_4580,41,A,240.2,247.84,7.64,the mayb- the bigger fear may be  those weapons falling into the hands of somebody we don't want them to p- you know we  we trusted  ,1,0
sw_4580,86,B,179.65,185.05,5.4, which seems to be happening i guess more freedom to- to travel over there and to- for them to come over here ,1,0
sw_4580,94,B,218.7,224.31,5.61,the- both sides having the weapons  is a deterrent supposed to be an aterr- deterrent itself ,1,0
sw_4601,14,A,96.71,103.41,6.7, there shouldn't be any problem i think you'll find that we can use up the five minutes about like the blink of an eye,1,0
sw_4601,26,A,224.43,238.82,14.39,uh  unfortunately my backpacking experience has not been as good  recently be- mainly because uh the type of camping i've been doing has been with the boyscouts  and boyscout backpacking is a far cry ,1,0
sw_4601,28,A,240.4,251.52,11.12, yeah uh actually last summer i had a chance to just take uh uh about one group of six and one group of seven  out on a single overnight and it turned out to be,1,0
sw_4604,53,B,26.5,33,6.5,uh over the entire United States i think even including Alaska where you might expect the cost to be higher,1,0
sw_4604,54,B,34.05,39.84,5.79, and i'm not exactly sure  what that can be attributed to i think it's a l- lot of it is uh,1,0
sw_4604,69,B,143.48,153.33,9.85,right the quality of education i think is is reasonably good i just think we're paying too much for it  my wife happens to be a uh  a learning disabilities consultant,1,0
sw_4604,73,B,175.47,188.84,13.37,we're really getting our money's worth for for helping these students i think they have to be helped in some way but i'm i'm  i'm just wondering whether the process is really efficient and that's just one of the kinds of uh  services that we're really paying for,1,0
sw_4604,80,B,264.98,279.28,14.3,sort of have inertia too they they accept what's given to them too by their experts their administrators and just pass it on  i don't think anyone's really gone into depth to try to uh see just what can be done to make it more efficient ,1,0
sw_4683,18,A,78.89,86.97,8.08, you know i try not to be too um into clothing and into makeup and things like that  um and i've gotten a lot better but uh,1,0
sw_4683,19,A,86.97,92.36,5.39,it's stuff the since i might be going into the peace corps i- i'm not even buying clothes  but uh,1,0
sw_4683,41,A,184.09,185.91,1.82, having to be real ,1,0
sw_4683,76,B,120.96,124.33,3.37,so then i'll be wearing more of- business style clothing ,1,0
sw_4686,80,B,223.37,231.22,7.85, it wouldn't yeah it wouldn't do any good to for it to be an amount like where i work now it- you can get that independently you can get that kind of insurance ,1,0
sw_4689,10,A,55.68,60.17,4.49, s- my time with them is not what i'd like it to be actually i get to spend  ,1,0
sw_4694,7,A,21.37,30.19,8.82,but um i've got a- a girlfriend whose grandfather has already made all kinds of arrangements if he needs some sort of long term care he'll be able to get it ,1,0
sw_4694,19,A,88.23,96.14,7.91,i know here in Raleigh recently  in Wake County around Raleigh um there was one nursing home that th- was going to be closed ,1,0
sw_4694,30,A,144.07,151.59,7.52, i think that would be one of the best things you could do and and i don't know one thing with me is i just try to r- rely on my gut reaction,1,0
sw_4694,37,A,176.47,188.23,11.76, and hopefully there'll be somebody to take care of us you know where we won't have to go into a home but  my my dad says that what h- there's five of us kids and he says that he's gonna spend two months of the year with each of us ,1,0
sw_4694,81,B,104.68,115.74,11.06,yeah it does because if  you just think if your own family don't want to be bothered with you what about someone else course they getting paid of course,1,0
sw_4694,102,B,217.49,225.36,7.87, is a plus because if it was me i f-  if i ever got to to that shape or got to that age i just felt i'd be a bother to people ,1,0
sw_4776,19,A,128.08,136.85,8.77, and it's supposed to be really good but  i don't know i like something that's cheap and that's relaxing as well as good for you,1,0
sw_4776,70,B,136,144.32,8.32, yeah walking fits that i mean i figure when i go back to uh getting some aerobic exercise it'll probably be walking instead of running ,1,0
sw_4776,85,B,223.57,230.33,6.76, that may that may be me too i uh  the only one i ever really enjoyed was uh frisbee golf,1,0
sw_4776,86,B,230.33,244.13,13.8,you know that's you know and and i got to be pretty good with a roommate of mine in college he was competitive but he toned it down when we were going out and playing  and so it was more of a challenge to myself you know a golfer is mainly trying to get your score down,1,0
sw_4824,34,A,200.02,207.24,7.22,and yeah i- i'm sort of in the same positioning it would be nice we'd now have a Nissan ,1,0
sw_4824,38,A,223.99,233.05,9.06, might be useful on a on a somewhat smaller scale  uh it wouldn't overcome a couple of thousand dollars worth of difference in price for the same features though,1,0
sw_4854,11,A,46.37,50.6,4.23, i'll be have to be  somebody have to be ,3,0
sw_4854,39,A,214.31,222.98,8.67,it's still a bit cold up here yeah i wouldn't it wouldn't be it's not you wouldn't freeze to death but you'd need lots of blankets to keep warm the way it is right now,1,0
sw_4854,61,B,43.98,47.57,3.59,uh i guess they're a lot easier now than they used to be,1,0
sw_4854,75,B,118.35,126.04,7.69,yeah yeah my husband's be- he- he's been in Miami and now he's in Hou- i'm here in Dallas getting ready to go down to Houston and he's in Houston right now  ,1,0
sw_4854,80,B,146.98,161.25,14.27,a lot of places like we- we lived in Oklahoma for a while we- that's where i we're from actually Oklahoma  and if you went to a lake it was busy i mean so busy you know you couldn't hardly ski because the water'd be all chopped up because there was so many boats on the water and  s- ju-  but here,1,0
sw_4910,3,A,6.73,12.76,6.03,i mean yeah i think you know uh it'd be nice especially like you know when people are kids are going to college they should do some public service,1,0
sw_4910,36,A,182.22,191.2,8.98, i don't know i i think it- a lot of it's just you know see how other people live i mean you know i  i tend to be you know in in my own circles of friends and ,1,0
sw_4910,58,B,24.05,28.41,4.36,i think you just about have to be away from home for a full year,1,0
sw_4910,59,B,28.41,36.53,8.12,under less than ideal conditions   to learn some of the uh a- u- you know lessons that really need to be learned ,1,0
sw_4910,61,B,39.12,50.03,10.91,twenty six you're young enough so you might have been affected right  so yeah i really i really feel that um if every kid had to be away from home,1,0
sw_4910,69,B,77.98,81.17,3.19, but um yeah i th- i think it would be wonderful,1,0
sw_4910,88,B,175.31,178.7,3.39, what what sort of things might you feel would be uh ,1,0
sw_4910,94,B,209.09,214.94,5.85, well i- i personally feel that six weeks of basic training ought to be the- a mandatory part of this year,1,0
sw2001A-ms98-a,13,A,56.957,65.593625,8.636625,right right and does it does it change i guess um you can can you judge like  depending on what you think you'll be doing that day,1,0
sw2001A-ms98-a,23,A,105.06875,112.05175,6.983,uh other times it could be very casual if you knew you would be at a desk  day and nobody would see you  um,2,0
sw2001A-ms98-a,30,A,162.04225,176.97825,14.936, that's true so um do they were were there um are you allowed to um be casual like if it was summer were were you allowed to wear sandals and those tha-  not reall-,1,0
sw2001B-ms98-a,49,B,213.4715,225.878375,12.406875,y- yeah but there's really no written rule i guess they couldn't write that down that might be discrimination or something i don't  i mean i've never been told what to wear or what not to wear,1,0
sw2005A-ms98-a,13,A,97.97125,112.2395,14.26825,um-hum yeah probably the hardest thing in in my family uh my grandmother she had to be put in nursing home and um she had used a walker for for quite sometime probably about six to nine months and um,1,0
sw2005A-ms98-a,38,A,307.412625,312.840875,5.42825,um i- i- i think it would be it was more of a relief for her,1,0
sw2005A-ms98-a,56,A,408.49225,417.43075,8.9385,you know that that it may be one of the solutions to a lot of things e- e- even child care you know i mean of course there there comes other issues you know whether or not,1,0
sw2005A-ms98-a,57,A,417.43075,426.95075,9.52,any of the grandparents          they're gonna be a good caretaker for our children but i mean they raised us after all,1,0
sw2005A-ms98-a,62,A,454.48475,463.98475,9.5,money seems to be too big of an issue wi- with with with with with what's going on today and i i think i think that we may not you know that may be,2,0
sw2005B-ms98-a,3,B,21.679,32.549,10.87,i'd be very very careful and uh you know checking them out uh our had t- place my mother in a nursing home she had a rather massive stroke about uh,1,0
sw2005B-ms98-a,8,B,56.448,65.94675,9.49875,had fell and needed to be you know could not take care of herself anymore was confined to a nursing home for a while that was really not a very good experience uh,1,0
sw2005B-ms98-a,9,B,65.94675,71.492875,5.546125,it had to be done in a hurry i mean we didn't have you know like six months to check all of these places out,1,0
sw2005B-ms98-a,14,B,88.273375,100.422125,12.14875,you know is there something else we could have done you know in checking out all the places that uh might be available course there's you know there's not one on every corner especially in you know smaller areas smaller towns,1,0
sw2005B-ms98-a,63,B,250.11325,255.5985,5.48525,and uh fortunately we agreed you know on exactly you know what we thought should be done,1,0
sw2005B-ms98-a,78,B,321.7255,323.755125,2.029625,um-hum that'd be tough,1,0
sw2006A-ms98-a,8,A,73.063125,82.592875,9.52975,from what i've heard that everything would be in in you know a confined kind of incinerator and just burn it all up and that we won't be polluting the air i'm sure we have to have,2,0
sw2006A-ms98-a,63,A,400.902625,415.230125,14.3275,yes it's a heck of a lot different i mean w- we used to be really embarrassed about the gray metal desk we were about the only place in you know TI that had the gray metal desk people used to come and laugh and go gee i hadn't seen one of those in ten fifteen  ,1,0
sw2006B-ms98-a,42,B,370.847125,384.842625,13.9955,expenditures because_1 it can get very expensive but i think we you know we do all kinds of things to make the the the world a better place to live and i think some of the folks that aren't aware of it will be surprised at how much effort and energy is put into doing that i really would ,1,0
sw2007A-ms98-a,96,A,413.600125,419.770875,6.17075,yeah um i don't know you know used to be a lot of states had uh,1,0
sw2007B-ms98-a,8,B,39.450875,44.331875,4.881,i wonder when they're gonna what they'll be able to use in pro- in place of Freon,1,0
sw2007B-ms98-a,15,B,77.52025,83.611625,6.091375,be it electrical as in your home refrigerator or propane as the one on the ship that you said,1,0
sw2007B-ms98-a,16,B,83.611625,90.47075,6.859125,uh you had and uh somehow cr- heat must be created that Freon,1,0
sw2007B-ms98-a,29,B,154.115125,160.145625,6.0305,and therefore you won't be able to just pull in anywhere to or you wouldn't even be able to do it yourself at home,2,0
sw2007B-ms98-a,34,B,185.361875,190.504,5.142125,spending summers at my grandfather's place and i'd be running around with nothing but a bathing suit,1,0
sw2007B-ms98-a,83,B,406.632125,412.878875,6.24675,i've often wondered about the LA now that's supposed to be about the worst c- city in the country i guess for,1,0
sw2007B-ms98-a,112,B,554.862375,560.0765,5.214125,uh the induction ports and and etcetera etcetera whatever needed to be changed over,1,0
sw2007B-ms98-a,117,B,583.129,587.422375,4.293375,now could be that we could do the same thing that they're doing out in California,1,0
sw2008A-ms98-a,34,A,142.523375,144.6145,2.091125,oh yeah it'll be comfortable,1,0
sw2008A-ms98-a,42,A,175.259,186.6005,11.3415,i'd like to be able to wear those here today it's eighty eight degrees so  needless to say my sweaters have been hung in the closet for quite a while ,1,0
sw2008B-ms98-a,31,B,136.632875,143.529,6.896125,it's one of those skorts you know the the it's shorts but it looks like a skirt so i think that'll be good for work too,1,0
sw2009A-ms98-a,49,A,250.935,265.64,14.705,and it'd be nice if we had a big ole motor home and that way i could load up the rest of the wives and go to wherever the football game is and have someplace to sleep without spending big money for a hotel and and park it outside of the stadium and have a good ole time,1,0
sw2009B-ms98-a,60,B,271.861125,277.566,5.704875,so it it it it's a it can be really handy to have a camper just,1,0
sw2010A-ms98-a,10,A,29.474125,32.839,3.364875,could be i- i haven't been to South Dakota ,1,0
sw2010A-ms98-a,18,A,51.060125,65.695625,14.6355,that's true i agree with that um i- i noticed yesterday in the paper something said that it i think it's been nominated for twelve awards and and all the critics initially said that you know it wouldn't go anywhere that it was just going to be a dud so it it has surprised everybody,1,0
sw2010A-ms98-a,44,A,183.507,192.89425,9.38725,i think that i think he really his heart was in it but i d- i don't think he really knew it was gonna be as big as it was i think it was something that he really wanted to do,1,0
sw2010B-ms98-a,31,B,178.918625,184.251625,5.333,uh the question is did he did he really know it was gonna be good or did he just do it,1,0
sw2012A-ms98-a,6,A,43.224125,48.247,5.022875,finds out information about you that should be private uh does not seem uh,1,0
sw2012A-ms98-a,13,A,79.75025,83.967875,4.217625,right it turned out to be uh uh an invitation ,1,0
sw2012A-ms98-a,29,A,171.457875,180.1215,8.663625,well presumably those who find out such information if they are doing it i would prefer to not to be known and i mean you know the classic,1,0
sw2012A-ms98-a,59,A,330.49925,341.706875,11.207625,uh you know just like software is only given out to customers i mean you can't believe that  it would it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering,1,0
sw2012A-ms98-a,62,A,357.24575,366.996125,9.750375,and that hacker just has to get into in touch with a sneak thief and suddenly and then what started as an invasion of privacy can be you know an invasion of your actual home,1,0
sw2012A-ms98-a,87,A,519.39125,532.657875,13.266625,there's hope i actually for all for the time i've spent there i still don't quite understand how certain things that i assume and require privacy and require not just that you be alone but actually that you have a sense of privacy,1,0
sw2012A-ms98-a,88,A,532.657875,538.311,5.653125,because_1 anyone can be alone for oh some period of time but for me a lot of what i do requires a sense that,1,0
sw2012B-ms98-a,4,B,66.66,80.142,13.482,so my immediate reaction was one of that sense of invasion but after that i realized no i i really wanted this and it was sort of exciting and so that was almost an example of a si- an invasion that turns out to be not invasive,1,0
