File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine
sw2006A-ms98-a,41,A,266.482375,273.270875,6.7885,well i know from some of the sites that we've had done quite a list of sites that have gone bad and you have to clean up and,1,0
sw2006B-ms98-a,14,B,113.193625,125.592625,12.399,and a lot of their rules and regulations aren't real clear so we have our manager of environmental who assist the TACB which is located in Austin in writing and hey look what we've done here at TI,1,0
sw2007A-ms98-a,67,A,286.358875,290.876375,4.5175,y- you pr- you probably did less harm than what the water would have done though ,1,0
sw2007B-ms98-a,99,B,483.578125,486.104875,2.52675,and yet they haven't done a thing to them,1,0
sw2009B-ms98-a,2,B,0.629375,3.41975,2.790375,have you done a lot of camping recently,1,0
sw2009B-ms98-a,20,B,77.55775,87.275375,9.717625,oh no no  i've done it but it's not fun  you don't want to do it for like three weeks at a time that's for ,1,0
sw2010B-ms98-a,44,B,262.680125,268.085375,5.40525,i don't know how long this conversation is supposed to go but we're at about five minutes i should think we've done enough,1,0
sw2015A-ms98-a,16,A,83.37125,86.945125,3.573875,what i would love to see done to stop all of this,1,0
sw2017B-ms98-a,21,B,108.03425,117.692,9.65775,but uh we've done uh you know in order to maintain ours we've done some remodeling and stuff you know just to to kind of change do some some little changes occasionally so,2,0
sw2018B-ms98-a,73,B,288.95275,302.09075,13.138,um-hum oh yeah i have to plan way in advance because or what i've done is found like doctors' and dentists' office with extended hours that's been real helpful too like my doctor stays open till nine in the evening,1,0
sw2018B-ms98-a,74,B,302.09075,314.40275,12.312,so that's real helpful so you don't  you know have to do it during office hours run out on your lunch hour i don't know how many times i've done that to do  post office or the bank or any uh kind of errand ,1,0
sw2020B-ms98-a,15,B,77.84125,90.70675,12.8655,i i like music that is that that i feel if it's performed correctly or if it's done right or if the version is done  i like it but if it if it's not then i won't  i i really don't,2,0
sw2022A-ms98-a,4,A,19.043,26.21875,7.17575,and then basically since then what i've done is is keep track of it through the checkbook so that based on,1,0
sw2022A-ms98-a,32,A,181.013375,189.96125,8.947875,yeah mostly what we're doing we've worked  we've done the uh CODA account with TI where they we put in so much a month and then they or so much a paycheck and then they  match it,1,0
sw2022A-ms98-a,38,A,223.2375,230.974,7.7365,yeah  the other thing that we've done that that was really nice to see we had one of the financial companies um,1,0
sw2022A-ms98-a,48,A,288.3425,300.274625,11.932125,that's the other financial thing i guess that we've done is with our life insurance is since i'm at home now is is figuring out uh what we would need if something happened to my husband or what he would need if something happened to me,1,0
sw2022B-ms98-a,52,B,270.677125,283.49925,12.822125,uh-huh that sounds interesting we've never done any- we have you know just our our life insurance guy has come out you know and he's set up uh  you know determined how much we need to ,1,0
sw2027A-ms98-a,79,A,551.735375,565.483875,13.7485,yeah this is this is kind of a fun project i've done i've done some of the other speech programs but we've never got to talk to another person it was always just talking to the computer so this is a little different,2,0
sw2027B-ms98-a,49,B,357.636375,371.495375,13.859,i- i am i work faster i get things done faster than when i'm in a dress and heels you know i it and it's weird but i it's i do i i can i can get so much more done if i'm dressed comfortable you know ,2,0
sw2032B-ms98-a,4,B,6.516,13.204,6.688,oh i guess the stuff that was done more in the seventies  because_1 that's,1,0
sw2035A-ms98-a,71,A,294.05225,297.658,3.60575,well i think i don't know if we've done five minutes but i'm sure that'll be,1,0
sw2038B-ms98-a,32,B,299.347375,308.298625,8.95125,Central American leaders that uh a- are that are mostly democratic have done some pretty terrible things so it's uh,1,0
sw2041A-ms98-a,16,A,60.13275,65.949125,5.816375,like um i've never done aerobics or any sort of structured this is my exercise time,1,0
sw2041B-ms98-a,31,B,204.49675,213.56725,9.0705,oh i didn't realize that i'm sorry well i'm in Texas i- i just assumed that i had this is the first call i've done and i didn't realize that they had were going to ,1,0
sw2053A-ms98-a,76,A,243.858875,255.3035,11.444625,there's  bit off a couple of large projects baby afghans and got one done and i think the other one's gonna the child is gonna be in high school before i get ,1,0
sw2053A-ms98-a,84,A,291.91725,295.92575,4.0085,they know that i had done it in the colors that they had decorated the uh,1,0
sw2056B-ms98-a,91,B,338.85375,344.6655,5.81175,i don't know what we've done to solve any of this  but i've enjoyed talking with you,1,0
sw2060A-ms98-a,69,A,322.533375,332.75675,10.223375,so if we've done our three minutes let's just let the conversation end and say bye     to you too bye-bye ,1,0
sw2060B-ms98-a,71,B,296.226375,300.976125,4.74975,let's see i've i've i've never done this before i mean i've never ,1,0
sw2064A-ms98-a,5,A,7.174125,13.364,6.189875,well yes of course we do have capital punishment and we've you know done away with our quote fair share number,1,0
sw2065A-ms98-a,9,A,53.506875,59.867125,6.36025,and most of them joined the Red Cross and it was done internally i just there was very little external i think,1,0
sw2071B-ms98-a,42,B,181.532375,190.931625,9.39925,no but on the other hand i guess too uh whenever you do have to have some major work done on one of those it costs a fortune,1,0
sw2071B-ms98-a,56,B,263.101375,270.447875,7.3465,you know we've had some work done on them_1 but it's not too bad and the reason one of the reasons we um,1,0
sw2072B-ms98-a,10,B,83.0805,93.7235,10.643,i've yeah i've done it before and when i was in h- in high school and college and thoroughly enjoyed it and and it's really a a blast my wife hates it but that's the way life is i guess,1,0
sw2080A-ms98-a,4,A,4.41475,14.27275,9.858,well yeah i like to do a little remodeling work and in older homes and stuff i just bought a home two years ago that's about sixty five years old and we've done a little work on it,1,0
sw2080B-ms98-a,26,B,119.559125,127.559875,8.00075,yeah that that's done some where they're actually create a a single piece that is the trust,1,0
sw2082B-ms98-a,15,B,97.06375,104.08425,7.0205,and uh he had to have a lot of work done on it before it would meet you know the emissions and he went to several places,1,0
sw2083A-ms98-a,26,A,81.11625,83.87775,2.7615,yeah i've done some of that,1,0
sw2085A-ms98-a,54,A,250.98175,255.252125,4.270375,well that's easier done in a company than it is in uh school teaching,1,0
sw2086A-ms98-a,16,A,94.89375,96.366,1.47225,all done in advance,1,0
sw2086A-ms98-a,83,A,385.190125,386.79,1.599875,well have we done our ten minutes,1,0
sw2089A-ms98-a,137,A,540.422125,546.750875,6.32875, some of them_1 it takes a little while to get them to do what what you think they ought to be done,1,0
sw2089B-ms98-a,2,B,2.8485,14.105875,11.257375,a little bit i have not uh have not done a lot of fishing in the last uh couple of years anyway but uh i like to fish so i i've i take fishing magazines and read and watch fishing  ,1,0
sw2089B-ms98-a,130,B,546.26,554.784375,8.524375, one thing uh in fishing that i have not ever  have not done and i'm not really sure what they mean i guess is when they're talking about,1,0
sw2090A-ms98-a,5,A,19.22325,29.6385,10.41525,uh piece of yarn and i wanted to start something so i remembered something i learned i think when i was five years  so i kept doing that and now i have a little blanket but that's all i've done ,1,0
sw2090A-ms98-a,58,A,179.105125,187.71525,8.610125,yeah i sang at one last summer um it was my first wedding i've done um little commercials and background singing and,1,0
sw2090A-ms98-a,59,A,187.71525,198.213625,10.498375,um i sang all through college and things like that but i really haven't done anything really professional perse but i did one wedding last year and uh,1,0
sw2090B-ms98-a,5,B,32.93525,37.4415,4.50625,made a few things but i haven't done it in so long that i probably wouldn't remember ,1,0
sw2090B-ms98-a,32,B,126.129,129.952625,3.823625,so unless the kids are asleep i don't get usually get much done either ,1,0
sw2090B-ms98-a,36,B,141.917,149.152125,7.235125,it just takes a long time to get it done but you know once you've done something like that it kind of makes you feel good to to see it but,2,0
sw2090B-ms98-a,91,B,317.114875,323.039875,5.925,i don't know i've only done this one other time and i thought that the man told me five minutes so,1,0
sw2091B-ms98-a,48,B,389.222,399.094,9.872, historically you think of cars being done by Ford and such so you don't want to think about a car now designed by a woman huh,1,0
sw2108B-ms98-a,6,B,32.0155,40.719875,8.704375,no where as far as wind breaks go and and we had secured tents real well even if we had done it in the dark at eleven o'clock at night,1,0
sw2108B-ms98-a,53,B,383.496875,395.78125,12.284375,and uh he sat in his car most of the time and and uh listened to his tapes and fortunately he didn't keep them crank them up too loud but he uh he stayed in the car and did what he could have done at home as it were,1,0
sw2110B-ms98-a,85,B,458.7995,462.07,3.2705, do you know anybody that's ever done ,1,0
sw2111A-ms98-a,76,A,330.1095,338.606625,8.497125,what i've done in the past i don't have any now but i would buy some cheap wallpaper from somewhere and cover those nice boxes with the lids,1,0
sw2113B-ms98-a,93,B,294.752625,299.77475,5.022125,okay well i think we're we're we've done okay  well thank you for calling,1,0
sw2118B-ms98-a,9,B,50.8085,64.036125,13.227625,right oh they've really done uh good job of keeping everybody informed of what's going on sometimes i've wondered if it wasn't almost more than we needed to  ,1,0
sw2125A-ms98-a,3,A,21.332375,24.900375,3.568,no i've never done a canoe trip that sounds interesting,1,0
sw2125A-ms98-a,14,A,115.601625,128.79425,13.192625,i guess that we haven't done it since my kids were born so about three years ago and that was a new experience to me but i enjoyed it i like being able to go back up into the mountains or you know where the trail didn't necessarily lead and where you couldn't necessarily pitch a ,1,0
sw2125A-ms98-a,20,A,155.7835,159.133125,3.349625,yeah so you haven't done that before,1,0
sw2130A-ms98-a,43,A,223.616875,233.801125,10.18425,uh uh today the Turks uh agreed to support the Kurds which is something they've never done before and uh,1,0
sw2130B-ms98-a,46,B,203.6545,208.88725,5.23275,well had had we done a frontal assault it probably would have worked more to his favor,1,0
sw2131B-ms98-a,40,B,180.275375,187.080125,6.80475,yeah oh yeah i've i've done i've done that at church too haven't done that in a long time ,3,0
sw2137B-ms98-a,4,B,19.466125,27.880625,8.4145,there have been so many people that have done it and i've talked with several and i think they've gotten a lot out of it,1,0
sw2137B-ms98-a,6,B,29.4095,37.5215,8.112, not right now but i have done uh Red -/Cross] Cross work and uh i've taught CPR training,1,0
sw2139A-ms98-a,85,A,376.314625,383.70325,7.388625,even though it's friends calling sometimes you just feel like this is my quiet time i need to get things done and the phone ringing bothers me but that's,1,0
sw2139B-ms98-a,98,B,439.251125,442.149875,2.89875,now what i have done is,1,0
sw2141A-ms98-a,115,A,421.41675,423.98,2.56325,departure from what she's done before,1,0
sw2145A-ms98-a,109,A,495.995875,502.12825,6.132375,well i think we've done it  thank you very much it's been interesting,1,0
sw2145B-ms98-a,94,B,496.017125,501.53275,5.515625,well i think we're about done okay uh good bye,1,0
sw2150A-ms98-a,41,A,153.459125,167.307375,13.84825,you know but just like if a man and wife is fighting and he kills her that he shouldn't die because it might been accident or you never know what you know what what they done went through together should i say,1,1
sw2150A-ms98-a,108,A,457.731375,471.996875,14.2655,but uh you know it's something that has to be done to me if they bring kids into it because now kids are killing and so they going to have to do something with the death penalty or to scare these people i think that's the whole thing they're not scared they know they're not going anywhere,1,0
sw2150A-ms98-a,112,A,489.264,499.997,10.733,but originally in LA they people die all the time just from being in the way at the wrong place you know see you know but i think something should be done for them,1,0
sw2151A-ms98-a,22,A,138.984,147.598875,8.614875,i think that yeah i think that we need to really address what we've done here and and then perhaps even a six month tour overseas that gives a much broader outlook,1,0
sw2151B-ms98-a,23,B,96.984375,102.14675,5.162375,oh they're just not um once they get into junior high they just not done anymore ,1,0
sw2151B-ms98-a,30,B,120.15025,124.596125,4.445875,yeah but there's a lot that can be done right here in this country too,1,0
sw2151B-ms98-a,32,B,136.30425,140.122375,3.818125,but uh since there is much that needs to be done here,1,0
sw2153A-ms98-a,111,A,508.491875,512.739,4.247125,now that we've done our conversation for tonight ,1,0
sw2154B-ms98-a,24,B,154.583625,164.802875,10.21925,radio seems to have a full platter or full plate of different things that they need to get done they're maybe they're a little more efficient,1,0
sw2157A-ms98-a,21,A,45.745375,49.992,4.246625,yeah has Herschel Walker done much for them,1,0
sw2157A-ms98-a,79,A,356.352375,358.82525,2.472875,yeah i've done that once or twice,1,0
sw2157B-ms98-a,71,B,325.487875,327.848875,2.361,um i'm done,1,0
sw2157B-ms98-a,78,B,349.752875,353.393625,3.64075,oh we i've always ran out of time ever since i've done this,1,0
sw2160A-ms98-a,69,A,369.28425,381.314875,12.030625,okay in one part the guy goes out of jail and within uh two months he had all his house payments done everything paid and you know and he had enough money to you know it's like,1,0
sw2161A-ms98-a,8,A,52.35875,62.59575,10.237,and apart of that we haven't really done much of anything except for uh separating your newspapers and taking those to uh an area that they've designated um,1,0
sw2161B-ms98-a,27,B,156.161,161.958375,5.797375,as far as you know should more be done i think there's i think there's always more that can be done,2,0
sw2163B-ms98-a,9,B,32.2475,35.48625,3.23875,i've done pretty good at it,1,0
sw2164A-ms98-a,26,A,103.6125,110.227125,6.614625,i think she probably had a lot of influence on them and they probably would have never done something like that,1,0
sw2164A-ms98-a,35,A,128.67775,133.86475,5.187,hung or you know i- in other words i believe that they should be punished and done away with,1,0
sw2168A-ms98-a,60,A,272.2295,279.269375,7.039875,well you know he did  supposedly cut administrators but what they've done is create other offices for those same people,1,0
sw2171A-ms98-a,4,A,9.357125,13.896875,4.53975,i know i haven't done any Peace Corps service and,1,0
sw2171A-ms98-a,78,A,324.338,329.776,5.438,i guess i suppose there's a few people that have done it at that point in their lives,1,0
sw2171A-ms98-a,90,A,370.57675,374.810625,4.233875,i don't know anybody that's that done that either so,1,0
sw2171A-ms98-a,98,A,413.157625,416.170125,3.0125,oh i've done maybe four or five,1,0
sw2171B-ms98-a,4,B,21.62875,28.883375,7.254625,no the the only people i know that have done anything remotely like that are people that have gone to be missionaries,1,0
sw2172A-ms98-a,8,A,15.6815,21.201375,5.519875,uh-huh i've had some roses out in my backyard too and they've done real well i was surprised,1,0
sw2172A-ms98-a,160,A,558.77675,562.324125,3.547375,huh ours haven't done anything yet this year,1,0
sw2172B-ms98-a,78,B,315.1335,320.58775,5.45425,but there the majority really haven't done anything with their yards this neighborhood is is four years old,1,0
sw2172B-ms98-a,136,B,561.91875,568.357875,6.439125,i have a crepe myrtle tree in the backyard that still hasn't done anything and i'm kind of wondering what kind of shape it's in right now,1,0
sw2173A-ms98-a,73,A,288.24675,302.903875,14.657125,it is pretty good i've watched it maybe five or six times just that it comes on kind of late on Thursday nights and sometimes i'm trying to get things done and get in bed so i can go to work of of course for you it probably comes on really late on Thursday night come to think of it ,1,0
sw2180A-ms98-a,15,A,121.318375,132.697375,11.379,and they were being the judge was being especially careful that everything was done correctly so there couldn't be a a mistrial of any kind uh the uh,1,0
sw2180B-ms98-a,11,B,67.297875,76.9485,9.650625,right now though it's it's so difficult because there's so few courts to to get anything really done as you know you spent you know a whole summer on one trial,1,0
sw2181A-ms98-a,14,A,71.265625,78.965125,7.6995,and yeah he did some clever things but given the size of the house and how clever the kid was it seems to me they could have done a lot more,1,0
sw2185A-ms98-a,2,A,0.834875,6.5,5.665125,well  i was just looking around my house and thinking about the painting that i've done,1,0
sw2185A-ms98-a,8,A,43.73975,47.158875,3.419125,but i'm glad it's done because it's brighter,1,0
sw2185B-ms98-a,49,B,230.2035,242.275375,12.071875,i i grew up on a farm so i i've i've messed with outdoor painting a little bit uh but most of that it was done with a sprayer and uh up in the bucket of a loader tractor or something like that so it,1,0
sw2185B-ms98-a,80,B,406.994125,416.482,9.487875,i find myself going to work knowing that that there's a job about half done at home and i really if i would if i'd just stay home and finish it i'd feel a lot better but uh,1,0
sw2185B-ms98-a,81,B,416.482,425.480875,8.998875,i'm i'm starting to learn that there's always something else so that you could  once you get done you can always start over and and you can make up all kinds of excuses so uh ,1,0
sw2187A-ms98-a,28,A,162.99375,173.463375,10.469625,yeah you probably get this probably pretty sticky after you get done then you've got to drain the water out of the watermelon because you know when you scrape it it makes the water,1,0
sw2189B-ms98-a,59,B,305.67475,314.35275,8.678,oh you know uh i had to start out doing it i done it about five times and then uh here lately they i've been letting them_1 catch me,1,0
sw2190B-ms98-a,102,B,554.89275,556.399125,1.506375,they've done a lot,1,0
sw2191A-ms98-a,4,A,16.308875,23.7235,7.414625,fulfilling my obligations so i haven't done a lot of uh exercise on purpose what about you,1,0
sw2191A-ms98-a,73,A,328.223,335.43475,7.21175,so but i haven't done it but i'm going to try it well you have a good night we'll see you bye-bye,1,0
sw2195B-ms98-a,14,B,57.624625,63.879875,6.25525,give their uh input as to what they think need to be done and then maybe he can go from there,1,0
sw2196A-ms98-a,33,A,276.682375,288.706375,12.024,it tends to uh go to the extremes of being dry or being moist and it it's done a little bit of a foundation damage that uh most of these houses get no matter how much watering we do,1,0
sw2196A-ms98-a,59,A,414.711,420.927625,6.216625, we've got one that's done that uh we've been pretty fortunate most of our neighbors have had many more um,1,0
sw2196A-ms98-a,60,A,420.927625,430.004875,9.07725,i don't know that we've done anything different to prevent ours from doing that but most of our neighbors have ended up replacing them_1 uh buying some nice Anderson windows or some,1,0
sw2198B-ms98-a,66,B,321.987,325.96375,3.97675,yeah so i think uh but i think it's supposed to be well done,1,0
sw2199A-ms98-a,51,A,196.239375,202.5575,6.318125,right yeah that jeez i never thought of that because see here our growing season is basically done,1,0
sw2199A-ms98-a,53,A,210.058875,215.53525,5.476375,but normally everything's done by September end of September means you're basically done growing anything,2,0
sw2199B-ms98-a,22,B,97.0635,101.37025,4.30675,yeah container gardening is really pretty easy because_1 i've done some of it before,1,0
sw2199B-ms98-a,39,B,162.217125,171.002625,8.7855,even through the winter that uh y'all can't grow we can start i can start a garden in July i've done that and and plant some of the uh,1,0
sw2201A-ms98-a,12,A,47.670125,59.73325,12.063125,well that's true i- i agree that there should be something done about people that drink alcohol because i'm sure that there's people that drink and come to work especially on a second shift or third shift,1,0
sw2201B-ms98-a,23,B,84.602375,96.854125,12.25175,you know substitute something else for maybe what they would have done a lot of people i don't i personally don't smoke pot but a lot of people do and they do it in their own time at their at their at their own place,1,0
sw2205B-ms98-a,36,B,284.78,299.497125,14.717125,well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then,1,0
sw2220A-ms98-a,91,A,579.152125,588.17775,9.025625,everybody is wanting to go on an- and get the sentence done and if you're trying to hold out you know there's so much pressure on you and you've got to come up with a decision,1,0
sw2222A-ms98-a,58,A,220.9675,231.019625,10.052125,and so i mean i- i had never done that before and it's it's so much fun because you can hit harder and land harder and it doesn't matter because it's snow and yeah,1,0
sw2222B-ms98-a,45,B,149.841125,157.384125,7.543,yeah yeah and uh it just seems like it should only be done in cold ,1,0
sw2224A-ms98-a,101,A,499.757125,509.5445,9.787375,no i don't believe so i don't believe he's going to be able to get the job done in Denver he's going to run up some big numbers and stuff but i don't believe he's going to get the job done there because Den- simply because Denver is not not the,2,0
sw2224B-ms98-a,18,B,55.43825,65.229,9.79075,well the only thing that San Francisco may have done differently is that they've done a good job in the last few years of of getting rid of their older players and and bringing up n- a bunch of new people,2,0
sw2228B-ms98-a,16,B,62.42475,72.329125,9.904375,uh i vaguely recall but i've never gone and and done any study on it since the S and L thing that teapot dome scandal is when i think during the Hoover years ,1,0
sw2228B-ms98-a,65,B,334.92175,341.269375,6.347625,resulting in those loans being very risky and i guess i read articles of various banks that have done,1,0
sw2229A-ms98-a,110,A,438.355375,446.831125,8.47575, i actually taped a few of the sessions that they had on there but uh i haven't done so much as uh watch the tape that i made,1,0
sw2231B-ms98-a,40,B,201.53,206.080125,4.550125,i know i you read about it in the paper every day somebody who's done this or that,1,0
sw2231B-ms98-a,61,B,311.944875,318.071625,6.12675,and then he gets up for this one trial and they don't find anything out about the facts that he's done this over and over and over again,1,0
sw2232A-ms98-a,28,A,116.469,120.97225,4.50325,and that the real warfare is done you know in your prayer closet on your knees so,1,0
sw2232A-ms98-a,104,A,483.90575,490.76275,6.857,would be to bless them and humbly go to their other king or the other ruler and say what have we done to offend you,1,0
sw2232A-ms98-a,114,A,541.76975,547.099625,5.329875,and i know people that have done that i mean i know that there have been people who have had people break in their homes,1,0
sw2233B-ms98-a,43,B,196.969,200.758625,3.789625,yet i don't think that uh it it it's being done,1,0
sw2234B-ms98-a,18,B,224.741625,233.952,9.210375,i um have accounting background so then i also have done tax returns in the past and for other people when i worked  for accounting firm,1,0
sw2235B-ms98-a,41,B,194.811125,198.876625,4.0655,so i guess i've seen it done and i know you can do it you know,1,0
sw2236B-ms98-a,55,B,293.839875,298.8765,5.036625,and they had done a lot of work on that with uh scenery and buildings,1,0
sw2237A-ms98-a,178,A,594.993625,600.774,5.780375,uh-huh uh-huh we have some people that have done their lawns an- and uh,1,0
sw2238A-ms98-a,112,A,500.037875,507.512625,7.47475,but i don't think had that situation ex- not existed that i could have done that at all i'm not,1,0
sw2239A-ms98-a,30,A,177.86825,189.327625,11.459375,yeah what's going on and what needs to be done but i really do think that the pop- that people are pretty well aware i think more so now than ever before,1,0
sw2240A-ms98-a,25,A,118.111625,125.63875,7.527125,um i'm like you i like to use a latex paint on the inside we've uh we've done some uh walls,1,0
sw2240A-ms98-a,26,A,125.63875,131.731125,6.092375,the ones we haven't papered we've done in uh uh latex uh uh pastels,1,0
sw2240A-ms98-a,50,A,286.452375,294.889125,8.43675,so you're in the same position that i'm in i've i've only done mine twice and you've you've done yours twice too well once was on there and then you just had to do it once,2,0
sw2241A-ms98-a,63,A,287.495,292.942625,5.447625,yeah have you have you uh done a done a lot of tree surgeon work on your trees or not,2,0
sw2241B-ms98-a,25,B,105.981625,111.8555,5.873875,yeah it's pretty high alk- w- ac- actually it's done uh it's in the north end of Oak Cliff in uh Kessler Park area,1,0
sw2241B-ms98-a,35,B,150.62425,160.584125,9.959875,a uh major undertaking i guess uh sprinkler systems or anything uh start to get real expensive because there's an awful lot of work that has to be done chopping through the rock,1,0
sw2242B-ms98-a,9,B,28.543375,43.196125,14.65275,but i guess that this c- two kinds of camping that um i've done one is to throw a a tent and f- food and the like in the back of a car and drive to a  and setup the tent and have the the car right next to me,1,0
sw2242B-ms98-a,10,B,43.196125,51.27075,8.074625,the other is to actually you know carry everything on your back i've done camping out in at in the Aspen Mountains in Colorado where,1,0
sw2242B-ms98-a,27,B,113.894125,122.595375,8.70125,yeah when when i mentioned i've done this camping out of the car i've actually done of the situation just like that but what's interesting is it's through Texas Instruments,2,0
sw2242B-ms98-a,30,B,136.0495,140.145625,4.096125,yeah that's right so that's where i've done most of that actually,1,0
sw2243A-ms98-a,8,A,22.04075,26.288625,4.247875,never done anything with them_1 i still got still got them_1 in a box,1,0
sw2246B-ms98-a,5,B,20.468375,32.605875,12.1375,well it has to be done somewhat arbitrarily at uh on in some uh instances i think that um goods should cost um real total costs rather than just manufacturing costs ,1,0
sw2247B-ms98-a,83,B,316.16175,322.8505,6.68875,okay okay because i i had done capital packages for two eighty sixes and three eighty sixes but,1,0
sw2248B-ms98-a,26,B,101.887,108.22225,6.33525,right right definitely when it's cool well have you done much camping around Texas,1,0
sw2248B-ms98-a,40,B,156.593375,162.526625,5.93325,well have you done much camping up in Kentucky and and those parts in the mountains,1,0
sw2248B-ms98-a,48,B,197.58025,209.607625,12.027375,but we're uh we're getting more into it and we've done uh we've done quite a bit and uh uh the kids like to go out you know as often as they can um so that's good you know they're they're becoming enthusiasts then of camping,2,0
sw2249B-ms98-a,13,B,61.7665,68.954,7.1875,the if they've done it citywide yet or not where they have the color coded uh bags and uh,1,0
sw2249B-ms98-a,104,B,474.182125,478.031625,3.8495,well the but uh something nee- does need to be done about the styrofoam,1,0
sw2251B-ms98-a,16,B,147.82925,152.348875,4.519625,farthest uh safeguard that can be done and uh,1,0
sw2251B-ms98-a,19,B,157.73475,166.79,9.05525,the uh system as it stands now i think if if the juries were done away with the judge could render a decision much quicker,1,0
sw2255B-ms98-a,129,B,389.907125,394.473625,4.5665,uh the Clippers  that's another team and i don't think they've ever done anything,1,0
sw2255B-ms98-a,162,B,511.5075,515.429375,3.921875,i think also because_1 they done took some of the pressure off of him,1,1
sw2257A-ms98-a,6,A,11.977375,23.176125,11.19875,the uh th- the biggest difference i got to agree was the idea that we were allowed to go and get it done rather than than set up a a line and say we're not going to let you cross this this point anymore and,1,0
sw2257A-ms98-a,126,A,517.467625,528.16375,10.696125,yeah there was uh there was a lot of talk about the idea that the even the uh Iraqis themselves the people wished we would have done that uh,1,0
sw2257B-ms98-a,66,B,485.774375,490.002125,4.22775,oh yeah the whole i mean the whole thing was done well it was just you know,1,0
sw2258A-ms98-a,108,A,438.888125,443.955,5.066875,they weren't native to this particular spot but they seem to have done pretty good and,1,0
sw2260A-ms98-a,2,A,0.669625,8.9975,8.327875, okay let's see i think uh i guess since i call i'm supposed to start i think that's the way everybody has done it so far,1,0
sw2261B-ms98-a,28,B,203.63375,210.735,7.10125,to help correct that problem you've got career politicians that spend thirty forty years in Washington that's all they have ever done,1,0
sw2262A-ms98-a,42,A,206.08575,215.3765,9.29075,and if they would all that's what that's what we want done is we want industry to take you know more responsibility in taking care of it,1,0
sw2263A-ms98-a,39,A,90.59775,95.013125,4.415375,yeah but we've uh we've done uh,1,0
sw2263A-ms98-a,40,A,95.013125,99.1225,4.109375,many types of camping we've we've done tent camping and,1,0
sw2263B-ms98-a,9,B,31.573625,35.53825,3.964625,i haven't done it in quite awhile since i moved down here But i used to do it,1,0
sw2267B-ms98-a,20,B,103.451625,106.37675,2.925125,i don't think they'll ever get it done,1,0
sw2268A-ms98-a,41,A,210.133625,211.64625,1.512625,i've never done that,1,0
sw2268B-ms98-a,29,B,81.146375,87.62025,6.473875,well uh now i haven't done much fishing here in Texas uh because_1 i moved from Ohio,1,0
sw2269A-ms98-a,6,A,47.176,61.29925,14.12325,so uh i've been through most all of that i've not done much of the no provision survival type but i've done backpacking in tents and state park shelters and travel trailers and uh camping camping with nice air conditioned rooms,2,0
sw2269B-ms98-a,28,B,213.56,216.84775,3.28775,done things uh i guess mostly,1,0
