File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine
ATL_se0_ag1_m_02_1,1953,ATL_int_01,2126.9066,2129.3748,2.4682,Oh my gosh I haven't had Kool-Aid in so long.,haven't,1,0
ATL_se0_ag1_m_02_1,1970,ATL_int_01,2146.4689,2149.0616,2.5927,"I ain't even think about mixing it til later on, like-",ain't,1,1
ATL_se0_ag1_m_03_1,47,ATL_int_01,33.272,34.5036,1.2316,I ain't even have to ask for.,ain't,1,1
ATL_se0_ag1_m_03_1,517,ATL_se0_ag1_m_03,543.4211,546.4771,3.056,"mayonnaise. They put tomatoes and cheese on there, but I ain't want one of that.",ain't,1,1
ATL_se0_ag1_m_03_1,763,ATL_int_01,836.7763,839.4559,2.6796, He just what? He just didn't wanna seem like a,didn't,1,0
ATL_se0_ag1_m_03_1,871,ATL_se0_ag1_m_03,959.9457,960.6573,0.7116,I ain't giving up.,ain't,1,1
ATL_se0_ag1_m_03_1,889,ATL_int_01,984.5232,988.9765,4.4533,"like cause I always thought Michael Jordan was cool, but I didn't think he passed the ball enough.",didn't,1,0
ATL_se0_ag1_m_03_1,960,ATL_se0_ag1_m_03,1060.1302,1060.7016,0.5714,it didn't matter-,didn't,1,0
ATL_se0_ag1_m_03_1,977,ATL_se0_ag1_m_03,1077.4192,1081.9653,4.5461,"like seventeen of his points or something like that, they came from the free throw line. He didn't hit those jumpers.",didn't,1,0
ATL_se0_ag1_m_03_1,1038,ATL_se0_ag1_m_03,1148.6974,1149.3419,0.6445,They didn't-,didn't,1,0
ATL_se0_ag1_m_03_1,1114,ATL_se0_ag1_m_03,1238.3407,1241.5476,3.2069,"And everybody ready to go with you, and you be like, nah I'm not going there no more. I'm going this way.",I'm not,1,0
ATL_se0_ag1_m_03_1,1208,ATL_se0_ag1_m_03,1356.2165,1357.7928,1.5763,You didn't wanna beat them? You didn't wanna,didn't,2,0
ATL_se0_ag1_m_03_1,1219,ATL_int_01,1361.9072,1363.9386,2.0314,That's the weirdest shit ever. I ain't gonna lie.,ain't,1,1
ATL_se0_ag1_m_03_1,1299,ATL_int_01,1442.4689,1445.9594,3.4905,Them niggas didn't even like they owners like that. They wish they coulda did,didn't,1,0
ATL_se0_ag1_m_03_1,1356,ATL_se0_ag1_m_03,1519.7316,1521.0382,1.3066,I didn't wanna go to Mississippi.,didn't,1,0
ATL_se0_ag1_m_03_1,1405,ATL_int_01,1580.7422,1581.2114,0.4692,I'm not.,I'm not,1,0
ATL_se0_ag1_m_03_1,1414,ATL_int_01,1591.2277,1593.5568,2.3291,You from LA. you ain't know another way.,ain't,1,1
ATL_se0_ag1_m_03_1,1557,ATL_se0_ag1_m_03,1766.6866,1769.8832,3.1966,"ah, bitch ass- ha! fuck y'all ain't going no, you suck.",ain't,1,1
ATL_se0_ag1_m_03_1,1568,ATL_se0_ag1_m_03,1786.4175,1791.0409,4.6234,"And I already told you, my family die hard Laker fans. They ready to go to blows. They ain't- they don't care.",ain't,1,1
ATL_se0_ag1_m_03_1,1608,ATL_int_01,1838.4686,1841.7051,3.2365,"Oh my god, I didn't even get in the story modes but they are amazing ",didn't,1,0
ATL_se0_ag1_m_03_1,1625,ATL_se0_ag1_m_03,1856.8295,1861.2879,4.4584,And I like- I do like like Call of Duty and stuff. Like I play it every now and then. I ain't as serious,ain't,1,1
ATL_se0_ag1_m_03_1,1633,ATL_se0_ag1_m_03,1866.7208,1869.8495,3.1287,"They all, you ain't tryna see me no Call of Duty. Like, I'm not. Like I- I- I don't-",ain't,1,1
ATL_se0_ag1_m_03_1,1633,ATL_se0_ag1_m_03,1866.7208,1869.8495,3.1287,"They all, you ain't tryna see me no Call of Duty. Like, I'm not. Like I- I- I don't-",I'm not,1,0
ATL_se0_ag1_m_03_1,1641,ATL_int_01,1876.0205,1877.6541,1.6336,But I'm not expecting to win or whatever.,I'm not,1,0
ATL_se0_ag1_m_03_1,1758,ATL_se0_ag1_m_03,1983.8372,1986.754,2.9168,"they'll work with you. California, if you ain't got it then, don't even talk to me.",ain't,1,1
ATL_se0_ag1_m_03_1,1826,ATL_se0_ag1_m_03,2055.1483,2056.5637,1.4154,"And then like if we ain't feeling it,",ain't,1,1
ATL_se0_ag1_m_03_1,1829,ATL_se0_ag1_m_03,2058.6038,2061.5581,2.9543,I ain't feeling it no more. We still friends. We still cool.,ain't,1,1
ATL_se0_ag1_m_03_1,1833,ATL_se0_ag1_m_03,2063.0326,2064.0634,1.0308,"We not- nah, we ain't",ain't,1,1
ATL_se0_ag1_m_03_1,1919,ATL_se0_ag1_m_03,2147.886,2150.8981,3.0121,"you know, w- we- we didn't like- we fell off a little bit, but",didn't,1,0
ATL_se0_ag1_m_03_1,1963,ATL_se0_ag1_m_03,2201.6874,2204.697,3.0096,"I'm like what the- hold on, bruh. This ain't the RD-NAME-3 I know. ",ain't,1,1
ATL_se0_ag1_m_03_1,1968,ATL_se0_ag1_m_03,2215.6556,2218.6202,2.9646,"I'm not even a Blood. But you- you chilly, like you tripping.",I'm not,1,0
ATL_se0_ag1_m_03_1,1979,ATL_se0_ag1_m_03,2229.8313,2236.0118,6.1805,"you a slob. You a- we started going at it, and next thing you know, I was like, you know what, fuck it. I ain't f- get away from me, like stop talk- we- we done.",ain't,1,1
ATL_se0_ag1_m_03_1,1990,ATL_int_01,2245.207,2248.0685,2.8615,"Hold on, y'all was going to- with each other, and y'all didn't know y'all wa-",didn't,1,0
ATL_se0_ag1_m_03_1,2038,ATL_se0_ag1_m_03,2299.0736,2302.471,3.3974,You ain't always gotta be that nigga- I'll fight anybody. I'm smart.,ain't,1,1
ATL_se0_ag1_m_03_1,2042,ATL_se0_ag1_m_03,2304.3209,2306.9864,2.6655,So I took off. Like these niggas ain't finna get me today.,ain't,1,1
ATL_se0_ag1_m_03_1,2044,ATL_se0_ag1_m_03,2307.8372,2310.3003,2.4631,"And I ain't even know if they had guns or not, so I just took off.",ain't,1,1
ATL_se0_ag1_m_03_1,2067,ATL_se0_ag1_m_03,2338.0528,2338.974,0.9212,"I ain't going down,",ain't,1,1
ATL_se0_ag1_m_03_1,2069,ATL_se0_ag1_m_03,2339.0776,2340.2583,1.1807,"you know, j- I ain't just going out.",ain't,1,1
ATL_se0_ag1_m_03_1,2114,ATL_se0_ag1_m_03,2392.5627,2399.0406,6.4779,"like the next day, she come up to me, I'm sorry. I didn't know it would get like that. I didn't know they was g- whatchu- you what?",didn't,2,0
ATL_se0_ag1_m_03_1,2123,ATL_se0_ag1_m_03,2409.888,2414.9909,5.1029,"and then came up and apo- I didn't know they was gonna try to kill you. I thought they was just gonna jump you.  Like, bitch.",didn't,1,0
ATL_se0_ag1_m_03_1,2145,ATL_se0_ag1_m_03,2437.1888,2440.3256,3.1368,"on like the disrespectful shit. And I be like, uh, I ain't tryna hear that. I ain't-",ain't,2,2
ATL_se0_ag1_m_03_1,2149,ATL_se0_ag1_m_03,2443.2335,2444.4554,1.2219,I didn't care that she was a Crip.,didn't,1,0
ATL_se0_ag1_m_03_1,2150,ATL_se0_ag1_m_03,2444.641,2449.6459,5.0049,I didn't- cause I wasn't even like s- I wa- I was never tryna gang bang in the first place. So I- ain't matter I was a RD-NAME-1. I was just,ain't,1,1
ATL_se0_ag1_m_03_1,2150,ATL_se0_ag1_m_03,2444.641,2449.6459,5.0049,I didn't- cause I wasn't even like s- I wa- I was never tryna gang bang in the first place. So I- ain't matter I was a RD-NAME-1. I was just,didn't,1,0
ATL_se0_ag1_m_03_1,2200,ATL_se0_ag1_m_03,2491.9631,2498.1727,6.2096,"that nigga came- he came and looked out for me and everything. He was like, you ain't gotta worry about shit. You ever come- you ever come around here again, tell 'em you with me, and you good.",ain't,1,1
ATL_se0_ag1_m_03_1,2203,ATL_int_01,2499.008,2500.0804,1.0724,"Ain't the, um,",ain't,1,1
ATL_se0_ag1_m_03_1,2233,ATL_int_01,2521.4401,2525.0851,3.645,"when you went from LA, you didn't even get in that type of culture down here?",didn't,1,0
ATL_se0_ag1_m_03_1,2309,ATL_se0_ag1_m_03,2606.3456,2608.0587,1.7131,"until I got down here. Yeah, cause we ain't- they ain't-",ain't,2,2
ATL_se0_ag1_m_03_1,2359,ATL_se0_ag1_m_03,2652.6957,2654.0611,1.3654,And it w- it- I didn't like it-,didn't,1,0
ATL_se0_ag1_m_04_1,100,ATL_int_01,142.2323,145.18,2.9477,"I like it. I like it, man. Ain't no other way to be, and when-",ain't,1,1
ATL_se0_ag1_m_04_1,144,ATL_int_01,181.3223,181.9276,0.6053,"you didn't know,",didn't,1,0
ATL_se0_ag1_m_04_1,219,ATL_se0_ag1_m_04,279.4177,284.1397,4.722,"Oh yeah, I mean that's what it is. Ain't no use in tryna look at it some other than way it was.",ain't,1,1
ATL_se0_ag1_m_04_1,304,ATL_int_01,410.2612,412.2514,1.9902,"Ah, I didn't even try to decline that.",didn't,1,0
ATL_se0_ag1_m_04_1,446,ATL_se0_ag1_m_04,604.0857,605.5448,1.4591,his potential. He ain't even,ain't,1,1
ATL_se0_ag1_m_04_1,454,ATL_int_01,613.5298,616.3589,2.8291,I ain't even think of it in that type of capacity. That's huge.,ain't,1,1
ATL_se0_ag1_m_04_1,543,ATL_se0_ag1_m_04,742.6506,744.6485,1.9979,"You know what I'm saying, I can't promise you nothing when I ain't got it, but",ain't,1,1
ATL_se0_ag1_m_04_1,607,ATL_int_01,819.3488,820.2459,0.8971,"didn't, um,",didn't,1,0
ATL_se0_ag1_m_04_1,657,ATL_se0_ag1_m_04,885.8461,887.376,1.5299,I ain't even reach back to say,ain't,1,1
